imageID,"25% of windows have density equal to or less","50% of windows have density equal to or less","75% of windows have density equal to or less","95% of windows have density equal to or less","98% of windows have density equal to or less","100% of windows have density equal to or less"
306OACM7G04QOX49OC3VEMIMU7KA8L,0.0101,0.0174,0.0323,0.2498,0.2498,0.2498
30E2X49V611K26Z0IIHLB47CQY53NF,0.029,0.0452,0.0631,0.1014,0.1014,0.1014
30E2X49V611K26Z0IIHLB47CQY63NG,0.0338,0.0437,0.0518,0.0926,0.0926,0.0926
30GUUI0R316PRKEN69AJEXY15MMBCT,0.0339,0.048,0.0821,0.1355,0.1355,0.1355
319N3DB42B6LKGW48RIT1IUY6MJEPG,0.0416,0.0613,0.0884,0.249,0.249,0.249
31H4HIBP9AWNGDF6JZY7J01Z8LG5HP,0.0585,0.0585,0.107,0.2733,0.2733,0.2733
31QBDMKNDPO96CGOU6OI3UH1N96L85,0.0,0.0,0.0247,0.0927,0.0927,0.0927
31QOF9ABLNAV27TO4PXO0GLATWO1L1,0.0765,0.1481,0.1864,0.2259,0.2259,0.2259
31R9JPCYP6DVE0AQVNO2QFRENFMWRA,0.0,0.028,0.227,0.6721,0.6721,0.6721
31TTIPZ8XM69HILWQZWMCQMN1KS3GE,0.0,0.0,0.0759,0.1832,0.1832,0.1832
31ZZN31VRB1J1I6XNAS9X9DBA59QRV,0.0253,0.0403,0.0612,0.2025,0.2025,0.2025
3203J2GC2PK4HSXGZ2GG107218V84Q,0.0118,0.0238,0.0333,0.2377,0.2377,0.2377
3203J2GC2PK4HSXGZ2GG1073Z7V84O,0.0937,0.0986,0.1207,0.2369,0.2369,0.2369
3203J2GC2PK4HSXGZ2GG1074VAS84P,0.0,0.0,0.0,0.1929,0.1929,0.1929
320GLP60AN5TS9K5PU8IGRVPKUZ14P,0.0471,0.0593,0.1158,0.1487,0.1487,0.1487
320GLP60AN6FM9FGZXIOL5AG38941T,0.0115,0.1183,0.2999,0.5382,0.5382,0.5382
323KIQYDLQ7S9UIT4NE6QLFONB14CB,0.0,0.0154,0.057,0.1354,0.1354,0.1354
3244QHISJ1ITNE98CFK36E7RG91L0N,0.0133,0.0186,0.0311,0.0532,0.0532,0.0532
3244QHISK2XKVEPCAXDY38M44I9L04,0.0,0.0159,0.0182,0.2236,0.2236,0.2236
329GGY5YRI5WHTWS4FZ9QWPAMFRT4W,0.0172,0.0368,0.0373,0.0624,0.0624,0.0624
32GVUSPLEYOYH9SP841K39EVOUOK3Z,0.0714,0.1072,0.124,0.2525,0.2525,0.2525
32GVUSPLFZ61Q5EOZV799O813X5K3C,0.0173,0.033,0.0425,0.1879,0.4004,0.4004
32JEHGQ0QIPYH7JPSF8OLMHJ8AAU81,0.0,0.0,0.0121,0.1209,0.4176,0.4176
32JRJ3GOYGFHSVM6IWA88RJNYD8U1D,0.0773,0.1354,0.214,0.3734,0.3734,0.3734
32SOQFN7RN4Q5SNOXDF8KS0W4TRIPM,0.0175,0.0497,0.0637,0.2244,0.2244,0.2244
32WAV7G60PNC75TK9C1M3A29EH0D36,0.018,0.0404,0.0489,0.1218,0.1218,0.1218
