imageID,"25% of windows have density equal to or less","50% of windows have density equal to or less","75% of windows have density equal to or less","95% of windows have density equal to or less","98% of windows have density equal to or less","100% of windows have density equal to or less"
330XZFCZ7R2IEZH3T3I3O6ANM0DXTM,0.0,0.0,0.0254,0.1097,0.1245,0.1245
330XZFCZ7RB627L6HWI9543W690TXG,0.0,0.077,0.1815,0.3971,0.4694,0.758
33EWWXEH81XUPFZ4BLANE2SZQMJ40X,0.0,0.0191,0.0284,0.0787,0.0943,0.0943
33FLRCV01N0NF725EJLGLLU8UGYORG,0.0,0.0309,0.0604,0.1352,0.1691,0.1691
33QM7VBL79CAH7ME53S2DMVHTOZ3QX,0.0041,0.0225,0.2128,0.4489,0.5411,0.6421
33RX46D1RXVH625SCIG7UWSYT80X1J,0.0,0.0407,0.2217,0.4661,0.4823,0.4823
33XMDKLTFSU7YK1SQJZ2MPHPZ4ZZCZ,0.0135,0.1108,0.1488,0.198,0.4078,0.4078
344RGS4J7S874QSQIPH3B5TQWFPMPU,0.0,0.0252,0.0912,0.3852,0.5675,0.5675
34B3PHKY7L0QRWI1JO5S4NCKMT3NE1,0.0,0.028,0.0708,0.1907,0.469,0.469
34KQN2TBKTGWLIK008X22C5QD2JSAJ,0.0,0.0,0.0019,0.1249,0.2274,0.3488
34RF8KPUOTU14SPS6MXYXNPWVK1SBB,0.0,0.0,0.0053,0.2398,0.2813,0.3838
34RF8KPUOTU14SPS6MXYXNPWVK1SBB_1,0.0,0.0,0.0672,0.2748,0.2854,0.3967
34RF8KPUOTU14SPS6MXYXNPWVK1SBB_2,0.0,0.0,0.0102,0.2536,0.2864,0.3583
34RF8KPUOTU14SPS6MXYXNPWVK7SBH,0.0,0.0,0.0,0.132,0.2627,0.3763
34YKDDZP3UMABNHOK8ECJ4FCOZJWHB,0.0447,0.1698,0.3752,0.6491,0.6594,0.6594
3568B45QGKRG3Y1LZDHA1JA6BSCO3E,0.0,0.0,0.0599,0.4136,0.4507,0.4507
3589VT1T2BGMXIVHZGNGS492OQIJN8,0.0,0.0,0.0808,0.2443,0.5297,0.5297
35DAEVU8JHJ10FFZ10EN4CRDQ8F870,0.0,0.0,0.0325,0.2504,0.4433,0.4809
35GRDJC92I6VOWRC3MF6JHNHWWLC7I,0.0,0.0,0.0,0.1917,0.3499,0.5043
35HIM1LU2HRMGPBVQO0P66HG1MBI5I,0.0,0.0341,0.1704,0.4292,0.5837,0.5837
35QUA2ABY634ZYN782PTB2BL5I8EGJ,0.0,0.0059,0.1367,0.2172,0.2228,0.2228
35QUA2ABZ7MBAB0HZGYJHQ28USWGE7,0.0,0.0,0.0,0.3882,0.5063,0.5063
361LJMRMCQ5CDYJ025B6700NV8CUR4,0.0,0.0145,0.1355,0.468,0.7309,0.7309
369VX4MEOJAKM0DV8XRK62EAJWKGI1,0.0,0.0,0.0121,0.2307,0.3972,0.3985
36ARV8EEH67U95XPYN59VTZKFJ2VA1,0.0,0.0,0.0437,0.2047,0.2053,0.2053
36FIWAXJH5YZ4NF13JA9L63DO7Z3AS,0.0366,0.1521,0.2507,0.683,0.6859,0.7035
36HGGQAXL6KTNEA2DMTHLEEUZ4CVBW,0.0202,0.098,0.1655,0.5456,0.6034,0.6972
36HGGQAXL6L87J29O35QD9YQWSFBVG,0.0,0.0,0.0568,0.1126,0.191,0.191
36IAL8HYOXSPP9QYVLXZPMFW48E4R6,0.0,0.0,0.0378,0.1748,0.3342,0.3342
36MWL0IRGCO0L6PQ7W22BBNT0ICOHL,0.0,0.0479,0.1977,0.3961,0.4407,0.4407
36QDS77QN9NG5USZQM0XMAC2L97HFT,0.0,0.0199,0.2542,0.6735,0.7734,0.896
36QDS77QN9Y3AP81GU3ZJ983H37HFJ,0.0,0.0057,0.0424,0.0773,0.1053,0.1053
36R3RQSDPTXRSZ6X7FR6HZHDYAF078,0.0,0.0111,0.0312,0.0943,0.1131,0.1131
375FCEJV4GX4B1VR293XJCDD0I7CCJ,0.0097,0.0746,0.2048,0.5409,0.6011,0.6506
375MF9UHMRPR2XWE6NL8JC3TL1HSX9,0.0,0.0,0.0,0.1428,0.3715,0.3715
37672WDDC2JA93V4O46FCCJ2VAJNM9,0.0,0.0,0.0457,0.1378,0.2062,0.2062
378UBY8FQ61LFCJMHZWZTRZI59A8TB,0.0049,0.1064,0.2473,0.5844,0.5918,0.6134
378UBY8FR7AABMKBM232FCEFT60T8E,0.0,0.0437,0.1604,0.3481,0.3822,0.4845
379R4POZ46ZM5D7FMP5TH9FBQ7PRXR,0.0,0.0069,0.0205,0.128,0.1805,0.1805
37CCG24EIZSNBY0O0RYFBPCKLTQZRW,0.0,0.0,0.0,0.0558,0.0964,0.1272
37CCG24EIZSNBY0O0RYFBPCKLTQZRW_1,0.0,0.0,0.0,0.0843,0.0908,0.1036
37CCG24EIZSNBY0O0RYFBPCKLTQZRW_2,0.0,0.0,0.0,0.0634,0.0908,0.1036
37FXVUXR5NUGX6LAN3N06Z6PNZ6EWN,0.0,0.0273,0.0494,0.1475,0.1856,0.1856
37NNZ8MO7S6VRHEMSEGUVBLX898EQM,0.0,0.0,0.0,0.2343,0.3993,0.788
37QHTW84X0Z4WRFH6C4VHQ7JNTDJDT,0.0,0.0,0.0445,0.3232,0.5524,0.5524
37ZHE2JT1D250TKIB56TICN73UM88S,0.0021,0.0162,0.0603,0.18,0.4192,0.4192
37ZHE2JT1D250TKIB56TICN73UQ88W,0.001,0.0548,0.1048,0.2081,0.2302,0.2302
37ZUGP9H9BONPT0XCKXE3200JPH817,0.0018,0.0112,0.0627,0.237,0.4212,0.4212
37ZUGP9H9BONPT0XCKXE3201JQL81F,0.0,0.0,0.0,0.1425,0.2095,0.3933
38464Y8J3VK9Y56OSLPV9KDIFIGV4J,0.0038,0.0126,0.0384,0.0531,0.0847,0.0847
389X50RO4VDYCDHURIYQ7760LL5343,0.0,0.0185,0.065,0.1269,0.1372,0.1372
38DNTK7MFN2OC2PZPWU81IIJXME01H,0.0039,0.0271,0.0399,0.1529,0.2102,0.3072
38DNTK7MFN34LCW85JTSAD2CXFQ01S,0.0142,0.0583,0.1249,0.367,0.4476,0.4476
38DNTK7MFN3UAZX8DF8S385AB3E10K,0.0,0.0178,0.078,0.3626,0.5101,0.5245
38FWZZ3ILTDK8ICQRL4PWREV0HIYN7,0.0,0.0,0.0737,0.1967,0.2617,0.3446
38GRQLZZQQCOARQX7FK2NWOBS4K0CN,0.0,0.0,0.0,0.0177,0.1008,0.5399
38IOEK81UIQHG7BFV93TAAEQ3W496W,0.0,0.0,0.0,0.2157,0.5069,0.5069
38LYNH3Q4ODLGFNEHSAP2J87XNZMGY,0.0,0.0,0.0,0.1335,0.1888,0.1888
38LYNH3Q5PUFYTLC9WG1VAJL0LTGM5,0.0064,0.0613,0.1832,0.3098,0.3705,0.3705
38MNOT6KWIG21RX6PKH1YJB8VKDT05,0.0,0.0,0.0,0.0225,0.1389,0.439
38MNOT6KWIG21RX6PKH1YJB8VKDT05_1,0.0,0.0,0.0,0.4551,0.5036,0.5036
38MNOT6KWIG21RX6PKH1YJB8VKDT05_2,0.0,0.0,0.0,0.3359,0.4608,0.5036
38NH2CI7ROPJ1MAJ3F139HJ5CPPVU5,0.0,0.0066,0.1094,0.3163,0.3341,0.3341
38NH2CI7SPCMWUJ4T62C2GD654VVUY,0.0,0.0,0.033,0.2524,0.2666,0.5467
38VQ1AW9T5WCGLEK2ZAP9I6I4O826I,0.0,0.0821,0.2302,0.4067,0.446,0.446
390EOHYPK4Q05K2TRHZ1W9N0LW8X3W,0.0,0.0044,0.0306,0.1666,0.2497,0.2497
39393HGTI5QMIY6JHIT1M5IIGWJEOF,0.0341,0.1857,0.361,0.5374,0.5573,0.5573
394TEHR260P29GUZO0UUQSDZ63O65J,0.0,0.0,0.0,0.1127,0.1351,0.1351
39PLFW4P2L2RPNN40J9QB1XCZ2O4HT,0.009,0.0635,0.1207,0.2374,0.2987,0.3575
39UNKKTVDF8Y9H8JFO9U930XMBHYGJ,0.0,0.0,0.0,0.0,0.0447,0.1131
39UNKKTVDFFX9VEX2EW7RYBUQ2JGYD,0.0,0.0077,0.0779,0.2413,0.33,0.33
39VNNFFKK59EW3XI1HP5P046ZAXXVP,0.0,0.0019,0.0569,0.1395,0.338,0.338
39Y8ZSVZWWM1XMK47AFGQNZOPQQVZE,0.0245,0.0792,0.1078,0.1483,0.263,0.263
39Y8ZSVZXXM4Z9DMIL8I9OJZBK9VZ6,0.0,0.0228,0.1279,0.3073,0.5001,0.5001
3AA189Q6B51983MEFLORU493K7KMWE,0.0,0.0,0.0594,0.2295,0.2673,0.2673
3AA189Q6B52Z6L7EV3NS06BHCKRWMY,0.0,0.018,0.2178,0.4015,0.5346,0.5346
3AA189Q6C6N6C9XRHK508ZBLMH8WM3,0.0,0.0,0.0242,0.1742,0.4146,0.4363
3AA189Q6C6TLNJILLV2LOGYDJT7MWV,0.0,0.031,0.1326,0.3461,0.4438,0.4438
3AJ89545NQHYX91N7X3ADUYHKVTBEA,0.0558,0.075,0.1562,0.2909,0.3043,0.3043
3AJ89545NQRFJUS6JU65GFBBEJ7BEW,0.0,0.0,0.0235,0.3882,0.5063,0.5063
3AMAQJSW8I20H10ADEKNBNOAVRROI5,0.0,0.0168,0.075,0.2902,0.37,0.37
3B9PUZPHFHW5PZT5Q7OV88NG9W6JA5,0.0,0.0,0.0713,0.3232,0.5524,0.5524
3BGEFHL0JHEL8I3UU0A0G1OJRYOJBS,0.0,0.0435,0.174,0.3624,0.4138,0.4521
3BHOG8KFNLAK9AB1ZQLEP6Q0T3RR81,0.004,0.1101,0.1999,0.4294,0.5451,0.5451
3BK5FW2G6MZ18ENS8D29GOXE9AHRCA,0.0,0.0,0.0,0.2322,0.3006,0.68
3BRG9Q58M1LAH7AQ01RWX47CRWFYQ2,0.0,0.0,0.0742,0.4745,0.551,0.551
3BZN229KV5TWHZF32GLR8LCC1TX6DS,0.0,0.0,0.0452,0.1404,0.1923,0.1923
3C2UN3Y7UJLGZT23JF159R7GHEFMFI,0.1176,0.1624,0.2104,0.2683,0.2986,0.2986
3CF7EZI55RWEYNZ9U956QWWUG93IL2,0.0,0.0264,0.0767,0.2344,0.2804,0.376
3CP9VRCFS74RV9VXRUIMMBYWTQDUEZ,0.0,0.0,0.0486,0.2215,0.2485,0.2485
3CTCX9NXB5M1LSUM0XPXZV8QE2WLJA,0.0008,0.0954,0.3706,0.6437,0.821,0.85
3CTCX9NXC67QIV0KKFDEFSMCFTJJLN,0.0,0.0839,0.3414,0.5471,0.6394,0.6394
3CVHT3IKUYKSX9WRAWTF52715RU0R4,0.0,0.0139,0.0808,0.2731,0.3014,0.3014
3CYDGW98NMPSZAAQ0W8MOBJZSSBOM6,0.0,0.071,0.167,0.3481,0.4571,0.4571
3D00S7P7YG22I1NWJE5APKC40DIEZA,0.0,0.0,0.0794,0.1969,0.3059,0.3059
3D3KZYB02J3NX4IAX3WJJNSJTAYV8O,0.0,0.0,0.0414,0.415,0.8097,0.8097
3D3KZYB03KLUXQ4AWC4FKH86OYE8VD,0.0,0.0,0.0411,0.2874,0.3157,0.3157
3D3X1L1OBIRB9XRZKHJ79UYYYTK1VU,0.0,0.0585,0.0991,0.2242,0.243,0.2697
3D3X1L1OBIRB9XRZKHJ79UYYYTK1VU_1,0.0,0.0725,0.0939,0.2047,0.2047,0.2047
3D3X1L1OBIRB9XRZKHJ79UYYYTK1VU_2,0.0,0.0634,0.0991,0.2369,0.2643,0.2697
3D7N1211O74L32LV8ZFDVQWGH61MAZ,0.0234,0.0679,0.1267,0.4214,0.7967,0.7967
3D7N1211P8PBU1MJEXLJFBT15KWAMH,0.0,0.0101,0.0609,0.1697,0.2693,0.348
3D8B00U52IVJZWECZOBXRVFXL2U83O,0.0171,0.1134,0.1642,0.2817,0.499,0.499
3D8B00U52IVJZWECZOBXRVFYHAV833,0.0,0.0,0.0,0.2099,0.2659,0.4404
3DBJK6OC3AF4JLMP40JUKZIT4XNYF3,0.0,0.0525,0.2068,0.6016,0.6762,0.8051
3DCXWU0MSDB2RCYGDPZ82R371ZGTVX,0.0,0.0443,0.1716,0.3687,0.3989,0.3989
3DECMKXKT815JCLN1RI1KKDJDFAMBB,0.029,0.1776,0.3046,0.6416,0.6455,0.7651
3DHOXWJRSC3OAPE5AL86OV64DJCT3O,0.0,0.0437,0.1604,0.3481,0.3822,0.4845
3DPZKFEUURUGTQUQB4SOUUG5ZFPI4V,0.0219,0.0894,0.1506,0.2645,0.2968,0.2968
3DPZKFEUVSIPT2ERNEAT4GS1UAKI44,0.0,0.0476,0.1227,0.4715,0.4774,0.4774
3DXFGU9SKN7P79WJOTN6EK4MLG3EXS,0.0,0.0335,0.0988,0.2166,0.3478,0.3803
3DXFGU9SKNVTS8DGXQ8KL6UJIRCXE8,0.0,0.0065,0.112,0.3122,0.3759,0.4157
3DXFGU9SLODY46WA7XIQCVBUTMKEXQ,0.0,0.0018,0.1805,0.4406,0.5302,0.5302
3E9JM64F23SDM8DQUQW3OKIR1A0NP8,0.0,0.04,0.0757,0.4856,0.4984,0.4984
3EGCY5R6XYZQLTGPWNN8D6V7K3JYA2,0.0635,0.1249,0.2142,0.3938,0.485,0.485
3EJ1F91ANSU6O8N3S3NGZ4GVCA2IZW,0.0,0.0,0.0152,0.4261,0.5458,0.5458
3EOZAW7619J5YKCNUIDNV84T8098HV,0.022,0.1764,0.2934,0.6405,0.7599,0.7599
3EOZAW762AHX3MFSNYKKE4EQ4INH8Q,0.0,0.0051,0.2436,0.4262,0.5001,0.6272
3ERG9KP7KAETHL286FNRQ00RYLWCHM,0.0,0.0291,0.1129,0.4206,0.4879,0.4879
3EULM6QNGEDGI0DDZ62WA3R8YV4JXB,0.0,0.0,0.0,0.1112,0.1294,0.1294
3EX6YJ62T6GKTDIQJCCYD4JMD62ZJG,0.0,0.0198,0.08,0.1834,0.2068,0.2068
3EXC7SWSR38EV80UNYXZTOBA3ESHT8,0.0,0.0,0.0493,0.0835,0.1053,0.1053
3F0Z1FPMUNUP6TOTMH2XGS6T5GJLYU,0.0,0.0238,0.0849,0.1715,0.2532,0.2532
3F0Z1FPMUNWB7D1EFV5M6IVBAHELYR,0.0,0.0329,0.09,0.2881,0.3685,0.3685
3F12ASV6AWHSTTB7IFZKMVGLLVZM46,0.0,0.043,0.0863,0.299,0.4264,0.4264
3F2SNR5B8MKSI92Q9DG0FV11BKO0HL,0.0,0.0,0.0,0.1282,0.1456,0.1477
3FKD865UZQBJZ4661LLBINGEMFPMUJ,0.0,0.0,0.1806,0.3966,0.4964,0.4964
3FKD865UZQBJZ4661LLBINGENHPMUO,0.0,0.0,0.0912,0.4188,0.5819,0.5819
3FKD865UZQG0HB1FDHAJVT0FL3FMUG,0.0,0.0,0.0712,0.106,0.1081,0.1081
3FOA7RUSUPLLDDXZNITMB1EHL6FPGL,0.0164,0.0888,0.2195,0.4305,0.5273,0.5273
3FQJF6D1R1SUSJ130G368H5I02G92S,0.0,0.0,0.027,0.3473,0.4516,0.4516
3FQJF6D1S2STVEIP11IICRPWDI892M,0.0,0.0,0.062,0.3168,0.3568,0.3568
3G2I6FODBC43UCDM72LBPP8Z9I0L60,0.0,0.0082,0.0447,0.1179,0.1451,0.1451
3GAR7VLBJNDRH4HH5ZWWCFRBGXZ4Y9,0.0267,0.1448,0.2141,0.3281,0.3745,0.4168
3GAR7VLBJNEKQVA3XEJQ66MZFEXY4T,0.0,0.0,0.0678,0.2494,0.4288,0.7384
3GBCJUK5C2GRHG97MHYVG9NBQMOPK9,0.0,0.0281,0.0953,0.2633,0.3384,0.3384
3GBCJUK5C2NMDEDWS686X6QI2G8KP3,0.0,0.0,0.0,0.2911,0.3048,0.3048
3GC8IVJ10EOCB71QWZ4YFX98VOS9NN,0.0,0.0,0.1435,0.3992,0.4059,0.4482
3GRRK9BQWRDBESRD36S5634M392PD9,0.0,0.0,0.0328,0.1254,0.2233,0.2233
3GRRK9BQWRPD54OGKFA4YQ8537VPDJ,0.0,0.0,0.017,0.2156,0.4206,0.4333
3GZMSD8U5X9MRGKQIZ546O8UKB695Q,0.0,0.0426,0.2106,0.3353,0.4032,0.4233
3GZMSD8U5X9MRGKQIZ546O8UKC795T,0.0,0.0344,0.1956,0.2996,0.3366,0.3933
3GZMSD8U6Y8M82W4VRHXFG1G1IS95R,0.0,0.0,0.0,0.1448,0.4102,0.4102
3H41Q6XMRNJ731MM548PSMBGOYMG2I,0.0,0.0,0.0932,0.3128,0.3963,0.3975
3H41Q6XMRNUCK2PCFPR6Y35LJFT2GW,0.0,0.0,0.0,0.0883,0.3184,0.3184
3H5CSD5832HNKRNN8SDJ6TWED17E80,0.0,0.0897,0.234,0.4738,0.5763,0.5789
3H5CSD5832HNKRNN8SDJ6TWL583E8G,0.0,0.0,0.0,0.1823,0.3804,0.4549
3HBZ8AD97D3GZ7VEBIN9M1728BDNN9,0.0,0.0,0.0616,0.3169,0.4231,0.4231
3HBZ8AD97D3GZ7VEBIN9M18U9EHNN5,0.0,0.0107,0.0891,0.236,0.3207,0.3849
3HL3WX653BXN6QCFW6M6ATC7KPGPQT,0.0,0.0,0.2096,0.5464,0.66,0.8295
3HQI26VRPRS5H4RSBPY2KOCMRQ13R0,0.0,0.051,0.0865,0.1805,0.3168,0.3168
3HVLA9UQN4GKVQOHDHMDH1A7KETU66,0.0,0.0,0.1018,0.256,0.3965,0.4209
3HYDIS22CWMMEZBE3G64NG7ZMZON5V,0.0,0.0,0.037,0.2396,0.32,0.32
3HYDIS22DXJRRCQBI3AE9ELUHK15NC,0.0,0.0,0.0884,0.1402,0.1595,0.1595
3I21NMEA63DY0BA82BXKKSLPMBYSHT,0.0,0.0347,0.1374,0.3682,0.4143,0.4525
3I21NMEA63DY0BA82BXKKSLPMBYSHT_1,0.0,0.0635,0.2271,0.3817,0.4474,0.4474
3I21NMEA63DY0BA82BXKKSLPMBYSHT_2,0.0,0.0524,0.217,0.3801,0.4143,0.4525
3I3RVCR3FK2XEB4GMX9G7IJ2RLH6XI,0.0,0.0,0.0612,0.1293,0.1305,0.1349
3I5ZXD44IULX7AZS354F5V5W46GJCA,0.0,0.0,0.0016,0.1496,0.4123,0.4603
3I5ZXD44JV69M8DWVE4I5ER80XVCJX,0.0,0.0008,0.0578,0.1348,0.2131,0.3169
3I5ZXD44JV69M8DWVE4I5ER80XVCJX_1,0.0,0.0112,0.0649,0.2212,0.2551,0.3169
3I5ZXD44JV69M8DWVE4I5ER80XVCJX_2,0.0,0.0083,0.0709,0.1626,0.2213,0.3169
3I5ZXD44JVHG9J4AOHWFS96B5XBJCP,0.0,0.03,0.0864,0.1509,0.4613,0.4613
3ID43DSF5JBJ2SZGW2H8HR9RGRT5G5,0.0,0.0,0.0247,0.1376,0.1709,0.1709
3IE95L92ROOBGIB0W5PPNWUUL5E7M3,0.0,0.0,0.0,0.0683,0.107,0.107
3IOQH27Z2E4FFLJVR8TNNB4HIMC1IN,0.0,0.0103,0.0719,0.2959,0.446,0.446
3IR329NZ7YGB0BGT612CO4BTUIW2K0,0.0,0.0,0.0334,0.0784,0.2422,0.8864
3IRUE3ZCDH3J5468JOOGJ1Y2ZWZIC5,0.0,0.05,0.1869,0.3898,0.4105,0.5122
3IXQCB6XI8S61DI53P5ICGI2I9BTIR,0.0373,0.0882,0.183,0.4528,0.5945,0.5945
3J06FGISLU272UJU8S9F5O38AK5K50,0.0007,0.0272,0.1228,0.3615,0.4673,0.5444
3J06FGISMVRO4EVZMT2NFJ1KME95KI,0.0,0.0,0.0258,0.2156,0.4392,0.4392
3J567DP9LLBDQUW0322ZJ0FWFWZFPB,0.0,0.0019,0.1119,0.2218,0.304,0.5156
3J5HEGTZRLQ9SE8SW9LZS2A15OXGGI,0.0,0.0,0.0739,0.2474,0.2928,0.3748
3JCELWMC4PY7J05E7LXQXNDWO6Y3V4,0.0,0.0189,0.0741,0.124,0.1871,0.4548
3JG2O8WUZH7UTHWSYCP6CNBWVH79WZ,0.0,0.0139,0.0729,0.1427,0.191,0.2114
3JGBBKK855Q5HY1J6RVO56S97I9J0I,0.0,0.0023,0.0152,0.4261,0.5458,0.5458
3JGLGV9D6KL86TQHYYZCMI0V13JD5Y,0.0,0.0101,0.0606,0.163,0.2296,0.2296
3JT4BYK2Y4IL1Z22PAHP7P5PI0U2WH,0.0,0.0,0.0,0.0949,0.1931,0.1931
3K0G5SYN9K0M6D335K10A1FE8RM8MU,0.0,0.0946,0.2355,0.5515,0.7237,0.8574
3K0G5SYNALYS7SB8UL3I5RQZNM3M85,0.0,0.0709,0.2063,0.4312,0.474,0.5035
3K0T7FOBIJOUXM7ZLBPJYBSGQYWM14,0.0,0.0314,0.166,0.2422,0.5538,0.5538
3K27O5FVBZ6Y1U1OKHZVRLOYVIWW5C,0.0,0.0,0.0254,0.1844,0.5504,0.663
3K3X4GGOSLN6JKEE0NBXYD5PSA6MC7,0.0,0.0026,0.0641,0.3941,0.8248,0.8248
3K3X4GGOSLN6JKEE0NBXYD5PV12MCO,0.0,0.0,0.0414,0.415,0.8097,0.8097
3K3X4GGOSLN9WHITSDB41LMDI6SMCK,0.0285,0.0975,0.1347,0.1981,0.2862,0.2862
3K9T2ON9ZE5ORLPELXZMHUO84LJMTT,0.0,0.0,0.0252,0.17,0.2654,0.2654
3KNJI1FZ8L912486RAFQQV3ZEP6NQU,0.0083,0.1009,0.3025,0.4074,0.4642,0.4642
3L4EWVFWCZFLPLXQZ7MWBK7MU2X9OK,0.0,0.0,0.0,0.1802,0.2336,0.2336
3L8V324VIV0JU2BOPG7PUH68F6NF91,0.0,0.0,0.0223,0.0943,0.1294,0.1294
3L8V324VIVQEQ524CR2N49U2T8GF9N,0.0104,0.0786,0.1805,0.2892,0.3645,0.3645
3LBF4GRVWQC3B97WPKKEJO5WDODDDG,0.0,0.0,0.0,0.1294,0.242,0.242
3LBF4GRVWQSB1V8AOKNI47EZJYMDDE,0.0546,0.1662,0.2693,0.5336,0.6506,0.7399
3LCM1J6T1CTW3PUN949YD9G6A99CYC,0.0,0.0,0.0557,0.1695,0.1965,0.1965
3LE9INWSFWFC7U06C7E8H83VJHH0ML,0.0,0.0,0.0,0.0627,0.1634,0.1634
3LJE53CC7VYWE1O3MIQ180XM33HESQ,0.0,0.0,0.0422,0.127,0.2359,0.2405
3LLXQSS3GH7EI0TIBFCZBVHJUIM2FF,0.0,0.0315,0.1044,0.3218,0.357,0.357
3LLXQSS3GH7EI0TIBFCZBVHJURL2FW,0.0,0.0364,0.1044,0.3213,0.3529,0.3529
3LV0310AAZ0POAIRABRDV0CJ4TWKD9,0.0,0.0278,0.1676,0.3206,0.3505,0.3505
3LV0310AAZ5BVL06B1AU1YGZUNKDKM,0.0167,0.0732,0.1172,0.2476,0.322,0.5722
3LV0310AAZ5BVL06B1AU1YGZUNKDKM_1,0.0542,0.0796,0.1147,0.33,0.5071,0.5768
3LV0310AAZ5BVL06B1AU1YGZUNKDKM_2,0.0448,0.0753,0.1028,0.1835,0.322,0.5722
3LV0310AAZ7UO39UCWLZNYY1B3BDKS,0.0,0.035,0.1507,0.345,0.4169,0.4169
3LV0310AB0FIJI1LDLADGNAZ3BMKDF,0.0039,0.0852,0.2128,0.6763,0.7216,0.7216
3LV0310AB0LE2KPSDVZ5QZ931M3DKU,0.0,0.0,0.0328,0.3574,0.7072,0.7072
3M35MA94IX9MX6PXAQCG5JTOJ1HNO3,0.0,0.1585,0.3209,0.547,0.6563,0.6563
3M6KHLIXGO95W4HFFOS373KMUDHIRT,0.0,0.0,0.0293,0.2382,0.2852,0.3116
3ME56J5KH09H8MTADW07EI1HZMYC6P,0.0,0.0,0.0454,0.1352,0.2153,0.2153
3ME56J5KH0A6OHM7NB7LNJZ2KW86CO,0.0,0.0,0.0556,0.1743,0.2358,0.3596
3MGKBFT74NRL5KAEINTLHYIV1ONSJ5,0.0,0.0,0.0023,0.0857,0.2221,0.2221
3MHMBB6SGFYXPF5WOO57T0Y1YOLKW9,0.0,0.0,0.0253,0.0849,0.107,0.107
3MK14RC5NS9WDGLCZVLGWCZQJ24T6G,0.0,0.0,0.0487,0.1502,0.2854,0.3939
3MK14RC5NS9WDGLCZVLGWCZQJ2BT6N,0.0,0.0,0.0184,0.15,0.2492,0.3055
3MKP0VNPL180YVBEBVOO0GDECBIJRU,0.0,0.0,0.0328,0.1513,0.2772,0.2772
3MNPSGWWOQV9GBTQIUTZ7HIZXBCPUY,0.0,0.0372,0.1354,0.304,0.3429,0.3429
