imageID,"25% of windows have density equal to or less","50% of windows have density equal to or less","75% of windows have density equal to or less","95% of windows have density equal to or less","98% of windows have density equal to or less","100% of windows have density equal to or less"
34KQN2TBKTGWLIK008X22C5QD2JSAJ,0.0,0.0068,0.0379,0.0707,0.0868,0.0921
34RF8KPUOTU14SPS6MXYXNPWVK1SBB,0.0,0.0,0.0022,0.1348,0.148,0.1746
34RF8KPUOTU14SPS6MXYXNPWVK1SBB_1,0.0,0.001,0.0587,0.1428,0.1746,0.1746
34RF8KPUOTU14SPS6MXYXNPWVK1SBB_2,0.0,0.0,0.0595,0.1428,0.1504,0.1746
34RF8KPUOTU14SPS6MXYXNPWVK7SBH,0.0,0.0053,0.0291,0.0818,0.0935,0.0935
34YKDDZP3UMABNHOK8ECJ4FCOZJWHB,0.2734,0.3334,0.4654,0.4654,0.4654,0.4654
3568B45QGKRG3Y1LZDHA1JA6BSCO3E,0.0337,0.063,0.068,0.0684,0.0684,0.0684
3589VT1T2BGMXIVHZGNGS492OQIJN8,0.0,0.0012,0.0801,0.1121,0.1121,0.1121
35DAEVU8JHJ10FFZ10EN4CRDQ8F870,0.0065,0.0244,0.0966,0.1284,0.1284,0.1284
35GRDJC92I6VOWRC3MF6JHNHWWLC7I,0.0,0.0,0.0275,0.164,0.1857,0.2142
35HIM1LU2HRMGPBVQO0P66HG1MBI5I,0.0353,0.0937,0.1761,0.3098,0.3098,0.3098
35QUA2ABY634ZYN782PTB2BL5I8EGJ,0.0208,0.0907,0.0987,0.0987,0.0987,0.0987
35QUA2ABZ7MBAB0HZGYJHQ28USWGE7,0.0,0.0101,0.0858,0.138,0.138,0.138
361LJMRMCQ5CDYJ025B6700NV8CUR4,0.0196,0.068,0.1256,0.1256,0.1256,0.1256
369VX4MEOJAKM0DV8XRK62EAJWKGI1,0.0,0.0216,0.0629,0.2073,0.2073,0.2073
36ARV8EEH67U95XPYN59VTZKFJ2VA1,0.0,0.0146,0.0412,0.1422,0.1422,0.1422
36FIWAXJH5YZ4NF13JA9L63DO7Z3AS,0.1465,0.1709,0.3125,0.394,0.394,0.394
36HGGQAXL6KTNEA2DMTHLEEUZ4CVBW,0.0746,0.0979,0.3079,0.4234,0.4234,0.4234
36HGGQAXL6L87J29O35QD9YQWSFBVG,0,0,0,0,0,0
36IAL8HYOXSPP9QYVLXZPMFW48E4R6,0.0,0.0718,0.1063,0.1063,0.1063,0.1063
36MWL0IRGCO0L6PQ7W22BBNT0ICOHL,0.0768,0.1289,0.1788,0.1788,0.1788,0.1788
36QDS77QN9NG5USZQM0XMAC2L97HFT,0.0135,0.1867,0.2302,0.2811,0.2811,0.2811
36QDS77QN9Y3AP81GU3ZJ983H37HFJ,0,0,0,0,0,0
36R3RQSDPTXRSZ6X7FR6HZHDYAF078,0.0,0.0001,0.0406,0.0532,0.0532,0.0532
375FCEJV4GX4B1VR293XJCDD0I7CCJ,0.0734,0.1765,0.2166,0.334,0.334,0.334
375MF9UHMRPR2XWE6NL8JC3TL1HSX9,0.0161,0.0456,0.0548,0.0548,0.0548,0.0548
37672WDDC2JA93V4O46FCCJ2VAJNM9,0.0,0.0365,0.06,0.06,0.06,0.06
378UBY8FQ61LFCJMHZWZTRZI59A8TB,0.0902,0.1057,0.352,0.4926,0.4926,0.4926
378UBY8FR7AABMKBM232FCEFT60T8E,0.0466,0.1073,0.2435,0.3027,0.3027,0.3027
379R4POZ46ZM5D7FMP5TH9FBQ7PRXR,0.0059,0.0076,0.0261,0.0465,0.0465,0.0465
37CCG24EIZSNBY0O0RYFBPCKLTQZRW,0.0,0.0015,0.0113,0.0296,0.0479,0.0479
37CCG24EIZSNBY0O0RYFBPCKLTQZRW_1,0.0002,0.0041,0.0142,0.0409,0.0409,0.0409
37CCG24EIZSNBY0O0RYFBPCKLTQZRW_2,0.0002,0.0023,0.0113,0.045,0.045,0.045
37FXVUXR5NUGX6LAN3N06Z6PNZ6EWN,0.0048,0.0117,0.0273,0.1225,0.1225,0.1225
37NNZ8MO7S6VRHEMSEGUVBLX898EQM,0.0,0.0053,0.0207,0.2123,0.2372,0.2372
37QHTW84X0Z4WRFH6C4VHQ7JNTDJDT,0.0052,0.0244,0.1001,0.1054,0.1054,0.1054
37ZHE2JT1D250TKIB56TICN73UM88S,0.0514,0.0586,0.1254,0.1254,0.1254,0.1254
37ZHE2JT1D250TKIB56TICN73UQ88W,0,0,0,0,0,0
37ZUGP9H9BONPT0XCKXE3200JPH817,0.0391,0.0421,0.1303,0.1303,0.1303,0.1303
37ZUGP9H9BONPT0XCKXE3201JQL81F,0.0,0.0,0.0854,0.0914,0.0914,0.0914
38464Y8J3VK9Y56OSLPV9KDIFIGV4J,0,0,0,0,0,0
389X50RO4VDYCDHURIYQ7760LL5343,0.0193,0.0267,0.0952,0.0952,0.0952,0.0952
38DNTK7MFN2OC2PZPWU81IIJXME01H,0.0,0.0141,0.0618,0.0998,0.1281,0.1281
38DNTK7MFN34LCW85JTSAD2CXFQ01S,0.0328,0.0632,0.1181,0.1904,0.1904,0.1904
38DNTK7MFN3UAZX8DF8S385AB3E10K,0.0123,0.053,0.1253,0.2879,0.298,0.298
38FWZZ3ILTDK8ICQRL4PWREV0HIYN7,0.0086,0.048,0.1015,0.1321,0.1321,0.1321
38GRQLZZQQCOARQX7FK2NWOBS4K0CN,0.0,0.0,0.0,0.0461,0.0696,0.1616
38IOEK81UIQHG7BFV93TAAEQ3W496W,0,0,0,0,0,0
38LYNH3Q4ODLGFNEHSAP2J87XNZMGY,0,0,0,0,0,0
38LYNH3Q5PUFYTLC9WG1VAJL0LTGM5,0.0512,0.095,0.1726,0.1936,0.1936,0.1936
38MNOT6KWIG21RX6PKH1YJB8VKDT05,0.0,0.0,0.0,0.1117,0.1117,0.1117
38MNOT6KWIG21RX6PKH1YJB8VKDT05_1,0.004,0.0686,0.1328,0.1328,0.1328,0.1328
38MNOT6KWIG21RX6PKH1YJB8VKDT05_2,0.0,0.0,0.0801,0.1638,0.1638,0.1638
38NH2CI7ROPJ1MAJ3F139HJ5CPPVU5,0.0163,0.1213,0.1266,0.1266,0.1266,0.1266
38NH2CI7SPCMWUJ4T62C2GD654VVUY,0.0087,0.0176,0.0469,0.0987,0.1444,0.1444
38VQ1AW9T5WCGLEK2ZAP9I6I4O826I,0,0,0,0,0,0
390EOHYPK4Q05K2TRHZ1W9N0LW8X3W,0.0,0.0406,0.0474,0.0561,0.0561,0.0561
39393HGTI5QMIY6JHIT1M5IIGWJEOF,0.1676,0.3156,0.3687,0.3687,0.3687,0.3687
394TEHR260P29GUZO0UUQSDZ63O65J,0.0039,0.0177,0.0276,0.0276,0.0276,0.0276
39PLFW4P2L2RPNN40J9QB1XCZ2O4HT,0.0364,0.0833,0.1053,0.2155,0.2675,0.2675
39UNKKTVDF8Y9H8JFO9U930XMBHYGJ,0.0,0.0,0.0,0.0133,0.0188,0.0188
39UNKKTVDFFX9VEX2EW7RYBUQ2JGYD,0.0143,0.1002,0.1441,0.1441,0.1441,0.1441
39VNNFFKK59EW3XI1HP5P046ZAXXVP,0.0,0.0024,0.0227,0.126,0.126,0.126
39Y8ZSVZWWM1XMK47AFGQNZOPQQVZE,0.0453,0.0495,0.1322,0.1322,0.1322,0.1322
39Y8ZSVZXXM4Z9DMIL8I9OJZBK9VZ6,0.0345,0.1632,0.1912,0.1912,0.1912,0.1912
3AA189Q6B51983MEFLORU493K7KMWE,0.0172,0.0179,0.0757,0.1345,0.1345,0.1345
3AA189Q6B52Z6L7EV3NS06BHCKRWMY,0.0127,0.0772,0.2262,0.2313,0.2313,0.2313
3AA189Q6C6N6C9XRHK508ZBLMH8WM3,0.0,0.0075,0.0499,0.2031,0.2031,0.2031
3AA189Q6C6TLNJILLV2LOGYDJT7MWV,0.0,0.0593,0.0888,0.2832,0.2832,0.2832
3AJ89545NQHYX91N7X3ADUYHKVTBEA,0,0,0,0,0,0
3AJ89545NQRFJUS6JU65GFBBEJ7BEW,0.0,0.024,0.0982,0.1456,0.1456,0.1456
3AMAQJSW8I20H10ADEKNBNOAVRROI5,0.0542,0.0618,0.1155,0.1155,0.1155,0.1155
3B9PUZPHFHW5PZT5Q7OV88NG9W6JA5,0.0052,0.0305,0.1196,0.1364,0.1364,0.1364
3BGEFHL0JHEL8I3UU0A0G1OJRYOJBS,0.0532,0.1235,0.1984,0.2522,0.2522,0.2522
3BHOG8KFNLAK9AB1ZQLEP6Q0T3RR81,0,0,0,0,0,0
3BK5FW2G6MZ18ENS8D29GOXE9AHRCA,0.0283,0.0286,0.0694,0.12,0.12,0.12
3BRG9Q58M1LAH7AQ01RWX47CRWFYQ2,0.0208,0.142,0.1657,0.1657,0.1657,0.1657
3BZN229KV5TWHZF32GLR8LCC1TX6DS,0.0368,0.0487,0.0582,0.0582,0.0582,0.0582
3C2UN3Y7UJLGZT23JF159R7GHEFMFI,0.0952,0.2256,0.2887,0.2887,0.2887,0.2887
3CF7EZI55RWEYNZ9U956QWWUG93IL2,0.0256,0.0586,0.123,0.1573,0.1573,0.1573
3CP9VRCFS74RV9VXRUIMMBYWTQDUEZ,0.0262,0.0744,0.1097,0.1097,0.1097,0.1097
3CTCX9NXB5M1LSUM0XPXZV8QE2WLJA,0.0918,0.252,0.2857,0.2975,0.2975,0.2975
3CTCX9NXC67QIV0KKFDEFSMCFTJJLN,0.1603,0.1742,0.26,0.26,0.26,0.26
3CVHT3IKUYKSX9WRAWTF52715RU0R4,0,0,0,0,0,0
3CYDGW98NMPSZAAQ0W8MOBJZSSBOM6,0.0627,0.1165,0.161,0.1774,0.1774,0.1774
3D00S7P7YG22I1NWJE5APKC40DIEZA,0.0197,0.034,0.067,0.0958,0.0958,0.0958
3D3KZYB02J3NX4IAX3WJJNSJTAYV8O,0,0,0,0,0,0
3D3KZYB03KLUXQ4AWC4FKH86OYE8VD,0.0067,0.0831,0.1089,0.1089,0.1089,0.1089
3D3X1L1OBIRB9XRZKHJ79UYYYTK1VU,0.0,0.0881,0.1253,0.1859,0.2029,0.2029
3D3X1L1OBIRB9XRZKHJ79UYYYTK1VU_1,0,0,0,0,0,0
3D3X1L1OBIRB9XRZKHJ79UYYYTK1VU_2,0.0,0.0946,0.1448,0.2031,0.2031,0.2031
3D7N1211O74L32LV8ZFDVQWGH61MAZ,0.0,0.1009,0.146,0.2318,0.2318,0.2318
3D7N1211P8PBU1MJEXLJFBT15KWAMH,0.0034,0.0294,0.097,0.1157,0.1157,0.1157
3D8B00U52IVJZWECZOBXRVFXL2U83O,0.1032,0.1397,0.169,0.169,0.169,0.169
3D8B00U52IVJZWECZOBXRVFYHAV833,0.0,0.0,0.0359,0.1585,0.1585,0.1585
3DBJK6OC3AF4JLMP40JUKZIT4XNYF3,0.0518,0.1025,0.2387,0.518,0.518,0.518
3DCXWU0MSDB2RCYGDPZ82R371ZGTVX,0.0112,0.0719,0.0763,0.2152,0.2152,0.2152
3DECMKXKT815JCLN1RI1KKDJDFAMBB,0.086,0.2182,0.2627,0.3034,0.3034,0.3034
3DHOXWJRSC3OAPE5AL86OV64DJCT3O,0.0466,0.1073,0.2435,0.3026,0.3026,0.3026
3DPZKFEUURUGTQUQB4SOUUG5ZFPI4V,0.0318,0.0834,0.2845,0.2845,0.2845,0.2845
3DPZKFEUVSIPT2ERNEAT4GS1UAKI44,0,0,0,0,0,0
3DXFGU9SKN7P79WJOTN6EK4MLG3EXS,0.0166,0.0371,0.1086,0.1906,0.1906,0.1906
3DXFGU9SKNVTS8DGXQ8KL6UJIRCXE8,0.0,0.0383,0.1099,0.395,0.395,0.395
3DXFGU9SLODY46WA7XIQCVBUTMKEXQ,0.1574,0.2308,0.2416,0.2416,0.2416,0.2416
3E9JM64F23SDM8DQUQW3OKIR1A0NP8,0.0669,0.1104,0.1456,0.1456,0.1456,0.1456
3EGCY5R6XYZQLTGPWNN8D6V7K3JYA2,0.1927,0.2069,0.2103,0.2103,0.2103,0.2103
3EJ1F91ANSU6O8N3S3NGZ4GVCA2IZW,0.0542,0.11,0.1334,0.1334,0.1334,0.1334
3EOZAW7619J5YKCNUIDNV84T8098HV,0.0824,0.1774,0.2395,0.2395,0.2395,0.2395
3EOZAW762AHX3MFSNYKKE4EQ4INH8Q,0.0096,0.0191,0.2079,0.3794,0.4326,0.4326
3ERG9KP7KAETHL286FNRQ00RYLWCHM,0.0038,0.0923,0.1007,0.1495,0.1495,0.1495
3EULM6QNGEDGI0DDZ62WA3R8YV4JXB,0.0,0.0073,0.0327,0.0549,0.0549,0.0549
3EX6YJ62T6GKTDIQJCCYD4JMD62ZJG,0.0,0.0701,0.1072,0.1188,0.1188,0.1188
3EXC7SWSR38EV80UNYXZTOBA3ESHT8,0,0,0,0,0,0
3F0Z1FPMUNUP6TOTMH2XGS6T5GJLYU,0.0454,0.0708,0.0841,0.0841,0.0841,0.0841
3F0Z1FPMUNWB7D1EFV5M6IVBAHELYR,0.0208,0.086,0.098,0.2479,0.2479,0.2479
3F12ASV6AWHSTTB7IFZKMVGLLVZM46,0,0,0,0,0,0
3F2SNR5B8MKSI92Q9DG0FV11BKO0HL,0.0042,0.0206,0.0242,0.0621,0.0621,0.0621
3FKD865UZQBJZ4661LLBINGEMFPMUJ,0.0061,0.0292,0.2273,0.3246,0.3246,0.3246
3FKD865UZQBJZ4661LLBINGENHPMUO,0.0068,0.148,0.153,0.2643,0.2643,0.2643
3FKD865UZQG0HB1FDHAJVT0FL3FMUG,0,0,0,0,0,0
3FOA7RUSUPLLDDXZNITMB1EHL6FPGL,0.1059,0.147,0.2777,0.2777,0.2777,0.2777
3FQJF6D1R1SUSJ130G368H5I02G92S,0.0146,0.0671,0.1035,0.1159,0.1159,0.1159
3FQJF6D1S2STVEIP11IICRPWDI892M,0.0606,0.1105,0.1415,0.1415,0.1415,0.1415
3G2I6FODBC43UCDM72LBPP8Z9I0L60,0.0091,0.0272,0.0876,0.0876,0.0876,0.0876
3GAR7VLBJNDRH4HH5ZWWCFRBGXZ4Y9,0.1602,0.1855,0.2891,0.2977,0.2977,0.2977
3GAR7VLBJNEKQVA3XEJQ66MZFEXY4T,0.0,0.0028,0.0867,0.2172,0.2449,0.2449
3GBCJUK5C2GRHG97MHYVG9NBQMOPK9,0.0204,0.1124,0.1427,0.1427,0.1427,0.1427
3GBCJUK5C2NMDEDWS686X6QI2G8KP3,0,0,0,0,0,0
3GC8IVJ10EOCB71QWZ4YFX98VOS9NN,0.0358,0.0638,0.1981,0.3337,0.3337,0.3337
3GRRK9BQWRDBESRD36S5634M392PD9,0.0282,0.0342,0.0546,0.0546,0.0546,0.0546
3GRRK9BQWRPD54OGKFA4YQ8537VPDJ,0.0184,0.0407,0.1008,0.1069,0.1069,0.1069
3GZMSD8U5X9MRGKQIZ546O8UKB695Q,0.0013,0.0703,0.1601,0.4189,0.4189,0.4189
3GZMSD8U5X9MRGKQIZ546O8UKC795T,0.015,0.0889,0.1481,0.3194,0.3194,0.3194
3GZMSD8U6Y8M82W4VRHXFG1G1IS95R,0,0,0,0,0,0
3H41Q6XMRNJ731MM548PSMBGOYMG2I,0.0,0.0314,0.1149,0.2303,0.2303,0.2303
3H41Q6XMRNUCK2PCFPR6Y35LJFT2GW,0.0049,0.0147,0.0247,0.0283,0.0283,0.0283
3H5CSD5832HNKRNN8SDJ6TWED17E80,0.1364,0.1857,0.2268,0.3493,0.3493,0.3493
3H5CSD5832HNKRNN8SDJ6TWL583E8G,0.0,0.0118,0.0566,0.1122,0.1122,0.1122
3HBZ8AD97D3GZ7VEBIN9M1728BDNN9,0.0249,0.0324,0.0522,0.057,0.057,0.057
3HBZ8AD97D3GZ7VEBIN9M18U9EHNN5,0.0157,0.0462,0.0664,0.1327,0.1475,0.1475
3HL3WX653BXN6QCFW6M6ATC7KPGPQT,0.0677,0.1106,0.1528,0.3037,0.3037,0.3037
3HQI26VRPRS5H4RSBPY2KOCMRQ13R0,0.0058,0.0368,0.0717,0.1026,0.1026,0.1026
3HVLA9UQN4GKVQOHDHMDH1A7KETU66,0.0,0.0603,0.158,0.2026,0.2026,0.2026
3HYDIS22CWMMEZBE3G64NG7ZMZON5V,0.0087,0.0999,0.1044,0.1044,0.1044,0.1044
3HYDIS22DXJRRCQBI3AE9ELUHK15NC,0.0119,0.06,0.0648,0.0648,0.0648,0.0648
3I21NMEA63DY0BA82BXKKSLPMBYSHT,0.0104,0.0456,0.0646,0.2842,0.2842,0.2842
3I21NMEA63DY0BA82BXKKSLPMBYSHT_1,0.0188,0.0607,0.089,0.2822,0.2822,0.2822
3I21NMEA63DY0BA82BXKKSLPMBYSHT_2,0.0045,0.0474,0.0607,0.2842,0.2842,0.2842
3I3RVCR3FK2XEB4GMX9G7IJ2RLH6XI,0.0019,0.0125,0.1033,0.1164,0.1164,0.1164
3I5ZXD44IULX7AZS354F5V5W46GJCA,0.0028,0.0139,0.0396,0.0886,0.0886,0.0886
3I5ZXD44JV69M8DWVE4I5ER80XVCJX,0.0016,0.0154,0.0842,0.1167,0.1173,0.1173
3I5ZXD44JV69M8DWVE4I5ER80XVCJX_1,0.0082,0.0588,0.1056,0.1117,0.1117,0.1117
3I5ZXD44JV69M8DWVE4I5ER80XVCJX_2,0.003,0.0154,0.1021,0.1167,0.1167,0.1167
3I5ZXD44JVHG9J4AOHWFS96B5XBJCP,0.0,0.0177,0.1134,0.1501,0.1501,0.1501
3ID43DSF5JBJ2SZGW2H8HR9RGRT5G5,0.0,0.0,0.0314,0.0782,0.0782,0.0782
3IE95L92ROOBGIB0W5PPNWUUL5E7M3,0,0,0,0,0,0
3IOQH27Z2E4FFLJVR8TNNB4HIMC1IN,0.0748,0.09,0.098,0.098,0.098,0.098
3IR329NZ7YGB0BGT612CO4BTUIW2K0,0.0,0.0,0.0516,0.1204,0.1607,0.2085
3IRUE3ZCDH3J5468JOOGJ1Y2ZWZIC5,0.02,0.1035,0.2228,0.2553,0.2553,0.2553
3IXQCB6XI8S61DI53P5ICGI2I9BTIR,0.1885,0.2283,0.2701,0.2701,0.2701,0.2701
3J06FGISLU272UJU8S9F5O38AK5K50,0.0,0.0289,0.1008,0.2541,0.2541,0.2541
3J06FGISMVRO4EVZMT2NFJ1KME95KI,0.0117,0.109,0.114,0.114,0.114,0.114
3J567DP9LLBDQUW0322ZJ0FWFWZFPB,0.0334,0.0802,0.1199,0.1589,0.1589,0.1589
3J5HEGTZRLQ9SE8SW9LZS2A15OXGGI,0.0,0.0,0.0726,0.0748,0.0748,0.0748
3JCELWMC4PY7J05E7LXQXNDWO6Y3V4,0.0,0.0446,0.0793,0.1306,0.1338,0.1338
3JG2O8WUZH7UTHWSYCP6CNBWVH79WZ,0.0069,0.0428,0.1138,0.1401,0.1401,0.1401
3JGBBKK855Q5HY1J6RVO56S97I9J0I,0.0542,0.1218,0.1283,0.1283,0.1283,0.1283
3JGLGV9D6KL86TQHYYZCMI0V13JD5Y,0.0043,0.04,0.0578,0.106,0.106,0.106
3JT4BYK2Y4IL1Z22PAHP7P5PI0U2WH,0,0,0,0,0,0
3K0G5SYN9K0M6D335K10A1FE8RM8MU,0.0553,0.1607,0.222,0.5886,0.5886,0.5886
3K0G5SYNALYS7SB8UL3I5RQZNM3M85,0.0598,0.1408,0.1869,0.3104,0.3104,0.3104
3K0T7FOBIJOUXM7ZLBPJYBSGQYWM14,0.0215,0.0813,0.1598,0.249,0.249,0.249
3K27O5FVBZ6Y1U1OKHZVRLOYVIWW5C,0.0126,0.0204,0.0576,0.2165,0.2165,0.2165
3K3X4GGOSLN6JKEE0NBXYD5PSA6MC7,0.0615,0.1482,0.1528,0.1528,0.1528,0.1528
3K3X4GGOSLN6JKEE0NBXYD5PV12MCO,0,0,0,0,0,0
3K3X4GGOSLN9WHITSDB41LMDI6SMCK,0.0404,0.1156,0.1948,0.1948,0.1948,0.1948
3K9T2ON9ZE5ORLPELXZMHUO84LJMTT,0,0,0,0,0,0
3KNJI1FZ8L912486RAFQQV3ZEP6NQU,0.1327,0.2186,0.2739,0.2739,0.2739,0.2739
3L4EWVFWCZFLPLXQZ7MWBK7MU2X9OK,0,0,0,0,0,0
3L8V324VIV0JU2BOPG7PUH68F6NF91,0.0,0.0073,0.0381,0.0397,0.0397,0.0397
3L8V324VIVQEQ524CR2N49U2T8GF9N,0.144,0.1668,0.2225,0.2225,0.2225,0.2225
3LBF4GRVWQC3B97WPKKEJO5WDODDDG,0.0,0.0153,0.0156,0.091,0.091,0.091
3LBF4GRVWQSB1V8AOKNI47EZJYMDDE,0.0847,0.2126,0.3747,0.4593,0.4593,0.4593
3LCM1J6T1CTW3PUN949YD9G6A99CYC,0.0052,0.0471,0.0748,0.0748,0.0748,0.0748
3LE9INWSFWFC7U06C7E8H83VJHH0ML,0.0,0.0089,0.037,0.037,0.037,0.037
3LJE53CC7VYWE1O3MIQ180XM33HESQ,0.0,0.0159,0.02,0.0727,0.0727,0.0727
3LLXQSS3GH7EI0TIBFCZBVHJUIM2FF,0.0151,0.0804,0.0834,0.0834,0.0834,0.0834
3LLXQSS3GH7EI0TIBFCZBVHJURL2FW,0.0148,0.075,0.0845,0.0845,0.0845,0.0845
3LV0310AAZ0POAIRABRDV0CJ4TWKD9,0.0466,0.0943,0.1278,0.2164,0.2164,0.2164
3LV0310AAZ5BVL06B1AU1YGZUNKDKM,0.0,0.0193,0.1346,0.2217,0.2515,0.2722
3LV0310AAZ5BVL06B1AU1YGZUNKDKM_1,0.0,0.0451,0.1548,0.2241,0.2241,0.2241
3LV0310AAZ5BVL06B1AU1YGZUNKDKM_2,0.0,0.0135,0.1346,0.2113,0.2217,0.2217
3LV0310AAZ7UO39UCWLZNYY1B3BDKS,0.0566,0.1149,0.1734,0.1734,0.1734,0.1734
3LV0310AB0FIJI1LDLADGNAZ3BMKDF,0.1018,0.2161,0.2586,0.2586,0.2586,0.2586
3LV0310AB0LE2KPSDVZ5QZ931M3DKU,0.0008,0.0336,0.0853,0.1912,0.1912,0.1912
3M35MA94IX9MX6PXAQCG5JTOJ1HNO3,0.2696,0.3123,0.3921,0.3921,0.3921,0.3921
3M6KHLIXGO95W4HFFOS373KMUDHIRT,0.0068,0.033,0.0742,0.0912,0.0912,0.0912
3ME56J5KH09H8MTADW07EI1HZMYC6P,0.0068,0.0163,0.0449,0.0598,0.0598,0.0598
3ME56J5KH0A6OHM7NB7LNJZ2KW86CO,0.0049,0.0286,0.0722,0.0747,0.0747,0.0747
3MGKBFT74NRL5KAEINTLHYIV1ONSJ5,0.0022,0.0301,0.0339,0.0339,0.0339,0.0339
3MHMBB6SGFYXPF5WOO57T0Y1YOLKW9,0,0,0,0,0,0
3MK14RC5NS9WDGLCZVLGWCZQJ24T6G,0.0,0.0112,0.0381,0.1156,0.1385,0.1385
3MK14RC5NS9WDGLCZVLGWCZQJ2BT6N,0.001,0.0148,0.023,0.1448,0.1448,0.1448
3MKP0VNPL180YVBEBVOO0GDECBIJRU,0,0,0,0,0,0
3MNPSGWWOQV9GBTQIUTZ7HIZXBCPUY,0.1012,0.1036,0.156,0.156,0.156,0.156
3MNYFQMXON9G1T2C2HOQSK4JSIPY01,0.0,0.0228,0.0476,0.09,0.09,0.09
3MQJWSYXNGSYPF0J90X7JRB4GS9O5U,0,0,0,0,0,0
3MQJWSYXOHGDXJ3GAF96UH2KF625OC,0,0,0,0,0,0
3MXFP9RGE565H89AY0KXMF94YTQB2U,0,0,0,0,0,0
3MXFP9RGE565SQ20JA2GC60T4U4B22,0.0,0.0,0.0275,0.164,0.1857,0.2144
3N9FD9XF48K5Z4R4YKZ4XC3B2YYEVL,0.0,0.0065,0.0344,0.0452,0.0452,0.0452
