imageID,"25% of windows have density equal to or less","50% of windows have density equal to or less","75% of windows have density equal to or less","95% of windows have density equal to or less","98% of windows have density equal to or less","100% of windows have density equal to or less"
306OACM7G04QOX49OC3VEMIMU7KA8L,0.0,0.0319,0.1262,0.2269,0.257,0.2703
30E2X49V611K26Z0IIHLB47CQY53NF,0.0,0.0,0.1092,0.1824,0.1824,0.1824
30E2X49V611K26Z0IIHLB47CQY63NG,0.0,0.0248,0.0537,0.1979,0.2278,0.2278
30GUUI0R316PRKEN69AJEXY15MMBCT,0.0,0.006,0.1081,0.3264,0.3269,0.3765
319N3DB42B6LKGW48RIT1IUY6MJEPG,0.0,0.0,0.0947,0.2653,0.2822,0.2975
31H4HIBP9AWNGDF6JZY7J01Z8LG5HP,0.0884,0.1308,0.221,0.2977,0.3141,0.3141
31QBDMKNDPO96CGOU6OI3UH1N96L85,0.0,0.0121,0.0504,0.0925,0.0925,0.0925
31QOF9ABLNAV27TO4PXO0GLATWO1L1,0.0254,0.1427,0.2276,0.2963,0.334,0.3664
31R9JPCYP6DVE0AQVNO2QFRENFMWRA,0.0,0.0876,0.2125,0.4713,0.4799,0.5026
31TTIPZ8XM69HILWQZWMCQMN1KS3GE,0.0,0.0,0.0686,0.1838,0.2014,0.207
31ZZN31VRB1J1I6XNAS9X9DBA59QRV,0.0,0.0,0.0538,0.2097,0.3307,0.4166
3203J2GC2PK4HSXGZ2GG107218V84Q,0.0481,0.0625,0.1434,0.2165,0.2235,0.2235
3203J2GC2PK4HSXGZ2GG1073Z7V84O,0.0169,0.0639,0.1545,0.3997,0.4365,0.4615
3203J2GC2PK4HSXGZ2GG1074VAS84P,0.0,0.0,0.0,0.1302,0.1895,0.2153
320GLP60AN5TS9K5PU8IGRVPKUZ14P,0.0204,0.0718,0.115,0.1911,0.1979,0.2457
320GLP60AN6FM9FGZXIOL5AG38941T,0.1698,0.2625,0.4752,0.544,0.5557,0.5753
323KIQYDLQ7S9UIT4NE6QLFONB14CB,0.0,0.0,0.0275,0.165,0.2024,0.2217
3244QHISJ1ITNE98CFK36E7RG91L0N,0.0,0.0144,0.0314,0.1311,0.1777,0.1777
3244QHISK2XKVEPCAXDY38M44I9L04,0.0,0.0,0.0602,0.1176,0.1566,0.1832
329GGY5YRI5WHTWS4FZ9QWPAMFRT4W,0.0,0.0105,0.0585,0.1683,0.2031,0.2031
32GVUSPLEYOYH9SP841K39EVOUOK3Z,0.0,0.0763,0.1858,0.2698,0.2736,0.275
32GVUSPLFZ61Q5EOZV799O813X5K3C,0.0,0.0,0.05,0.2526,0.3419,0.3978
32JEHGQ0QIPYH7JPSF8OLMHJ8AAU81,0.0,0.0,0.0039,0.1886,0.23,0.32
32JRJ3GOYGFHSVM6IWA88RJNYD8U1D,0.0521,0.1326,0.2382,0.3341,0.36,0.4468
32SOQFN7RN4Q5SNOXDF8KS0W4TRIPM,0.0268,0.0555,0.0957,0.2376,0.2617,0.2617
32WAV7G60PNC75TK9C1M3A29EH0D36,0.0,0.0,0.0534,0.1857,0.2236,0.3165
32WAV7G6ZOBEE25MHO1EVKD7PUBD3N,0.0,0.0298,0.0625,0.2003,0.2258,0.3277
330XZFCZ7R2IEZH3T3I3O6ANM0DXTM,0.0,0.0,0.0,0.0813,0.1163,0.1623
330XZFCZ7RB627L6HWI9543W690TXG,0.0,0.0976,0.2165,0.4376,0.4793,0.5116
33EWWXEH81XUPFZ4BLANE2SZQMJ40X,0.0,0.0,0.0222,0.0861,0.1648,0.2286
33FLRCV01N0NF725EJLGLLU8UGYORG,0.0,0.0,0.0237,0.2212,0.24,0.3434
33QM7VBL79CAH7ME53S2DMVHTOZ3QX,0.0425,0.1197,0.1811,0.3043,0.4508,0.5171
33RX46D1RXVH625SCIG7UWSYT80X1J,0.0482,0.1186,0.2338,0.3621,0.3658,0.3675
33XMDKLTFSU7YK1SQJZ2MPHPZ4ZZCZ,0.0,0.0986,0.185,0.2483,0.2612,0.2633
344RGS4J7S874QSQIPH3B5TQWFPMPU,0.0,0.0275,0.0991,0.2152,0.3202,0.3383
34B3PHKY7L0QRWI1JO5S4NCKMT3NE1,0.0,0.0271,0.0625,0.2862,0.3333,0.3333
34KQN2TBKTGWLIK008X22C5QD2JSAJ,0.0,0.0,0.009,0.1224,0.1567,0.2483
34RF8KPUOTU14SPS6MXYXNPWVK1SBB,0.0,0.0,0.0,0.1469,0.1727,0.3196
34RF8KPUOTU14SPS6MXYXNPWVK1SBB_1,0.0,0.0,0.042,0.1752,0.23,0.3196
34RF8KPUOTU14SPS6MXYXNPWVK1SBB_2,0.0,0.0,0.0056,0.156,0.1878,0.3196
34RF8KPUOTU14SPS6MXYXNPWVK7SBH,0.0,0.0,0.0136,0.1269,0.1568,0.3272
34YKDDZP3UMABNHOK8ECJ4FCOZJWHB,0.106,0.2115,0.3705,0.4945,0.5224,0.5397
3568B45QGKRG3Y1LZDHA1JA6BSCO3E,0.0,0.0375,0.0824,0.1254,0.1334,0.1481
3589VT1T2BGMXIVHZGNGS492OQIJN8,0.0,0.0,0.03,0.1693,0.1776,0.1826
35DAEVU8JHJ10FFZ10EN4CRDQ8F870,0.0,0.045,0.0795,0.1125,0.1322,0.1995
35GRDJC92I6VOWRC3MF6JHNHWWLC7I,0.0,0.0,0.0,0.2001,0.3061,0.503
35HIM1LU2HRMGPBVQO0P66HG1MBI5I,0.0,0.0654,0.147,0.3604,0.3755,0.3931
35QUA2ABY634ZYN782PTB2BL5I8EGJ,0.025,0.027,0.0712,0.1511,0.1596,0.1596
35QUA2ABZ7MBAB0HZGYJHQ28USWGE7,0.0,0.0,0.0193,0.2581,0.2851,0.2905
361LJMRMCQ5CDYJ025B6700NV8CUR4,0.0265,0.0956,0.1641,0.3617,0.4945,0.4994
369VX4MEOJAKM0DV8XRK62EAJWKGI1,0.0,0.0,0.0494,0.256,0.3025,0.3264
36ARV8EEH67U95XPYN59VTZKFJ2VA1,0.0,0.0,0.04,0.2076,0.2534,0.2652
36FIWAXJH5YZ4NF13JA9L63DO7Z3AS,0.1037,0.1884,0.34,0.4854,0.5619,0.7061
36HGGQAXL6KTNEA2DMTHLEEUZ4CVBW,0.0339,0.0946,0.2613,0.4491,0.5124,0.7121
36HGGQAXL6L87J29O35QD9YQWSFBVG,0.0,0.0394,0.0731,0.108,0.1188,0.1188
36IAL8HYOXSPP9QYVLXZPMFW48E4R6,0.0,0.0,0.0741,0.214,0.2712,0.2944
36MWL0IRGCO0L6PQ7W22BBNT0ICOHL,0.0566,0.0989,0.2112,0.3153,0.3276,0.3276
36QDS77QN9NG5USZQM0XMAC2L97HFT,0.0,0.0,0.3564,0.5879,0.6135,0.6585
36QDS77QN9Y3AP81GU3ZJ983H37HFJ,0.0,0.011,0.0275,0.159,0.186,0.186
36R3RQSDPTXRSZ6X7FR6HZHDYAF078,0.0,0.0,0.0275,0.0825,0.1514,0.1574
375FCEJV4GX4B1VR293XJCDD0I7CCJ,0.0345,0.1364,0.22,0.4086,0.4628,0.5058
375MF9UHMRPR2XWE6NL8JC3TL1HSX9,0.0,0.0285,0.0712,0.1391,0.1489,0.1489
37672WDDC2JA93V4O46FCCJ2VAJNM9,0.0,0.0,0.0,0.1901,0.2215,0.2215
378UBY8FQ61LFCJMHZWZTRZI59A8TB,0.0325,0.1521,0.3229,0.4966,0.6345,0.6366
378UBY8FR7AABMKBM232FCEFT60T8E,0.0,0.0595,0.2017,0.4254,0.4591,0.4754
379R4POZ46ZM5D7FMP5TH9FBQ7PRXR,0.0,0.0,0.0105,0.1247,0.1787,0.1787
37CCG24EIZSNBY0O0RYFBPCKLTQZRW,0.0,0.0,0.0,0.035,0.0527,0.2327
37CCG24EIZSNBY0O0RYFBPCKLTQZRW_1,0.0,0.0,0.0,0.0357,0.0767,0.2246
37CCG24EIZSNBY0O0RYFBPCKLTQZRW_2,0.0,0.0,0.0,0.0432,0.0527,0.2246
37FXVUXR5NUGX6LAN3N06Z6PNZ6EWN,0.0,0.0,0.0393,0.1754,0.2082,0.3311
37NNZ8MO7S6VRHEMSEGUVBLX898EQM,0.0,0.0,0.03,0.2455,0.3162,0.3771
37QHTW84X0Z4WRFH6C4VHQ7JNTDJDT,0.0,0.0,0.03,0.1713,0.1845,0.193
37ZHE2JT1D250TKIB56TICN73UM88S,0.0004,0.04,0.065,0.1984,0.2255,0.2279
37ZHE2JT1D250TKIB56TICN73UQ88W,0.0464,0.0616,0.1072,0.2623,0.2681,0.2681
37ZUGP9H9BONPT0XCKXE3200JPH817,0.0,0.0295,0.0614,0.2067,0.2256,0.2513
37ZUGP9H9BONPT0XCKXE3201JQL81F,0.0,0.0,0.0,0.1192,0.1688,0.1969
38464Y8J3VK9Y56OSLPV9KDIFIGV4J,0.0,0.0,0.0,0.1581,0.194,0.194
389X50RO4VDYCDHURIYQ7760LL5343,0.0,0.0117,0.0567,0.1923,0.2352,0.2352
38DNTK7MFN2OC2PZPWU81IIJXME01H,0.0,0.0,0.0283,0.1833,0.248,0.364
38DNTK7MFN34LCW85JTSAD2CXFQ01S,0.04,0.095,0.2302,0.2815,0.3059,0.3059
38DNTK7MFN3UAZX8DF8S385AB3E10K,0.0,0.0264,0.1134,0.3317,0.3669,0.4375
38FWZZ3ILTDK8ICQRL4PWREV0HIYN7,0.0,0.0,0.0817,0.2027,0.2808,0.3066
38GRQLZZQQCOARQX7FK2NWOBS4K0CN,0.0,0.0,0.0,0.0531,0.1173,0.2145
38IOEK81UIQHG7BFV93TAAEQ3W496W,0.0,0.0,0.1513,0.2022,0.2182,0.2182
38LYNH3Q4ODLGFNEHSAP2J87XNZMGY,0.0,0.0,0.0267,0.1208,0.1281,0.1281
38LYNH3Q5PUFYTLC9WG1VAJL0LTGM5,0.0175,0.0897,0.1459,0.2999,0.3213,0.4598
38MNOT6KWIG21RX6PKH1YJB8VKDT05,0.0,0.0,0.0,0.0988,0.184,0.2214
38MNOT6KWIG21RX6PKH1YJB8VKDT05_1,0.0,0.0,0.0291,0.2442,0.2562,0.2568
38MNOT6KWIG21RX6PKH1YJB8VKDT05_2,0.0,0.0,0.0,0.2905,0.2954,0.303
38NH2CI7ROPJ1MAJ3F139HJ5CPPVU5,0.0,0.0271,0.0838,0.2911,0.2942,0.3476
38NH2CI7SPCMWUJ4T62C2GD654VVUY,0.0,0.015,0.045,0.129,0.1707,0.2294
38VQ1AW9T5WCGLEK2ZAP9I6I4O826I,0.024,0.0374,0.0761,0.4432,0.5017,0.5017
390EOHYPK4Q05K2TRHZ1W9N0LW8X3W,0.0,0.0,0.028,0.1163,0.1457,0.2158
39393HGTI5QMIY6JHIT1M5IIGWJEOF,0.042,0.2039,0.3147,0.4392,0.4865,0.4971
394TEHR260P29GUZO0UUQSDZ63O65J,0.0,0.0,0.022,0.0683,0.0939,0.0939
39PLFW4P2L2RPNN40J9QB1XCZ2O4HT,0.0,0.0503,0.1378,0.2717,0.3459,0.5821
39UNKKTVDF8Y9H8JFO9U930XMBHYGJ,0.0,0.0,0.0,0.0,0.035,0.035
39UNKKTVDFFX9VEX2EW7RYBUQ2JGYD,0.0,0.0297,0.0982,0.2322,0.2786,0.2786
39VNNFFKK59EW3XI1HP5P046ZAXXVP,0.0,0.0,0.029,0.1916,0.217,0.2332
39Y8ZSVZWWM1XMK47AFGQNZOPQQVZE,0.0,0.0377,0.0985,0.2037,0.2167,0.2498
39Y8ZSVZXXM4Z9DMIL8I9OJZBK9VZ6,0.0,0.0,0.1734,0.4306,0.4399,0.5195
3AA189Q6B51983MEFLORU493K7KMWE,0.0,0.0244,0.0348,0.1716,0.1986,0.2591
3AA189Q6B52Z6L7EV3NS06BHCKRWMY,0.0,0.0,0.0795,0.4123,0.417,0.4238
3AA189Q6C6N6C9XRHK508ZBLMH8WM3,0.0,0.0,0.0263,0.2583,0.32,0.3774
3AA189Q6C6TLNJILLV2LOGYDJT7MWV,0.0,0.0,0.095,0.3381,0.4349,0.4553
3AJ89545NQHYX91N7X3ADUYHKVTBEA,0.025,0.0372,0.1373,0.35,0.4235,0.4235
3AJ89545NQRFJUS6JU65GFBBEJ7BEW,0.0,0.0,0.034,0.2672,0.2851,0.2905
3AMAQJSW8I20H10ADEKNBNOAVRROI5,0.0,0.0187,0.0979,0.1917,0.2152,0.3463
3B9PUZPHFHW5PZT5Q7OV88NG9W6JA5,0.0,0.0,0.026,0.2183,0.2728,0.3126
3BGEFHL0JHEL8I3UU0A0G1OJRYOJBS,0.0,0.0508,0.1623,0.4053,0.4754,0.5924
3BHOG8KFNLAK9AB1ZQLEP6Q0T3RR81,0.045,0.1283,0.2016,0.351,0.3821,0.3821
3BK5FW2G6MZ18ENS8D29GOXE9AHRCA,0.0,0.0191,0.0425,0.2149,0.2295,0.2425
3BRG9Q58M1LAH7AQ01RWX47CRWFYQ2,0.0,0.0308,0.1557,0.3254,0.3291,0.3291
3BZN229KV5TWHZF32GLR8LCC1TX6DS,0.0,0.0537,0.0948,0.15,0.1573,0.1573
3C2UN3Y7UJLGZT23JF159R7GHEFMFI,0.0927,0.1311,0.218,0.3417,0.3684,0.3684
3CF7EZI55RWEYNZ9U956QWWUG93IL2,0.0,0.0196,0.0984,0.2226,0.2428,0.2435
3CP9VRCFS74RV9VXRUIMMBYWTQDUEZ,0.0,0.0475,0.0887,0.2611,0.2832,0.2832
3CTCX9NXB5M1LSUM0XPXZV8QE2WLJA,0.0722,0.1495,0.263,0.6312,0.6488,0.697
3CTCX9NXC67QIV0KKFDEFSMCFTJJLN,0.0589,0.22,0.3492,0.4455,0.4517,0.4517
3CVHT3IKUYKSX9WRAWTF52715RU0R4,0.0,0.0246,0.0769,0.2409,0.3093,0.3093
3CYDGW98NMPSZAAQ0W8MOBJZSSBOM6,0.02,0.0723,0.1797,0.3797,0.3864,0.4096
3D00S7P7YG22I1NWJE5APKC40DIEZA,0.0,0.043,0.0806,0.192,0.1941,0.1941
3D3KZYB02J3NX4IAX3WJJNSJTAYV8O,0.0375,0.1101,0.1249,0.1848,0.186,0.186
3D3KZYB03KLUXQ4AWC4FKH86OYE8VD,0.0,0.0,0.0604,0.2017,0.2078,0.2279
3D3X1L1OBIRB9XRZKHJ79UYYYTK1VU,0.0,0.0,0.1002,0.2742,0.3065,0.3624
3D3X1L1OBIRB9XRZKHJ79UYYYTK1VU_1,0.0,0.0275,0.0755,0.2275,0.3222,0.3222
3D3X1L1OBIRB9XRZKHJ79UYYYTK1VU_2,0.0,0.0,0.0868,0.2693,0.3225,0.3825
3D7N1211O74L32LV8ZFDVQWGH61MAZ,0.0,0.0,0.1651,0.3433,0.3897,0.5857
3D7N1211P8PBU1MJEXLJFBT15KWAMH,0.0,0.0025,0.0645,0.1667,0.2382,0.2979
3D8B00U52IVJZWECZOBXRVFXL2U83O,0.0046,0.0704,0.1698,0.3285,0.3408,0.3715
3D8B00U52IVJZWECZOBXRVFYHAV833,0.0,0.0,0.0,0.1943,0.3348,0.4234
3DBJK6OC3AF4JLMP40JUKZIT4XNYF3,0.0401,0.1206,0.2476,0.416,0.4992,0.5625
3DCXWU0MSDB2RCYGDPZ82R371ZGTVX,0.0,0.0296,0.1625,0.3461,0.3685,0.3685
3DECMKXKT815JCLN1RI1KKDJDFAMBB,0.0,0.1315,0.236,0.4117,0.4538,0.5657
3DHOXWJRSC3OAPE5AL86OV64DJCT3O,0.0,0.0595,0.2017,0.4254,0.4583,0.4754
3DPZKFEUURUGTQUQB4SOUUG5ZFPI4V,0.0,0.0116,0.209,0.335,0.357,0.4021
3DPZKFEUVSIPT2ERNEAT4GS1UAKI44,0.0,0.1348,0.174,0.3769,0.4142,0.4142
3DXFGU9SKN7P79WJOTN6EK4MLG3EXS,0.0008,0.0466,0.1252,0.2107,0.2624,0.2717
3DXFGU9SKNVTS8DGXQ8KL6UJIRCXE8,0.0,0.0,0.0806,0.3416,0.4931,0.5082
3DXFGU9SLODY46WA7XIQCVBUTMKEXQ,0.0,0.0503,0.2413,0.4041,0.4167,0.4331
3E9JM64F23SDM8DQUQW3OKIR1A0NP8,0.0,0.0457,0.1227,0.2377,0.2667,0.2908
3EGCY5R6XYZQLTGPWNN8D6V7K3JYA2,0.0771,0.1631,0.2206,0.3296,0.3333,0.3633
3EJ1F91ANSU6O8N3S3NGZ4GVCA2IZW,0.0,0.0,0.0813,0.3142,0.3196,0.3211
3EOZAW7619J5YKCNUIDNV84T8098HV,0.1047,0.1669,0.2565,0.4299,0.4558,0.4986
