imageID,"25% of windows have density equal to or less","50% of windows have density equal to or less","75% of windows have density equal to or less","95% of windows have density equal to or less","98% of windows have density equal to or less","100% of windows have density equal to or less"
306OACM7G04QOX49OC3VEMIMU7KA8L,0.0185,0.0601,0.1591,0.1591,0.1591,0.1591
30E2X49V611K26Z0IIHLB47CQY53NF,0.0567,0.0567,0.0567,0.0567,0.0567,0.0567
30E2X49V611K26Z0IIHLB47CQY63NG,0.054,0.054,0.054,0.054,0.054,0.054
30GUUI0R316PRKEN69AJEXY15MMBCT,0.0726,0.0726,0.0726,0.083,0.083,0.083
319N3DB42B6LKGW48RIT1IUY6MJEPG,0.0477,0.0704,0.1408,0.1408,0.1408,0.1408
31H4HIBP9AWNGDF6JZY7J01Z8LG5HP,0.1507,0.1507,0.1507,0.1507,0.1507,0.1507
31QBDMKNDPO96CGOU6OI3UH1N96L85,0.0294,0.0294,0.0294,0.0294,0.0294,0.0294
31QOF9ABLNAV27TO4PXO0GLATWO1L1,0.125,0.125,0.125,0.1429,0.1429,0.1429
31R9JPCYP6DVE0AQVNO2QFRENFMWRA,0.007,0.007,0.007,0.3164,0.3164,0.3164
31TTIPZ8XM69HILWQZWMCQMN1KS3GE,0.0,0.0,0.0,0.0902,0.0902,0.0902
31ZZN31VRB1J1I6XNAS9X9DBA59QRV,0.0405,0.043,0.1183,0.1183,0.1183,0.1183
3203J2GC2PK4HSXGZ2GG107218V84Q,0.0984,0.0984,0.0984,0.0984,0.0984,0.0984
3203J2GC2PK4HSXGZ2GG1073Z7V84O,0.0894,0.0894,0.0894,0.1337,0.1337,0.1337
3203J2GC2PK4HSXGZ2GG1074VAS84P,0.0,0.0,0.0,0.0802,0.0802,0.0802
320GLP60AN5TS9K5PU8IGRVPKUZ14P,0.0747,0.0747,0.0747,0.0825,0.0825,0.0825
320GLP60AN6FM9FGZXIOL5AG38941T,0.1864,0.1864,0.1864,0.3968,0.3968,0.3968
323KIQYDLQ7S9UIT4NE6QLFONB14CB,0.0117,0.0477,0.0558,0.0558,0.0558,0.0558
3244QHISJ1ITNE98CFK36E7RG91L0N,0.0291,0.0291,0.0291,0.0291,0.0291,0.0291
3244QHISK2XKVEPCAXDY38M44I9L04,0.0083,0.0083,0.0083,0.0769,0.0769,0.0769
329GGY5YRI5WHTWS4FZ9QWPAMFRT4W,0.0481,0.0481,0.0481,0.0481,0.0481,0.0481
32GVUSPLEYOYH9SP841K39EVOUOK3Z,0.1189,0.1189,0.1189,0.1461,0.1461,0.1461
32GVUSPLFZ61Q5EOZV799O813X5K3C,0.027,0.0287,0.0305,0.179,0.179,0.179
32JEHGQ0QIPYH7JPSF8OLMHJ8AAU81,0.0,0.003,0.0061,0.1238,0.1238,0.1238
32JRJ3GOYGFHSVM6IWA88RJNYD8U1D,0.133,0.1447,0.2178,0.2178,0.2178,0.2178
32SOQFN7RN4Q5SNOXDF8KS0W4TRIPM,0.0806,0.0806,0.0806,0.0806,0.0806,0.0806
32WAV7G60PNC75TK9C1M3A29EH0D36,0.025,0.025,0.025,0.0697,0.0697,0.0697
32WAV7G6ZOBEE25MHO1EVKD7PUBD3N,0.0359,0.0359,0.0359,0.0609,0.0609,0.0609
330XZFCZ7R2IEZH3T3I3O6ANM0DXTM,0.0,0.0,0.0,0.0321,0.0321,0.0321
330XZFCZ7RB627L6HWI9543W690TXG,0.1417,0.1572,0.1626,0.1626,0.1626,0.1626
33EWWXEH81XUPFZ4BLANE2SZQMJ40X,0.0161,0.0161,0.0161,0.0312,0.0312,0.0312
33FLRCV01N0NF725EJLGLLU8UGYORG,0.0223,0.0223,0.0223,0.0557,0.0557,0.0557
33QM7VBL79CAH7ME53S2DMVHTOZ3QX,0.0822,0.0898,0.1122,0.221,0.221,0.221
33RX46D1RXVH625SCIG7UWSYT80X1J,0.09,0.09,0.09,0.205,0.205,0.205
33XMDKLTFSU7YK1SQJZ2MPHPZ4ZZCZ,0.079,0.079,0.079,0.1244,0.1244,0.1244
344RGS4J7S874QSQIPH3B5TQWFPMPU,0.0448,0.0448,0.0448,0.1135,0.1135,0.1135
34B3PHKY7L0QRWI1JO5S4NCKMT3NE1,0.0688,0.0688,0.0688,0.0688,0.0688,0.0688
34KQN2TBKTGWLIK008X22C5QD2JSAJ,0.0081,0.0149,0.0261,0.0588,0.0656,0.0656
34RF8KPUOTU14SPS6MXYXNPWVK1SBB,0.0245,0.0286,0.032,0.0635,0.111,0.111
34RF8KPUOTU14SPS6MXYXNPWVK1SBB_1,0.03,0.0342,0.0508,0.113,0.113,0.113
34RF8KPUOTU14SPS6MXYXNPWVK1SBB_2,0.0263,0.0289,0.0342,0.111,0.111,0.111
34RF8KPUOTU14SPS6MXYXNPWVK7SBH,0.0051,0.0126,0.0329,0.0807,0.0807,0.0807
34YKDDZP3UMABNHOK8ECJ4FCOZJWHB,0.2043,0.2043,0.2043,0.274,0.274,0.274
3568B45QGKRG3Y1LZDHA1JA6BSCO3E,0.0152,0.0152,0.0152,0.0873,0.0873,0.0873
3589VT1T2BGMXIVHZGNGS492OQIJN8,0.0171,0.0171,0.0171,0.071,0.071,0.071
35DAEVU8JHJ10FFZ10EN4CRDQ8F870,0.0332,0.0349,0.0403,0.0738,0.0738,0.0738
