imageID,"25% of windows have density equal to or less","50% of windows have density equal to or less","75% of windows have density equal to or less","95% of windows have density equal to or less","98% of windows have density equal to or less","100% of windows have density equal to or less"
306OACM7G04QOX49OC3VEMIMU7KA8L,0.0262,0.0299,0.1239,0.1943,0.1943,0.1943
30E2X49V611K26Z0IIHLB47CQY53NF,0.0,0.0,0.0,0.1133,0.1133,0.1133
30E2X49V611K26Z0IIHLB47CQY63NG,0.0257,0.0257,0.0257,0.0823,0.0823,0.0823
30GUUI0R316PRKEN69AJEXY15MMBCT,0.0083,0.14,0.1578,0.1578,0.1578,0.1578
319N3DB42B6LKGW48RIT1IUY6MJEPG,0.0399,0.0727,0.1178,0.1639,0.1639,0.1639
31H4HIBP9AWNGDF6JZY7J01Z8LG5HP,0.0943,0.0943,0.0943,0.2071,0.2071,0.2071
31QBDMKNDPO96CGOU6OI3UH1N96L85,0.0209,0.0209,0.0209,0.0379,0.0379,0.0379
31QOF9ABLNAV27TO4PXO0GLATWO1L1,0.0672,0.2012,0.2186,0.2186,0.2186,0.2186
31R9JPCYP6DVE0AQVNO2QFRENFMWRA,0.014,0.2185,0.4142,0.4142,0.4142,0.4142
31TTIPZ8XM69HILWQZWMCQMN1KS3GE,0.0,0.0345,0.0345,0.1287,0.1287,0.1287
31ZZN31VRB1J1I6XNAS9X9DBA59QRV,0.0228,0.0632,0.103,0.1335,0.1335,0.1335
3203J2GC2PK4HSXGZ2GG107218V84Q,0.0898,0.0898,0.0898,0.107,0.107,0.107
3203J2GC2PK4HSXGZ2GG1073Z7V84O,0.0907,0.1656,0.1767,0.1767,0.1767,0.1767
3203J2GC2PK4HSXGZ2GG1074VAS84P,0.0,0.0,0.0,0.1332,0.1332,0.1332
320GLP60AN5TS9K5PU8IGRVPKUZ14P,0.0693,0.0802,0.1044,0.1044,0.1044,0.1044
320GLP60AN6FM9FGZXIOL5AG38941T,0.2232,0.3661,0.4276,0.4276,0.4276,0.4276
323KIQYDLQ7S9UIT4NE6QLFONB14CB,0.0015,0.0155,0.0724,0.1101,0.1101,0.1101
3244QHISJ1ITNE98CFK36E7RG91L0N,0.0075,0.0075,0.0075,0.0506,0.0506,0.0506
3244QHISK2XKVEPCAXDY38M44I9L04,0.0085,0.0089,0.0124,0.0937,0.0937,0.0937
329GGY5YRI5WHTWS4FZ9QWPAMFRT4W,0.0414,0.0414,0.0414,0.0549,0.0549,0.0549
32GVUSPLEYOYH9SP841K39EVOUOK3Z,0.1323,0.1504,0.16,0.16,0.16,0.16
32GVUSPLFZ61Q5EOZV799O813X5K3C,0.0128,0.0471,0.0915,0.2152,0.2152,0.2152
32JEHGQ0QIPYH7JPSF8OLMHJ8AAU81,0.0,0.0059,0.0121,0.088,0.1596,0.1596
32JRJ3GOYGFHSVM6IWA88RJNYD8U1D,0.1034,0.1632,0.186,0.2702,0.2702,0.2702
32SOQFN7RN4Q5SNOXDF8KS0W4TRIPM,0.0278,0.0278,0.0278,0.1334,0.1334,0.1334
32WAV7G60PNC75TK9C1M3A29EH0D36,0.0283,0.0459,0.0936,0.0936,0.0936,0.0936
32WAV7G6ZOBEE25MHO1EVKD7PUBD3N,0.03,0.0564,0.0918,0.0918,0.0918,0.0918
330XZFCZ7R2IEZH3T3I3O6ANM0DXTM,0.0,0.0268,0.0373,0.0373,0.0373,0.0373
330XZFCZ7RB627L6HWI9543W690TXG,0.0953,0.1418,0.2298,0.3145,0.3145,0.3145
33EWWXEH81XUPFZ4BLANE2SZQMJ40X,0.0227,0.0276,0.0348,0.0348,0.0348,0.0348
33FLRCV01N0NF725EJLGLLU8UGYORG,0.0447,0.0516,0.0599,0.0599,0.0599,0.0599
33QM7VBL79CAH7ME53S2DMVHTOZ3QX,0.0467,0.1178,0.1469,0.3243,0.3243,0.3243
33RX46D1RXVH625SCIG7UWSYT80X1J,0.1374,0.1537,0.2562,0.2562,0.2562,0.2562
33XMDKLTFSU7YK1SQJZ2MPHPZ4ZZCZ,0.0554,0.1465,0.1935,0.1935,0.1935,0.1935
344RGS4J7S874QSQIPH3B5TQWFPMPU,0.0609,0.0999,0.1271,0.1271,0.1271,0.1271
34B3PHKY7L0QRWI1JO5S4NCKMT3NE1,0.0083,0.0083,0.0083,0.1293,0.1293,0.1293
34KQN2TBKTGWLIK008X22C5QD2JSAJ,0.0,0.0119,0.0416,0.0738,0.0872,0.0906
34RF8KPUOTU14SPS6MXYXNPWVK1SBB,0.0007,0.0441,0.0568,0.0671,0.1103,0.1117
34RF8KPUOTU14SPS6MXYXNPWVK1SBB_1,0.001,0.0452,0.0662,0.1156,0.1156,0.1156
34RF8KPUOTU14SPS6MXYXNPWVK1SBB_2,0.0007,0.0452,0.0619,0.1103,0.1117,0.1117
34RF8KPUOTU14SPS6MXYXNPWVK7SBH,0.0,0.0055,0.0336,0.0765,0.0849,0.0849
34YKDDZP3UMABNHOK8ECJ4FCOZJWHB,0.1854,0.2943,0.3626,0.3626,0.3626,0.3626
3568B45QGKRG3Y1LZDHA1JA6BSCO3E,0.0304,0.0763,0.0984,0.0984,0.0984,0.0984
3589VT1T2BGMXIVHZGNGS492OQIJN8,0.0102,0.024,0.1412,0.1412,0.1412,0.1412
35DAEVU8JHJ10FFZ10EN4CRDQ8F870,0.0089,0.0664,0.0717,0.0998,0.0998,0.0998
35GRDJC92I6VOWRC3MF6JHNHWWLC7I,0.0,0.0,0.0205,0.1931,0.2802,0.2802
35HIM1LU2HRMGPBVQO0P66HG1MBI5I,0.0266,0.0393,0.0782,0.2891,0.2891,0.2891
35QUA2ABY634ZYN782PTB2BL5I8EGJ,0.0228,0.0228,0.0228,0.0863,0.0863,0.0863
35QUA2ABZ7MBAB0HZGYJHQ28USWGE7,0.0,0.0,0.0,0.1678,0.1678,0.1678
361LJMRMCQ5CDYJ025B6700NV8CUR4,0.0807,0.1171,0.2503,0.2503,0.2503,0.2503
369VX4MEOJAKM0DV8XRK62EAJWKGI1,0.0,0.0107,0.0686,0.2206,0.2206,0.2206
36ARV8EEH67U95XPYN59VTZKFJ2VA1,0.0256,0.0306,0.0991,0.0991,0.0991,0.0991
36FIWAXJH5YZ4NF13JA9L63DO7Z3AS,0.161,0.1887,0.3069,0.3861,0.3861,0.3861
36HGGQAXL6KTNEA2DMTHLEEUZ4CVBW,0.0759,0.1055,0.3334,0.3501,0.3501,0.3501
36HGGQAXL6L87J29O35QD9YQWSFBVG,0.0313,0.0313,0.0313,0.064,0.064,0.064
36IAL8HYOXSPP9QYVLXZPMFW48E4R6,0.0,0.0804,0.0856,0.0856,0.0856,0.0856
36MWL0IRGCO0L6PQ7W22BBNT0ICOHL,0.0664,0.0664,0.0664,0.2005,0.2005,0.2005
36QDS77QN9NG5USZQM0XMAC2L97HFT,0.013,0.0183,0.3503,0.5222,0.5222,0.5222
36QDS77QN9Y3AP81GU3ZJ983H37HFJ,0.0096,0.0096,0.0096,0.0548,0.0548,0.0548
36R3RQSDPTXRSZ6X7FR6HZHDYAF078,0.0186,0.0277,0.0285,0.0285,0.0285,0.0285
375FCEJV4GX4B1VR293XJCDD0I7CCJ,0.0594,0.1221,0.2114,0.2974,0.2974,0.2974
375MF9UHMRPR2XWE6NL8JC3TL1HSX9,0.012,0.012,0.012,0.0752,0.0752,0.0752
37672WDDC2JA93V4O46FCCJ2VAJNM9,0.0271,0.0271,0.0271,0.0452,0.0452,0.0452
378UBY8FQ61LFCJMHZWZTRZI59A8TB,0.074,0.1372,0.1793,0.3994,0.3994,0.3994
378UBY8FR7AABMKBM232FCEFT60T8E,0.0198,0.0656,0.1498,0.3143,0.3143,0.3143
379R4POZ46ZM5D7FMP5TH9FBQ7PRXR,0.0027,0.0027,0.0027,0.0367,0.0367,0.0367
37CCG24EIZSNBY0O0RYFBPCKLTQZRW,0.0,0.0002,0.0129,0.0184,0.0416,0.0416
37CCG24EIZSNBY0O0RYFBPCKLTQZRW_1,0.0,0.0002,0.0155,0.0406,0.0406,0.0406
37CCG24EIZSNBY0O0RYFBPCKLTQZRW_2,0.0,0.0002,0.0135,0.0409,0.0409,0.0409
37FXVUXR5NUGX6LAN3N06Z6PNZ6EWN,0.0036,0.0591,0.0802,0.0802,0.0802,0.0802
37NNZ8MO7S6VRHEMSEGUVBLX898EQM,0.0039,0.0053,0.0174,0.2732,0.2732,0.2732
37QHTW84X0Z4WRFH6C4VHQ7JNTDJDT,0.0156,0.0662,0.0931,0.0931,0.0931,0.0931
37ZHE2JT1D250TKIB56TICN73UM88S,0.0531,0.0602,0.1078,0.1078,0.1078,0.1078
37ZHE2JT1D250TKIB56TICN73UQ88W,0.0689,0.0689,0.0689,0.1242,0.1242,0.1242
