imageID,"25% of windows have density equal to or less","50% of windows have density equal to or less","75% of windows have density equal to or less","95% of windows have density equal to or less","98% of windows have density equal to or less","100% of windows have density equal to or less"
306OACM7G04QOX49OC3VEMIMU7KA8L,0.0,0.0,0.0,0.0,0.21,0.62
30E2X49V611K26Z0IIHLB47CQY53NF,0.0,0.0,0.0,0.0,0.0396,1.0
30E2X49V611K26Z0IIHLB47CQY63NG,0.0,0.0,0.0,0.0,0.0184,1.0
30GUUI0R316PRKEN69AJEXY15MMBCT,0.0,0.0,0.0,0.18,0.4588,0.8
319N3DB42B6LKGW48RIT1IUY6MJEPG,0.0,0.0,0.0,0.1496,0.4364,0.832
31H4HIBP9AWNGDF6JZY7J01Z8LG5HP,0.0,0.0,0.0,0.18,0.8,1.0
31QBDMKNDPO96CGOU6OI3UH1N96L85,0.0,0.0,0.0,0.0,0.1332,1.0
31QOF9ABLNAV27TO4PXO0GLATWO1L1,0.0,0.0,0.0,0.24,0.7272,1.0
31R9JPCYP6DVE0AQVNO2QFRENFMWRA,0.0,0.0,0.0,0.0,0.0,1.0
31TTIPZ8XM69HILWQZWMCQMN1KS3GE,0.0,0.0,0.0,0.24,0.6608,1.0
31ZZN31VRB1J1I6XNAS9X9DBA59QRV,0.0,0.0,0.0,0.052,0.42,0.56
3203J2GC2PK4HSXGZ2GG107218V84Q,0.0,0.0,0.0,0.0,0.32,0.88
3203J2GC2PK4HSXGZ2GG1073Z7V84O,0.0,0.0,0.0,0.06,0.48,1.0
3203J2GC2PK4HSXGZ2GG1074VAS84P,0.0,0.0,0.0,0.0,0.0,0.82
320GLP60AN5TS9K5PU8IGRVPKUZ14P,0.0,0.0,0.0,0.22,0.68,1.0
320GLP60AN6FM9FGZXIOL5AG38941T,0.0,0.0,0.0,0.09,0.3372,1.0
323KIQYDLQ7S9UIT4NE6QLFONB14CB,0.0,0.0,0.0,0.0,0.1344,0.68
3244QHISJ1ITNE98CFK36E7RG91L0N,0.0,0.0,0.0,0.0,0.0,0.78
3244QHISK2XKVEPCAXDY38M44I9L04,0.0,0.0,0.0,0.0,0.2064,0.74
329GGY5YRI5WHTWS4FZ9QWPAMFRT4W,0.0,0.0,0.0,0.0,0.0,0.72
32GVUSPLEYOYH9SP841K39EVOUOK3Z,0.0,0.0,0.0,0.3696,0.76,0.96
32GVUSPLFZ61Q5EOZV799O813X5K3C,0.0,0.0,0.0,0.0432,0.28,0.6364
32JEHGQ0QIPYH7JPSF8OLMHJ8AAU81,0.0,0.0,0.0,0.0,0.0196,0.6176
32JRJ3GOYGFHSVM6IWA88RJNYD8U1D,0.0,0.0,0.0,0.456,0.558,0.8
32SOQFN7RN4Q5SNOXDF8KS0W4TRIPM,0.0,0.0,0.0,0.1056,0.66,1.0
32WAV7G60PNC75TK9C1M3A29EH0D36,0.0,0.0,0.0,0.0,0.0,0.88
32WAV7G6ZOBEE25MHO1EVKD7PUBD3N,0.0,0.0,0.0,0.0,0.3044,0.72
330XZFCZ7R2IEZH3T3I3O6ANM0DXTM,0.0,0.0,0.0,0.0,0.0,0.9
330XZFCZ7RB627L6HWI9543W690TXG,0.0,0.0,0.0,0.4256,0.6404,0.98
33EWWXEH81XUPFZ4BLANE2SZQMJ40X,0.0,0.0,0.0,0.0,0.0,0.7
33FLRCV01N0NF725EJLGLLU8UGYORG,0.0,0.0,0.0,0.0,0.0,0.7
33QM7VBL79CAH7ME53S2DMVHTOZ3QX,0.0,0.0,0.0,0.3196,0.472,0.72
33RX46D1RXVH625SCIG7UWSYT80X1J,0.0,0.0,0.0,0.2736,0.62,0.82
33XMDKLTFSU7YK1SQJZ2MPHPZ4ZZCZ,0.0,0.0,0.0,0.44,0.82,1.0
344RGS4J7S874QSQIPH3B5TQWFPMPU,0.0,0.0,0.0,0.0,0.14,0.96
34B3PHKY7L0QRWI1JO5S4NCKMT3NE1,0.0,0.0,0.0,0.0,0.0,1.0
