imageID,"25% of windows have density equal to or less","50% of windows have density equal to or less","75% of windows have density equal to or less","95% of windows have density equal to or less","98% of windows have density equal to or less","100% of windows have density equal to or less"
306OACM7G04QOX49OC3VEMIMU7KA8L,0.0,0.0151,0.0739,0.2329,0.2545,0.3147
30E2X49V611K26Z0IIHLB47CQY53NF,0.0,0.0,0.0511,0.2107,0.2107,0.2107
30E2X49V611K26Z0IIHLB47CQY63NG,0.0,0.0254,0.0643,0.2008,0.2008,0.2008
30GUUI0R316PRKEN69AJEXY15MMBCT,0.0,0.0309,0.1071,0.2272,0.2437,0.2437
319N3DB42B6LKGW48RIT1IUY6MJEPG,0.0,0.0141,0.067,0.2245,0.3392,0.4604
31H4HIBP9AWNGDF6JZY7J01Z8LG5HP,0.0755,0.0966,0.1634,0.3421,0.3421,0.3421
31QBDMKNDPO96CGOU6OI3UH1N96L85,0.0,0.0021,0.0309,0.1063,0.1877,0.1877
31QOF9ABLNAV27TO4PXO0GLATWO1L1,0.0341,0.1226,0.2261,0.3109,0.435,0.435
31R9JPCYP6DVE0AQVNO2QFRENFMWRA,0.0,0.0,0.2956,0.7219,0.8233,0.8233
31TTIPZ8XM69HILWQZWMCQMN1KS3GE,0.0,0.0,0.0106,0.2641,0.306,0.306
31ZZN31VRB1J1I6XNAS9X9DBA59QRV,0.0,0.0205,0.0605,0.1468,0.2999,0.3881
3203J2GC2PK4HSXGZ2GG107218V84Q,0.0,0.0225,0.1058,0.2391,0.2603,0.2603
3203J2GC2PK4HSXGZ2GG1073Z7V84O,0.0073,0.0499,0.2122,0.337,0.399,0.399
3203J2GC2PK4HSXGZ2GG1074VAS84P,0.0,0.0,0.0,0.2374,0.2831,0.2831
320GLP60AN5TS9K5PU8IGRVPKUZ14P,0.0,0.0467,0.1231,0.2266,0.3387,0.3387
320GLP60AN6FM9FGZXIOL5AG38941T,0.0115,0.1832,0.4305,0.6496,0.66,0.66
323KIQYDLQ7S9UIT4NE6QLFONB14CB,0.0,0.0,0.036,0.1735,0.2776,0.2776
3244QHISJ1ITNE98CFK36E7RG91L0N,0.0,0.0,0.0,0.101,0.101,0.101
3244QHISK2XKVEPCAXDY38M44I9L04,0.0,0.0133,0.021,0.1574,0.2655,0.2655
329GGY5YRI5WHTWS4FZ9QWPAMFRT4W,0.0,0.0,0.0423,0.0897,0.168,0.168
32GVUSPLEYOYH9SP841K39EVOUOK3Z,0.0,0.0967,0.1458,0.2485,0.3715,0.3715
32GVUSPLFZ61Q5EOZV799O813X5K3C,0.0,0.0151,0.0384,0.3036,0.5554,0.5838
32JEHGQ0QIPYH7JPSF8OLMHJ8AAU81,0.0,0.0,0.0,0.1864,0.2549,0.7149
32JRJ3GOYGFHSVM6IWA88RJNYD8U1D,0.0602,0.1363,0.2141,0.3048,0.5446,0.5446
32SOQFN7RN4Q5SNOXDF8KS0W4TRIPM,0.0044,0.0375,0.0712,0.3732,0.3732,0.3732
32WAV7G60PNC75TK9C1M3A29EH0D36,0.0,0.0,0.0542,0.1731,0.2328,0.2328
32WAV7G6ZOBEE25MHO1EVKD7PUBD3N,0.0,0.0026,0.0809,0.1446,0.1826,0.1826
330XZFCZ7R2IEZH3T3I3O6ANM0DXTM,0.0,0.0,0.0,0.0817,0.1073,0.1073
330XZFCZ7RB627L6HWI9543W690TXG,0.0006,0.0848,0.1709,0.4566,0.4899,0.5005
33EWWXEH81XUPFZ4BLANE2SZQMJ40X,0.0,0.0,0.0222,0.0794,0.1107,0.1107
33FLRCV01N0NF725EJLGLLU8UGYORG,0.0,0.0,0.0475,0.1509,0.1881,0.1881
33QM7VBL79CAH7ME53S2DMVHTOZ3QX,0.016,0.0987,0.1886,0.3535,0.4366,0.4469
33RX46D1RXVH625SCIG7UWSYT80X1J,0.0582,0.0909,0.1599,0.4105,0.5497,0.5497
33XMDKLTFSU7YK1SQJZ2MPHPZ4ZZCZ,0.0428,0.0973,0.1698,0.276,0.3164,0.3164
344RGS4J7S874QSQIPH3B5TQWFPMPU,0.0,0.0384,0.0636,0.2999,0.3881,0.3881
34B3PHKY7L0QRWI1JO5S4NCKMT3NE1,0.0,0.0,0.1073,0.1915,0.3283,0.3283
34KQN2TBKTGWLIK008X22C5QD2JSAJ,0.0,0.0,0.0125,0.1382,0.2049,0.2885
34RF8KPUOTU14SPS6MXYXNPWVK1SBB,0.0,0.0,0.017,0.1437,0.1907,0.2994
34RF8KPUOTU14SPS6MXYXNPWVK1SBB_1,0.0,0.0,0.0464,0.1819,0.2364,0.444
34RF8KPUOTU14SPS6MXYXNPWVK1SBB_2,0.0,0.0,0.0301,0.1709,0.2067,0.2985
34RF8KPUOTU14SPS6MXYXNPWVK7SBH,0.0,0.0,0.0022,0.1382,0.2684,0.3007
34YKDDZP3UMABNHOK8ECJ4FCOZJWHB,0.0838,0.1928,0.4043,0.535,0.5902,0.5902
3568B45QGKRG3Y1LZDHA1JA6BSCO3E,0.0,0.0,0.0,0.3107,0.3603,0.3603
3589VT1T2BGMXIVHZGNGS492OQIJN8,0.0,0.0,0.0333,0.2319,0.5514,0.5514
35DAEVU8JHJ10FFZ10EN4CRDQ8F870,0.0,0.0,0.0497,0.2272,0.3192,0.3259
