imageID,"25% of windows have density equal to or less","50% of windows have density equal to or less","75% of windows have density equal to or less","95% of windows have density equal to or less","98% of windows have density equal to or less","100% of windows have density equal to or less"
3AA189Q6C6N6C9XRHK508ZBLMH8WM3,0.0,0.0,0.0237,0.1581,0.4255,0.4255
3AA189Q6C6TLNJILLV2LOGYDJT7MWV,0.0,0.0314,0.083,0.244,0.244,0.244
3AJ89545NQHYX91N7X3ADUYHKVTBEA,0.0472,0.0734,0.1348,0.2601,0.2601,0.2601
3AJ89545NQRFJUS6JU65GFBBEJ7BEW,0.0,0.0,0.0264,0.1941,0.4771,0.4771
3AMAQJSW8I20H10ADEKNBNOAVRROI5,0.0027,0.0309,0.0976,0.234,0.234,0.234
3B9PUZPHFHW5PZT5Q7OV88NG9W6JA5,0.0,0.0,0.0597,0.3119,0.3119,0.3119
3BGEFHL0JHEL8I3UU0A0G1OJRYOJBS,0.0031,0.075,0.1714,0.3429,0.3724,0.409
3BHOG8KFNLAK9AB1ZQLEP6Q0T3RR81,0.0451,0.0967,0.2147,0.3276,0.3276,0.3276
3BK5FW2G6MZ18ENS8D29GOXE9AHRCA,0.0,0.0,0.0645,0.1503,0.34,0.34
3BRG9Q58M1LAH7AQ01RWX47CRWFYQ2,0.0,0.0353,0.0566,0.5127,0.5127,0.5127
3BZN229KV5TWHZF32GLR8LCC1TX6DS,0.0,0.0219,0.0566,0.1125,0.1125,0.1125
3C2UN3Y7UJLGZT23JF159R7GHEFMFI,0.1035,0.1668,0.1895,0.2505,0.2505,0.2505
3CF7EZI55RWEYNZ9U956QWWUG93IL2,0.0002,0.0501,0.0774,0.1721,0.3052,0.3052
3CP9VRCFS74RV9VXRUIMMBYWTQDUEZ,0.0,0.0132,0.0764,0.129,0.129,0.129
3CTCX9NXB5M1LSUM0XPXZV8QE2WLJA,0.0283,0.1011,0.2693,0.5336,0.8306,0.8306
3CTCX9NXC67QIV0KKFDEFSMCFTJJLN,0.0419,0.0712,0.3188,0.5339,0.5339,0.5339
3CVHT3IKUYKSX9WRAWTF52715RU0R4,0.0193,0.0426,0.0566,0.1604,0.1604,0.1604
3CYDGW98NMPSZAAQ0W8MOBJZSSBOM6,0.0464,0.1249,0.214,0.3286,0.3286,0.3286
3D00S7P7YG22I1NWJE5APKC40DIEZA,0.0,0.0297,0.0939,0.1801,0.1801,0.1801
3D3KZYB02J3NX4IAX3WJJNSJTAYV8O,0.0,0.0,0.0438,0.4361,0.4361,0.4361
3D3KZYB03KLUXQ4AWC4FKH86OYE8VD,0.0,0.0,0.0872,0.165,0.165,0.165
3D3X1L1OBIRB9XRZKHJ79UYYYTK1VU,0.005,0.0481,0.0924,0.1986,0.2201,0.2203
3D3X1L1OBIRB9XRZKHJ79UYYYTK1VU_1,0.0378,0.0419,0.0794,0.1876,0.1876,0.1876
3D3X1L1OBIRB9XRZKHJ79UYYYTK1VU_2,0.0306,0.0445,0.0999,0.2201,0.2203,0.2203
3D7N1211O74L32LV8ZFDVQWGH61MAZ,0.0311,0.0546,0.098,0.6091,0.6091,0.6091
3D7N1211P8PBU1MJEXLJFBT15KWAMH,0.0035,0.0419,0.0607,0.0912,0.2593,0.2593
3D8B00U52IVJZWECZOBXRVFXL2U83O,0.0415,0.1447,0.1713,0.2495,0.2495,0.2495
3D8B00U52IVJZWECZOBXRVFYHAV833,0.0,0.0,0.0,0.2161,0.3006,0.3246
3DBJK6OC3AF4JLMP40JUKZIT4XNYF3,0.0,0.0725,0.1651,0.5429,0.55,0.6418
3DCXWU0MSDB2RCYGDPZ82R371ZGTVX,0.0173,0.0967,0.1278,0.326,0.326,0.326
3DECMKXKT815JCLN1RI1KKDJDFAMBB,0.0293,0.2138,0.3005,0.5699,0.5728,0.5728
3DHOXWJRSC3OAPE5AL86OV64DJCT3O,0.0,0.0723,0.1479,0.3558,0.4163,0.4163
3DPZKFEUURUGTQUQB4SOUUG5ZFPI4V,0.0445,0.0987,0.1753,0.2524,0.2524,0.2524
3DPZKFEUVSIPT2ERNEAT4GS1UAKI44,0.0498,0.0745,0.1638,0.2856,0.2856,0.2856
3DXFGU9SKN7P79WJOTN6EK4MLG3EXS,0.0,0.0494,0.1267,0.2063,0.2375,0.2375
3DXFGU9SKNVTS8DGXQ8KL6UJIRCXE8,0.0,0.0406,0.1011,0.2535,0.3108,0.3108
3DXFGU9SLODY46WA7XIQCVBUTMKEXQ,0.0,0.0218,0.194,0.2873,0.3938,0.3938
3E9JM64F23SDM8DQUQW3OKIR1A0NP8,0.0,0.0486,0.0883,0.3076,0.3076,0.3076
3EGCY5R6XYZQLTGPWNN8D6V7K3JYA2,0.0705,0.1226,0.195,0.2892,0.3596,0.3596
3EJ1F91ANSU6O8N3S3NGZ4GVCA2IZW,0.0,0.0076,0.0938,0.486,0.486,0.486
3EOZAW7619J5YKCNUIDNV84T8098HV,0.1054,0.1894,0.3561,0.4149,0.4149,0.4149
3EOZAW762AHX3MFSNYKKE4EQ4INH8Q,0.0,0.0289,0.2443,0.4243,0.4551,0.6053
3ERG9KP7KAETHL286FNRQ00RYLWCHM,0.023,0.0368,0.0866,0.2904,0.2904,0.2904
3EULM6QNGEDGI0DDZ62WA3R8YV4JXB,0.0,0.0,0.0,0.0655,0.0655,0.0655
3EX6YJ62T6GKTDIQJCCYD4JMD62ZJG,0.0,0.049,0.064,0.147,0.1602,0.1602
3EXC7SWSR38EV80UNYXZTOBA3ESHT8,0.0,0.0052,0.0306,0.0895,0.0895,0.0895
3F0Z1FPMUNUP6TOTMH2XGS6T5GJLYU,0.0,0.0396,0.0586,0.1995,0.1995,0.1995
3F0Z1FPMUNWB7D1EFV5M6IVBAHELYR,0.0,0.0491,0.1186,0.2644,0.2644,0.2644
3F12ASV6AWHSTTB7IFZKMVGLLVZM46,0.0417,0.0647,0.0799,0.2406,0.2406,0.2406
3F2SNR5B8MKSI92Q9DG0FV11BKO0HL,0.0,0.0,0.001,0.0762,0.1241,0.1241
3FKD865UZQBJZ4661LLBINGEMFPMUJ,0.0,0.0079,0.1718,0.274,0.3607,0.3607
3FKD865UZQBJZ4661LLBINGENHPMUO,0.0,0.0,0.0998,0.2977,0.353,0.353
3FKD865UZQG0HB1FDHAJVT0FL3FMUG,0.0,0.0,0.07,0.1071,0.1071,0.1071
3FOA7RUSUPLLDDXZNITMB1EHL6FPGL,0.0409,0.1334,0.2186,0.3734,0.3734,0.3734
3FQJF6D1R1SUSJ130G368H5I02G92S,0.0,0.0135,0.1092,0.3417,0.3417,0.3417
3FQJF6D1S2STVEIP11IICRPWDI892M,0.0,0.0,0.095,0.3368,0.3368,0.3368
3G2I6FODBC43UCDM72LBPP8Z9I0L60,0.0,0.0229,0.0523,0.0984,0.0984,0.0984
3GAR7VLBJNDRH4HH5ZWWCFRBGXZ4Y9,0.0706,0.1347,0.2236,0.333,0.3484,0.3484
3GAR7VLBJNEKQVA3XEJQ66MZFEXY4T,0.0,0.0153,0.0726,0.2311,0.3435,0.402
3GBCJUK5C2GRHG97MHYVG9NBQMOPK9,0.0098,0.0502,0.1316,0.2815,0.2815,0.2815
3GBCJUK5C2NMDEDWS686X6QI2G8KP3,0.0,0.0,0.036,0.1791,0.1791,0.1791
3GC8IVJ10EOCB71QWZ4YFX98VOS9NN,0.0,0.0717,0.1996,0.3378,0.4187,0.4187
3GRRK9BQWRDBESRD36S5634M392PD9,0.0,0.0097,0.0406,0.1117,0.1117,0.1117
3GRRK9BQWRPD54OGKFA4YQ8537VPDJ,0.0,0.0,0.0208,0.2168,0.2382,0.2382
3GZMSD8U5X9MRGKQIZ546O8UKB695Q,0.0,0.0551,0.1945,0.3231,0.3525,0.3525
3GZMSD8U5X9MRGKQIZ546O8UKC795T,0.0027,0.0303,0.1632,0.2733,0.286,0.286
3GZMSD8U6Y8M82W4VRHXFG1G1IS95R,0.0,0.0,0.0,0.2051,0.2051,0.2051
3H41Q6XMRNJ731MM548PSMBGOYMG2I,0.0,0.028,0.0857,0.3168,0.3866,0.3866
3H41Q6XMRNUCK2PCFPR6Y35LJFT2GW,0.0,0.0,0.0054,0.1535,0.1637,0.1637
3H5CSD5832HNKRNN8SDJ6TWED17E80,0.0006,0.0964,0.205,0.521,0.5228,0.5228
3H5CSD5832HNKRNN8SDJ6TWL583E8G,0.0,0.0,0.0,0.2633,0.3186,0.3186
3HBZ8AD97D3GZ7VEBIN9M1728BDNN9,0.0,0.0248,0.0605,0.2115,0.2115,0.2115
3HBZ8AD97D3GZ7VEBIN9M18U9EHNN5,0.0045,0.0421,0.1007,0.1965,0.2065,0.2238
3HL3WX653BXN6QCFW6M6ATC7KPGPQT,0.0,0.0421,0.1591,0.6012,0.735,0.735
3HQI26VRPRS5H4RSBPY2KOCMRQ13R0,0.0255,0.0548,0.0842,0.1584,0.1584,0.1584
3HVLA9UQN4GKVQOHDHMDH1A7KETU66,0.0,0.0039,0.1066,0.2384,0.3089,0.3995
3HYDIS22CWMMEZBE3G64NG7ZMZON5V,0.0,0.0086,0.0975,0.2604,0.2604,0.2604
3HYDIS22DXJRRCQBI3AE9ELUHK15NC,0.0,0.0382,0.0798,0.1073,0.1073,0.1073
3I21NMEA63DY0BA82BXKKSLPMBYSHT,0.0,0.0421,0.117,0.3326,0.4334,0.4334
3I21NMEA63DY0BA82BXKKSLPMBYSHT_1,0.0214,0.0898,0.2214,0.342,0.428,0.428
3I21NMEA63DY0BA82BXKKSLPMBYSHT_2,0.0,0.0743,0.1438,0.342,0.4334,0.4334
3I3RVCR3FK2XEB4GMX9G7IJ2RLH6XI,0.0,0.0316,0.0613,0.1106,0.1249,0.1249
3I5ZXD44IULX7AZS354F5V5W46GJCA,0.0,0.0,0.0159,0.281,0.3213,0.3213
3I5ZXD44JV69M8DWVE4I5ER80XVCJX,0.0,0.0349,0.0526,0.1027,0.1106,0.2344
3I5ZXD44JV69M8DWVE4I5ER80XVCJX_1,0.0,0.0355,0.0628,0.2039,0.2343,0.2343
3I5ZXD44JV69M8DWVE4I5ER80XVCJX_2,0.0,0.0349,0.0559,0.1106,0.2039,0.2344
3I5ZXD44JVHG9J4AOHWFS96B5XBJCP,0.0231,0.0489,0.0631,0.1749,0.2423,0.2423
3ID43DSF5JBJ2SZGW2H8HR9RGRT5G5,0.0,0.0,0.0594,0.1078,0.1078,0.1078
3IE95L92ROOBGIB0W5PPNWUUL5E7M3,0.0,0.0,0.0108,0.0877,0.0877,0.0877
3IOQH27Z2E4FFLJVR8TNNB4HIMC1IN,0.0,0.0135,0.1334,0.3051,0.3051,0.3051
3IR329NZ7YGB0BGT612CO4BTUIW2K0,0.0,0.0092,0.0345,0.0493,0.1917,0.7695
3IRUE3ZCDH3J5468JOOGJ1Y2ZWZIC5,0.0,0.0752,0.1689,0.3478,0.451,0.451
3IXQCB6XI8S61DI53P5ICGI2I9BTIR,0.0871,0.1143,0.1638,0.4943,0.5075,0.5075
3J06FGISLU272UJU8S9F5O38AK5K50,0.0086,0.0345,0.1471,0.2973,0.3947,0.3947
3J06FGISMVRO4EVZMT2NFJ1KME95KI,0.0,0.0,0.022,0.2157,0.2196,0.2196
3J567DP9LLBDQUW0322ZJ0FWFWZFPB,0.0,0.0316,0.1119,0.2719,0.3653,0.3653
3J5HEGTZRLQ9SE8SW9LZS2A15OXGGI,0.0,0.0,0.0837,0.2225,0.2774,0.2774
3JCELWMC4PY7J05E7LXQXNDWO6Y3V4,0.0,0.0342,0.0572,0.1103,0.2429,0.3209
3JG2O8WUZH7UTHWSYCP6CNBWVH79WZ,0.0,0.0178,0.0617,0.1459,0.1727,0.1727
3JGBBKK855Q5HY1J6RVO56S97I9J0I,0.0,0.0076,0.0938,0.486,0.486,0.486
3JGLGV9D6KL86TQHYYZCMI0V13JD5Y,0.0,0.0113,0.0525,0.1963,0.1963,0.1963
3JT4BYK2Y4IL1Z22PAHP7P5PI0U2WH,0.0,0.0,0.0283,0.0966,0.0966,0.0966
3K0G5SYN9K0M6D335K10A1FE8RM8MU,0.0155,0.1419,0.2116,0.5359,0.7467,0.7905
3K0G5SYNALYS7SB8UL3I5RQZNM3M85,0.0108,0.09,0.2073,0.3501,0.379,0.3831
3K0T7FOBIJOUXM7ZLBPJYBSGQYWM14,0.0,0.083,0.1394,0.2769,0.2769,0.2769
3K27O5FVBZ6Y1U1OKHZVRLOYVIWW5C,0.0,0.0,0.0683,0.1596,0.3179,0.6067
3K3X4GGOSLN6JKEE0NBXYD5PSA6MC7,0.0053,0.0371,0.103,0.4445,0.4445,0.4445
3K3X4GGOSLN6JKEE0NBXYD5PV12MCO,0.0,0.0,0.0438,0.4361,0.4361,0.4361
3K3X4GGOSLN9WHITSDB41LMDI6SMCK,0.0529,0.0635,0.1236,0.2243,0.2243,0.2243
3K9T2ON9ZE5ORLPELXZMHUO84LJMTT,0.0,0.0126,0.0329,0.1603,0.1603,0.1603
3KNJI1FZ8L912486RAFQQV3ZEP6NQU,0.0505,0.1031,0.2753,0.3996,0.3996,0.3996
3L4EWVFWCZFLPLXQZ7MWBK7MU2X9OK,0.0,0.0,0.0426,0.1841,0.1841,0.1841
3L8V324VIV0JU2BOPG7PUH68F6NF91,0.0,0.0,0.0219,0.0647,0.0647,0.0647
3L8V324VIVQEQ524CR2N49U2T8GF9N,0.059,0.1107,0.1812,0.3247,0.3247,0.3247
3LBF4GRVWQC3B97WPKKEJO5WDODDDG,0.0,0.0,0.0341,0.121,0.121,0.121
3LBF4GRVWQSB1V8AOKNI47EZJYMDDE,0.1041,0.1994,0.2809,0.4134,0.4689,0.4689
3LCM1J6T1CTW3PUN949YD9G6A99CYC,0.0,0.0261,0.0479,0.1462,0.1462,0.1462
3LE9INWSFWFC7U06C7E8H83VJHH0ML,0.0,0.0,0.0,0.0817,0.0817,0.0817
3LJE53CC7VYWE1O3MIQ180XM33HESQ,0.0,0.0,0.0579,0.118,0.1282,0.1282
3LLXQSS3GH7EI0TIBFCZBVHJUIM2FF,0.0,0.064,0.1295,0.2823,0.2823,0.2823
3LLXQSS3GH7EI0TIBFCZBVHJURL2FW,0.0,0.064,0.1296,0.2811,0.2811,0.2811
3LV0310AAZ0POAIRABRDV0CJ4TWKD9,0.0176,0.0899,0.1678,0.2984,0.2984,0.2984
3LV0310AAZ5BVL06B1AU1YGZUNKDKM,0.0325,0.0759,0.1091,0.2377,0.268,0.4879
3LV0310AAZ5BVL06B1AU1YGZUNKDKM_1,0.0552,0.0807,0.1108,0.2814,0.4896,0.4896
3LV0310AAZ5BVL06B1AU1YGZUNKDKM_2,0.0481,0.0757,0.0987,0.1492,0.2747,0.4879
3LV0310AAZ7UO39UCWLZNYY1B3BDKS,0.0183,0.0485,0.109,0.3329,0.3329,0.3329
3LV0310AB0FIJI1LDLADGNAZ3BMKDF,0.0352,0.1064,0.218,0.6732,0.6732,0.6732
3LV0310AB0LE2KPSDVZ5QZ931M3DKU,0.0,0.0066,0.0504,0.3201,0.4225,0.4225
3M35MA94IX9MX6PXAQCG5JTOJ1HNO3,0.0463,0.1597,0.2446,0.4718,0.5738,0.5738
3M6KHLIXGO95W4HFFOS373KMUDHIRT,0.0,0.0198,0.0335,0.2116,0.2501,0.2501
3ME56J5KH09H8MTADW07EI1HZMYC6P,0.0,0.0213,0.0313,0.1561,0.1561,0.1561
3ME56J5KH0A6OHM7NB7LNJZ2KW86CO,0.0,0.0,0.0595,0.1646,0.2648,0.2648
3MGKBFT74NRL5KAEINTLHYIV1ONSJ5,0.0,0.0,0.0076,0.0809,0.1111,0.1111
3MHMBB6SGFYXPF5WOO57T0Y1YOLKW9,0.0,0.0,0.0318,0.096,0.096,0.096
3MK14RC5NS9WDGLCZVLGWCZQJ24T6G,0.0,0.0079,0.0508,0.1274,0.2053,0.3263
3MK14RC5NS9WDGLCZVLGWCZQJ2BT6N,0.0,0.0,0.031,0.1651,0.202,0.2576
3MKP0VNPL180YVBEBVOO0GDECBIJRU,0.0094,0.017,0.0327,0.1386,0.1386,0.1386
