imageID,"25% of windows have density equal to or less","50% of windows have density equal to or less","75% of windows have density equal to or less","95% of windows have density equal to or less","98% of windows have density equal to or less","100% of windows have density equal to or less"
306OACM7G04QOX49OC3VEMIMU7KA8L,0.0,0.0077,0.1219,0.2133,0.2234,0.2699
30E2X49V611K26Z0IIHLB47CQY53NF,0,0,0,0,0,0
30E2X49V611K26Z0IIHLB47CQY63NG,0,0,0,0,0,0
30GUUI0R316PRKEN69AJEXY15MMBCT,0.0,0.0077,0.0639,0.2743,0.3065,0.3065
319N3DB42B6LKGW48RIT1IUY6MJEPG,0.0,0.0,0.1388,0.1948,0.2618,0.2755
31H4HIBP9AWNGDF6JZY7J01Z8LG5HP,0.0589,0.0872,0.1869,0.2372,0.2569,0.2569
31QBDMKNDPO96CGOU6OI3UH1N96L85,0.0081,0.0198,0.0463,0.1016,0.111,0.111
31QOF9ABLNAV27TO4PXO0GLATWO1L1,0.022,0.1311,0.1977,0.2736,0.3483,0.3483
31R9JPCYP6DVE0AQVNO2QFRENFMWRA,0.118,0.1376,0.2327,0.3364,0.3525,0.3525
31TTIPZ8XM69HILWQZWMCQMN1KS3GE,0.0,0.0013,0.096,0.1325,0.1343,0.138
31ZZN31VRB1J1I6XNAS9X9DBA59QRV,0.0,0.0134,0.0489,0.1872,0.2933,0.388
3203J2GC2PK4HSXGZ2GG107218V84Q,0.0358,0.0597,0.0967,0.17,0.2187,0.2187
3203J2GC2PK4HSXGZ2GG1073Z7V84O,0.0383,0.084,0.1161,0.436,0.449,0.449
3203J2GC2PK4HSXGZ2GG1074VAS84P,0.0,0.0,0.0383,0.1075,0.1263,0.1435
320GLP60AN5TS9K5PU8IGRVPKUZ14P,0.0277,0.0424,0.0955,0.1742,0.1811,0.1811
320GLP60AN6FM9FGZXIOL5AG38941T,0.4022,0.4581,0.5155,0.555,0.5585,0.5585
323KIQYDLQ7S9UIT4NE6QLFONB14CB,0.0,0.0104,0.0501,0.1349,0.139,0.1478
3244QHISJ1ITNE98CFK36E7RG91L0N,0,0,0,0,0,0
3244QHISK2XKVEPCAXDY38M44I9L04,0.0,0.0139,0.0551,0.1108,0.1144,0.1405
329GGY5YRI5WHTWS4FZ9QWPAMFRT4W,0.0,0.007,0.0473,0.1122,0.1354,0.1354
32GVUSPLEYOYH9SP841K39EVOUOK3Z,0.0,0.0878,0.1817,0.2601,0.262,0.262
32GVUSPLFZ61Q5EOZV799O813X5K3C,0.0,0.0,0.05,0.25,0.3213,0.3712
32JEHGQ0QIPYH7JPSF8OLMHJ8AAU81,0.0,0.0,0.0052,0.1533,0.1641,0.2486
32JRJ3GOYGFHSVM6IWA88RJNYD8U1D,0.1033,0.1653,0.2429,0.3405,0.3637,0.4462
32SOQFN7RN4Q5SNOXDF8KS0W4TRIPM,0.0179,0.0467,0.1018,0.1953,0.2241,0.2241
32WAV7G60PNC75TK9C1M3A29EH0D36,0.0,0.0,0.0538,0.1903,0.3166,0.3166
32WAV7G6ZOBEE25MHO1EVKD7PUBD3N,0.0224,0.0345,0.0417,0.1891,0.2509,0.2509
330XZFCZ7R2IEZH3T3I3O6ANM0DXTM,0.0,0.0,0.0183,0.0775,0.1082,0.1082
330XZFCZ7RB627L6HWI9543W690TXG,0.0155,0.0845,0.2037,0.4138,0.4304,0.458
33EWWXEH81XUPFZ4BLANE2SZQMJ40X,0.0,0.0,0.0145,0.1556,0.2005,0.2005
33FLRCV01N0NF725EJLGLLU8UGYORG,0.0,0.0,0.0417,0.16,0.2289,0.2289
33QM7VBL79CAH7ME53S2DMVHTOZ3QX,0.0364,0.1155,0.1784,0.3158,0.4089,0.4347
33RX46D1RXVH625SCIG7UWSYT80X1J,0.0839,0.1725,0.2217,0.2955,0.3026,0.3026
33XMDKLTFSU7YK1SQJZ2MPHPZ4ZZCZ,0.0,0.0834,0.198,0.2348,0.2354,0.2354
344RGS4J7S874QSQIPH3B5TQWFPMPU,0.0,0.0636,0.0951,0.2849,0.3744,0.3744
34B3PHKY7L0QRWI1JO5S4NCKMT3NE1,0.0,0.018,0.0865,0.2605,0.3321,0.3321
34KQN2TBKTGWLIK008X22C5QD2JSAJ,0.0,0.0,0.0107,0.1107,0.1412,0.2196
34RF8KPUOTU14SPS6MXYXNPWVK1SBB,0.0,0.0,0.0,0.1614,0.179,0.2924
34RF8KPUOTU14SPS6MXYXNPWVK1SBB_1,0.0,0.0,0.0477,0.1668,0.2443,0.2924
34RF8KPUOTU14SPS6MXYXNPWVK1SBB_2,0.0,0.0,0.0294,0.1645,0.1932,0.2924
34RF8KPUOTU14SPS6MXYXNPWVK7SBH,0.0,0.0,0.0147,0.1055,0.1735,0.2181
34YKDDZP3UMABNHOK8ECJ4FCOZJWHB,0.1523,0.2829,0.4278,0.5778,0.6153,0.6153
3568B45QGKRG3Y1LZDHA1JA6BSCO3E,0.0261,0.05,0.063,0.0889,0.0987,0.0987
3589VT1T2BGMXIVHZGNGS492OQIJN8,0.0,0.0,0.0824,0.1232,0.127,0.127
35DAEVU8JHJ10FFZ10EN4CRDQ8F870,0.0,0.023,0.07,0.143,0.1559,0.1871
35GRDJC92I6VOWRC3MF6JHNHWWLC7I,0.0,0.0,0.0077,0.1908,0.2351,0.3463
35HIM1LU2HRMGPBVQO0P66HG1MBI5I,0.0202,0.0906,0.1793,0.3235,0.3351,0.3439
35QUA2ABY634ZYN782PTB2BL5I8EGJ,0.0166,0.018,0.0786,0.1989,0.2061,0.2061
35QUA2ABZ7MBAB0HZGYJHQ28USWGE7,0.0,0.0,0.0355,0.1846,0.19,0.1937
361LJMRMCQ5CDYJ025B6700NV8CUR4,0.014,0.0206,0.0537,0.2315,0.2373,0.2373
369VX4MEOJAKM0DV8XRK62EAJWKGI1,0.0,0.0,0.0534,0.1986,0.2297,0.2343
36ARV8EEH67U95XPYN59VTZKFJ2VA1,0.0,0.0,0.0267,0.212,0.2168,0.2168
36FIWAXJH5YZ4NF13JA9L63DO7Z3AS,0.0896,0.1975,0.3039,0.4425,0.4501,0.4792
36HGGQAXL6KTNEA2DMTHLEEUZ4CVBW,0.0514,0.097,0.2692,0.4667,0.562,0.7134
36HGGQAXL6L87J29O35QD9YQWSFBVG,0,0,0,0,0,0
36IAL8HYOXSPP9QYVLXZPMFW48E4R6,0.0,0.0,0.0539,0.1689,0.2988,0.2988
36MWL0IRGCO0L6PQ7W22BBNT0ICOHL,0.0485,0.0734,0.1839,0.236,0.2437,0.2437
36QDS77QN9NG5USZQM0XMAC2L97HFT,0.0,0.0973,0.2209,0.325,0.3715,0.3926
36QDS77QN9Y3AP81GU3ZJ983H37HFJ,0,0,0,0,0,0
36R3RQSDPTXRSZ6X7FR6HZHDYAF078,0.0,0.0,0.0183,0.1559,0.162,0.162
375FCEJV4GX4B1VR293XJCDD0I7CCJ,0.0419,0.1282,0.247,0.4026,0.4484,0.5352
375MF9UHMRPR2XWE6NL8JC3TL1HSX9,0.0,0.019,0.0475,0.0927,0.0992,0.0992
37672WDDC2JA93V4O46FCCJ2VAJNM9,0.0,0.0,0.0,0.1267,0.1476,0.1476
378UBY8FQ61LFCJMHZWZTRZI59A8TB,0.042,0.1045,0.2598,0.615,0.6335,0.6345
378UBY8FR7AABMKBM232FCEFT60T8E,0.0163,0.0596,0.2198,0.3878,0.412,0.4835
379R4POZ46ZM5D7FMP5TH9FBQ7PRXR,0.0,0.0051,0.0233,0.0873,0.1383,0.1383
37CCG24EIZSNBY0O0RYFBPCKLTQZRW,0.0,0.0,0.0019,0.0401,0.0533,0.1966
37CCG24EIZSNBY0O0RYFBPCKLTQZRW_1,0.0,0.0,0.013,0.0299,0.0745,0.1552
37CCG24EIZSNBY0O0RYFBPCKLTQZRW_2,0.0,0.0,0.0035,0.0401,0.0743,0.1785
37FXVUXR5NUGX6LAN3N06Z6PNZ6EWN,0.0,0.0183,0.0346,0.1832,0.2447,0.2447
37NNZ8MO7S6VRHEMSEGUVBLX898EQM,0.0,0.0,0.02,0.2241,0.2751,0.3157
37QHTW84X0Z4WRFH6C4VHQ7JNTDJDT,0.0,0.0167,0.0922,0.1527,0.1662,0.1662
37ZHE2JT1D250TKIB56TICN73UM88S,0.0299,0.0525,0.0916,0.1503,0.1573,0.1573
37ZHE2JT1D250TKIB56TICN73UQ88W,0,0,0,0,0,0
37ZUGP9H9BONPT0XCKXE3200JPH817,0.0258,0.0384,0.0981,0.1504,0.1675,0.1675
37ZUGP9H9BONPT0XCKXE3201JQL81F,0.0,0.0,0.0383,0.1125,0.1263,0.1404
38464Y8J3VK9Y56OSLPV9KDIFIGV4J,0,0,0,0,0,0
