imageID,"25% of windows have density equal to or less","50% of windows have density equal to or less","75% of windows have density equal to or less","95% of windows have density equal to or less","98% of windows have density equal to or less","100% of windows have density equal to or less"
306OACM7G04QOX49OC3VEMIMU7KA8L,0.0,0.0266,0.0597,0.2376,0.2376,0.2376
30E2X49V611K26Z0IIHLB47CQY53NF,0.0,0.0801,0.1466,0.1466,0.1466,0.1466
30E2X49V611K26Z0IIHLB47CQY63NG,0.0402,0.0685,0.0961,0.0961,0.0961,0.0961
30GUUI0R316PRKEN69AJEXY15MMBCT,0.0081,0.0085,0.065,0.2174,0.2174,0.2174
319N3DB42B6LKGW48RIT1IUY6MJEPG,0.0387,0.0696,0.1266,0.2012,0.2012,0.2012
31H4HIBP9AWNGDF6JZY7J01Z8LG5HP,0.0255,0.1025,0.1399,0.2742,0.2742,0.2742
31QBDMKNDPO96CGOU6OI3UH1N96L85,0.0145,0.0199,0.0369,0.0572,0.0572,0.0572
31QOF9ABLNAV27TO4PXO0GLATWO1L1,0.0575,0.082,0.2137,0.3165,0.3165,0.3165
31R9JPCYP6DVE0AQVNO2QFRENFMWRA,0.0,0.0343,0.4027,0.57,0.57,0.57
31TTIPZ8XM69HILWQZWMCQMN1KS3GE,0.0,0.015,0.069,0.2423,0.2423,0.2423
31ZZN31VRB1J1I6XNAS9X9DBA59QRV,0.0127,0.0365,0.0653,0.2543,0.2543,0.2543
3203J2GC2PK4HSXGZ2GG107218V84Q,0.018,0.0329,0.0435,0.1705,0.1705,0.1705
3203J2GC2PK4HSXGZ2GG1073Z7V84O,0.018,0.1196,0.1665,0.2597,0.2597,0.2597
3203J2GC2PK4HSXGZ2GG1074VAS84P,0.0,0.0,0.0,0.2292,0.2292,0.2292
320GLP60AN5TS9K5PU8IGRVPKUZ14P,0.0489,0.0883,0.1205,0.1212,0.1212,0.1212
320GLP60AN6FM9FGZXIOL5AG38941T,0.0555,0.292,0.3364,0.5188,0.5188,0.5188
323KIQYDLQ7S9UIT4NE6QLFONB14CB,0.0,0.0055,0.0389,0.2147,0.2147,0.2147
3244QHISJ1ITNE98CFK36E7RG91L0N,0.0147,0.0298,0.0714,0.0714,0.0714,0.0714
3244QHISK2XKVEPCAXDY38M44I9L04,0.007,0.0089,0.017,0.1804,0.1804,0.1804
329GGY5YRI5WHTWS4FZ9QWPAMFRT4W,0.0172,0.0385,0.0442,0.0551,0.0551,0.0551
32GVUSPLEYOYH9SP841K39EVOUOK3Z,0.0825,0.1154,0.1721,0.1855,0.1855,0.1855
32GVUSPLFZ61Q5EOZV799O813X5K3C,0.0125,0.0461,0.1131,0.1725,0.2874,0.2874
32JEHGQ0QIPYH7JPSF8OLMHJ8AAU81,0.0,0.0,0.0121,0.1324,0.3192,0.3192
32JRJ3GOYGFHSVM6IWA88RJNYD8U1D,0.0972,0.1516,0.182,0.2847,0.2847,0.2847
32SOQFN7RN4Q5SNOXDF8KS0W4TRIPM,0.0014,0.0557,0.0805,0.1863,0.1863,0.1863
32WAV7G60PNC75TK9C1M3A29EH0D36,0.0345,0.0408,0.0594,0.1278,0.1278,0.1278
