imageID,"25% of windows have density equal to or less","50% of windows have density equal to or less","75% of windows have density equal to or less","95% of windows have density equal to or less","98% of windows have density equal to or less","100% of windows have density equal to or less"
306OACM7G04QOX49OC3VEMIMU7KA8L,0.0,0.0,0.0792,0.267,0.338,0.409
30E2X49V611K26Z0IIHLB47CQY53NF,0.0,0.0,0.05,0.2912,0.32,0.3932
30E2X49V611K26Z0IIHLB47CQY63NG,0.0,0.0,0.1068,0.2212,0.25,0.3558
30GUUI0R316PRKEN69AJEXY15MMBCT,0.0,0.0,0.09,0.3826,0.4836,0.5984
319N3DB42B6LKGW48RIT1IUY6MJEPG,0.0,0.0,0.04,0.318,0.4476,0.6
31H4HIBP9AWNGDF6JZY7J01Z8LG5HP,0.0,0.11,0.2152,0.365,0.38,0.5688
31QBDMKNDPO96CGOU6OI3UH1N96L85,0.0,0.0,0.0216,0.19,0.28,0.28
31QOF9ABLNAV27TO4PXO0GLATWO1L1,0.0,0.1168,0.2496,0.4234,0.5052,0.6732
31R9JPCYP6DVE0AQVNO2QFRENFMWRA,0.0,0.0,0.2244,0.546,0.9336,0.99
31TTIPZ8XM69HILWQZWMCQMN1KS3GE,0.0,0.0,0.0,0.308,0.3872,0.524
31ZZN31VRB1J1I6XNAS9X9DBA59QRV,0.0,0.0,0.0238,0.2794,0.3894,0.5086
3203J2GC2PK4HSXGZ2GG107218V84Q,0.0,0.0,0.105,0.31,0.3486,0.411
3203J2GC2PK4HSXGZ2GG1073Z7V84O,0.0,0.011,0.1948,0.4952,0.6474,0.8406
3203J2GC2PK4HSXGZ2GG1074VAS84P,0.0,0.0,0.0,0.23,0.3,0.465
320GLP60AN5TS9K5PU8IGRVPKUZ14P,0.0,0.0,0.1296,0.3416,0.3906,0.64
320GLP60AN6FM9FGZXIOL5AG38941T,0.0,0.0988,0.4948,0.6948,0.736,0.787
323KIQYDLQ7S9UIT4NE6QLFONB14CB,0.0,0.0,0.0,0.2074,0.354,0.538
3244QHISJ1ITNE98CFK36E7RG91L0N,0.0,0.0,0.0,0.132,0.1962,0.3114
3244QHISK2XKVEPCAXDY38M44I9L04,0.0,0.0,0.0,0.2428,0.292,0.4656
329GGY5YRI5WHTWS4FZ9QWPAMFRT4W,0.0,0.0,0.023,0.14,0.2178,0.3688
32GVUSPLEYOYH9SP841K39EVOUOK3Z,0.0,0.0,0.16,0.326,0.36,0.4302
32GVUSPLFZ61Q5EOZV799O813X5K3C,0.0,0.0,0.0,0.28,0.54,0.6696
32JEHGQ0QIPYH7JPSF8OLMHJ8AAU81,0.0,0.0,0.0,0.1564,0.3814,0.76
32JRJ3GOYGFHSVM6IWA88RJNYD8U1D,0.0,0.11,0.26,0.4612,0.5188,0.619
32SOQFN7RN4Q5SNOXDF8KS0W4TRIPM,0.0,0.0,0.1164,0.382,0.4312,0.5658
32WAV7G60PNC75TK9C1M3A29EH0D36,0.0,0.0,0.0,0.2442,0.33,0.39
32WAV7G6ZOBEE25MHO1EVKD7PUBD3N,0.0,0.0,0.0032,0.285,0.3212,0.3876
330XZFCZ7R2IEZH3T3I3O6ANM0DXTM,0.0,0.0,0.0,0.11,0.128,0.25
330XZFCZ7RB627L6HWI9543W690TXG,0.0,0.0,0.2276,0.5088,0.5946,0.9348
33EWWXEH81XUPFZ4BLANE2SZQMJ40X,0.0,0.0,0.0,0.1158,0.21,0.2688
33FLRCV01N0NF725EJLGLLU8UGYORG,0.0,0.0,0.0,0.22,0.2724,0.5256
33QM7VBL79CAH7ME53S2DMVHTOZ3QX,0.0,0.1058,0.2006,0.3872,0.4588,0.6534
33RX46D1RXVH625SCIG7UWSYT80X1J,0.0,0.1024,0.1776,0.557,0.5916,0.6196
33XMDKLTFSU7YK1SQJZ2MPHPZ4ZZCZ,0.0,0.0924,0.2,0.3318,0.3676,0.4176
344RGS4J7S874QSQIPH3B5TQWFPMPU,0.0,0.0,0.0962,0.3206,0.3856,0.4692
34B3PHKY7L0QRWI1JO5S4NCKMT3NE1,0.0,0.0,0.0228,0.3704,0.4464,0.5846
