imageID,"25% of windows have density equal to or less","50% of windows have density equal to or less","75% of windows have density equal to or less","95% of windows have density equal to or less","98% of windows have density equal to or less","100% of windows have density equal to or less"
306OACM7G04QOX49OC3VEMIMU7KA8L,0.0058,0.0343,0.1314,0.2375,0.2486,0.2544
30E2X49V611K26Z0IIHLB47CQY53NF,0.0,0.0,0.1488,0.179,0.179,0.179
30E2X49V611K26Z0IIHLB47CQY63NG,0.0,0.027,0.0884,0.2129,0.2129,0.2129
30GUUI0R316PRKEN69AJEXY15MMBCT,0.0,0.0107,0.1275,0.3101,0.3139,0.3139
319N3DB42B6LKGW48RIT1IUY6MJEPG,0.0,0.0,0.1076,0.2692,0.2849,0.2862
31H4HIBP9AWNGDF6JZY7J01Z8LG5HP,0.0932,0.1988,0.2316,0.2787,0.2787,0.2787
31QBDMKNDPO96CGOU6OI3UH1N96L85,0.0,0.0155,0.0669,0.0781,0.0781,0.0781
31QOF9ABLNAV27TO4PXO0GLATWO1L1,0.0486,0.123,0.2432,0.2811,0.2905,0.2905
31R9JPCYP6DVE0AQVNO2QFRENFMWRA,0.0,0.0275,0.2032,0.4684,0.4711,0.4711
31TTIPZ8XM69HILWQZWMCQMN1KS3GE,0.0,0.0,0.0454,0.1986,0.2029,0.2029
31ZZN31VRB1J1I6XNAS9X9DBA59QRV,0.0,0.0,0.0493,0.2935,0.3016,0.3258
3203J2GC2PK4HSXGZ2GG107218V84Q,0.0463,0.1017,0.1627,0.1835,0.1835,0.1835
3203J2GC2PK4HSXGZ2GG1073Z7V84O,0.03,0.0923,0.1627,0.3215,0.3611,0.3611
3203J2GC2PK4HSXGZ2GG1074VAS84P,0.0,0.0,0.0,0.1726,0.1883,0.1883
320GLP60AN5TS9K5PU8IGRVPKUZ14P,0.0382,0.0673,0.0945,0.194,0.1945,0.1945
320GLP60AN6FM9FGZXIOL5AG38941T,0.1865,0.2651,0.4829,0.5358,0.5596,0.5596
323KIQYDLQ7S9UIT4NE6QLFONB14CB,0.0,0.0,0.0275,0.1552,0.1868,0.2057
3244QHISJ1ITNE98CFK36E7RG91L0N,0.0,0.0223,0.0349,0.1544,0.1544,0.1544
3244QHISK2XKVEPCAXDY38M44I9L04,0.0,0.0066,0.0466,0.1319,0.1504,0.1504
329GGY5YRI5WHTWS4FZ9QWPAMFRT4W,0.0,0.0227,0.0601,0.1706,0.1706,0.1706
32GVUSPLEYOYH9SP841K39EVOUOK3Z,0.0,0.0752,0.1361,0.268,0.2724,0.2724
32GVUSPLFZ61Q5EOZV799O813X5K3C,0.0,0.0,0.0399,0.2639,0.3302,0.3495
32JEHGQ0QIPYH7JPSF8OLMHJ8AAU81,0.0,0.0,0.0047,0.181,0.23,0.2458
32JRJ3GOYGFHSVM6IWA88RJNYD8U1D,0.0597,0.1497,0.2392,0.3206,0.3213,0.3956
32SOQFN7RN4Q5SNOXDF8KS0W4TRIPM,0.0326,0.0751,0.1006,0.2299,0.2299,0.2299
32WAV7G60PNC75TK9C1M3A29EH0D36,0.0,0.0,0.0433,0.1781,0.27,0.27
32WAV7G6ZOBEE25MHO1EVKD7PUBD3N,0.0,0.0256,0.0619,0.1999,0.2531,0.2531
