imageID,"25% of windows have density equal to or less","50% of windows have density equal to or less","75% of windows have density equal to or less","95% of windows have density equal to or less","98% of windows have density equal to or less","100% of windows have density equal to or less"
306OACM7G04QOX49OC3VEMIMU7KA8L,0.0,0.016,0.0754,0.2183,0.2307,0.2307
30E2X49V611K26Z0IIHLB47CQY53NF,0.0,0.0232,0.0624,0.1576,0.1576,0.1576
30E2X49V611K26Z0IIHLB47CQY63NG,0.0065,0.0558,0.0638,0.122,0.122,0.122
30GUUI0R316PRKEN69AJEXY15MMBCT,0.0,0.0216,0.0975,0.2266,0.2266,0.2266
319N3DB42B6LKGW48RIT1IUY6MJEPG,0.0,0.0243,0.0799,0.2507,0.2983,0.2983
31H4HIBP9AWNGDF6JZY7J01Z8LG5HP,0.079,0.1074,0.141,0.2778,0.2778,0.2778
31QBDMKNDPO96CGOU6OI3UH1N96L85,0.0073,0.0299,0.037,0.0938,0.0938,0.0938
31QOF9ABLNAV27TO4PXO0GLATWO1L1,0.0376,0.15,0.1975,0.3333,0.3333,0.3333
31R9JPCYP6DVE0AQVNO2QFRENFMWRA,0.0,0.0287,0.3389,0.5638,0.5638,0.5638
31TTIPZ8XM69HILWQZWMCQMN1KS3GE,0.0,0.0,0.0,0.2851,0.2851,0.2851
31ZZN31VRB1J1I6XNAS9X9DBA59QRV,0.0,0.0262,0.0628,0.2058,0.344,0.344
3203J2GC2PK4HSXGZ2GG107218V84Q,0.0,0.0677,0.1301,0.1871,0.1871,0.1871
3203J2GC2PK4HSXGZ2GG1073Z7V84O,0.0036,0.07,0.1317,0.3468,0.3468,0.3468
3203J2GC2PK4HSXGZ2GG1074VAS84P,0.0,0.0,0.0,0.1412,0.2603,0.2603
320GLP60AN5TS9K5PU8IGRVPKUZ14P,0.045,0.0701,0.1172,0.2004,0.2004,0.2004
320GLP60AN6FM9FGZXIOL5AG38941T,0.012,0.2397,0.3804,0.5762,0.5762,0.5762
323KIQYDLQ7S9UIT4NE6QLFONB14CB,0.0,0.0,0.0432,0.1315,0.2486,0.2486
3244QHISJ1ITNE98CFK36E7RG91L0N,0.0,0.02,0.0294,0.0784,0.0784,0.0784
3244QHISK2XKVEPCAXDY38M44I9L04,0.0066,0.0097,0.0137,0.1659,0.1798,0.1798
329GGY5YRI5WHTWS4FZ9QWPAMFRT4W,0.0,0.0136,0.0381,0.1202,0.1202,0.1202
32GVUSPLEYOYH9SP841K39EVOUOK3Z,0.0611,0.106,0.1446,0.2936,0.2936,0.2936
32GVUSPLFZ61Q5EOZV799O813X5K3C,0.0,0.0311,0.0486,0.2777,0.3555,0.3555
32JEHGQ0QIPYH7JPSF8OLMHJ8AAU81,0.0,0.0,0.0144,0.1366,0.2487,0.4308
32JRJ3GOYGFHSVM6IWA88RJNYD8U1D,0.0738,0.1541,0.1886,0.2743,0.2804,0.2804
32SOQFN7RN4Q5SNOXDF8KS0W4TRIPM,0.0224,0.0514,0.1199,0.1899,0.1899,0.1899
32WAV7G60PNC75TK9C1M3A29EH0D36,0.0,0.0058,0.0766,0.1476,0.1476,0.1476
32WAV7G6ZOBEE25MHO1EVKD7PUBD3N,0.0,0.0025,0.0516,0.1471,0.1471,0.1471
330XZFCZ7R2IEZH3T3I3O6ANM0DXTM,0.0,0.0,0.028,0.0945,0.0945,0.0945
330XZFCZ7RB627L6HWI9543W690TXG,0.0241,0.0952,0.1501,0.371,0.376,0.376
33EWWXEH81XUPFZ4BLANE2SZQMJ40X,0.0,0.0058,0.0204,0.088,0.088,0.088
33FLRCV01N0NF725EJLGLLU8UGYORG,0.0,0.0058,0.0445,0.1356,0.1356,0.1356
33QM7VBL79CAH7ME53S2DMVHTOZ3QX,0.0485,0.1182,0.1817,0.3126,0.4285,0.4285
33RX46D1RXVH625SCIG7UWSYT80X1J,0.0734,0.1672,0.2335,0.3587,0.3587,0.3587
33XMDKLTFSU7YK1SQJZ2MPHPZ4ZZCZ,0.0256,0.1233,0.1705,0.2062,0.2062,0.2062
344RGS4J7S874QSQIPH3B5TQWFPMPU,0.0178,0.0454,0.061,0.344,0.344,0.344
34B3PHKY7L0QRWI1JO5S4NCKMT3NE1,0.0,0.0303,0.1391,0.1903,0.1903,0.1903
34KQN2TBKTGWLIK008X22C5QD2JSAJ,0.0,0.0023,0.0182,0.1181,0.1272,0.1442
34RF8KPUOTU14SPS6MXYXNPWVK1SBB,0.0,0.0,0.0523,0.1076,0.1402,0.2228
34RF8KPUOTU14SPS6MXYXNPWVK1SBB_1,0.0,0.0149,0.0549,0.1832,0.2228,0.2477
34RF8KPUOTU14SPS6MXYXNPWVK1SBB_2,0.0,0.0,0.0537,0.1169,0.1878,0.2471
34RF8KPUOTU14SPS6MXYXNPWVK7SBH,0.0,0.0,0.0164,0.1359,0.1588,0.1915
34YKDDZP3UMABNHOK8ECJ4FCOZJWHB,0.1122,0.2518,0.4032,0.4575,0.4575,0.4575
3568B45QGKRG3Y1LZDHA1JA6BSCO3E,0.0,0.0,0.0912,0.2057,0.2057,0.2057
3589VT1T2BGMXIVHZGNGS492OQIJN8,0.0,0.0041,0.054,0.2757,0.2757,0.2757
35DAEVU8JHJ10FFZ10EN4CRDQ8F870,0.0,0.0126,0.087,0.1596,0.1629,0.1629
35GRDJC92I6VOWRC3MF6JHNHWWLC7I,0.0,0.0,0.0,0.1937,0.2739,0.4267
35HIM1LU2HRMGPBVQO0P66HG1MBI5I,0.0095,0.0624,0.1568,0.3882,0.3882,0.3882
35QUA2ABY634ZYN782PTB2BL5I8EGJ,0.0369,0.055,0.0707,0.129,0.129,0.129
35QUA2ABZ7MBAB0HZGYJHQ28USWGE7,0.0,0.0,0.0,0.3265,0.3265,0.3265
361LJMRMCQ5CDYJ025B6700NV8CUR4,0.0,0.0341,0.0808,0.3752,0.3752,0.3752
369VX4MEOJAKM0DV8XRK62EAJWKGI1,0.0,0.0,0.0163,0.2331,0.2891,0.2891
36ARV8EEH67U95XPYN59VTZKFJ2VA1,0.0,0.0,0.0377,0.1433,0.1433,0.1433
36FIWAXJH5YZ4NF13JA9L63DO7Z3AS,0.1084,0.1679,0.2455,0.4074,0.4095,0.4095
36HGGQAXL6KTNEA2DMTHLEEUZ4CVBW,0.0585,0.0939,0.1669,0.4074,0.4106,0.4106
36HGGQAXL6L87J29O35QD9YQWSFBVG,0.0041,0.0161,0.0281,0.1199,0.1199,0.1199
36IAL8HYOXSPP9QYVLXZPMFW48E4R6,0.0,0.0207,0.0855,0.1383,0.1383,0.1383
36MWL0IRGCO0L6PQ7W22BBNT0ICOHL,0.0404,0.0918,0.1215,0.2663,0.2663,0.2663
