imageID,"25% of windows have density equal to or less","50% of windows have density equal to or less","75% of windows have density equal to or less","95% of windows have density equal to or less","98% of windows have density equal to or less","100% of windows have density equal to or less"
306OACM7G04QOX49OC3VEMIMU7KA8L,0.0088,0.0176,0.092,0.1806,0.1806,0.1806
30E2X49V611K26Z0IIHLB47CQY53NF,0,0,0,0,0,0
30E2X49V611K26Z0IIHLB47CQY63NG,0,0,0,0,0,0
30GUUI0R316PRKEN69AJEXY15MMBCT,0.004,0.004,0.004,0.1394,0.1394,0.1394
319N3DB42B6LKGW48RIT1IUY6MJEPG,0.018,0.0225,0.1239,0.183,0.183,0.183
31H4HIBP9AWNGDF6JZY7J01Z8LG5HP,0.0398,0.0398,0.0398,0.1655,0.1655,0.1655
31QBDMKNDPO96CGOU6OI3UH1N96L85,0.0075,0.0075,0.0075,0.0452,0.0452,0.0452
31QOF9ABLNAV27TO4PXO0GLATWO1L1,0.0315,0.0315,0.0315,0.2062,0.2062,0.2062
31R9JPCYP6DVE0AQVNO2QFRENFMWRA,0.1374,0.2066,0.3029,0.3029,0.3029,0.3029
31TTIPZ8XM69HILWQZWMCQMN1KS3GE,0.0,0.0054,0.0641,0.1111,0.1111,0.1111
31ZZN31VRB1J1I6XNAS9X9DBA59QRV,0.012,0.0457,0.0711,0.1646,0.1646,0.1646
3203J2GC2PK4HSXGZ2GG107218V84Q,0.0461,0.0461,0.0461,0.1111,0.1111,0.1111
3203J2GC2PK4HSXGZ2GG1073Z7V84O,0.0447,0.0447,0.0447,0.2532,0.2532,0.2532
3203J2GC2PK4HSXGZ2GG1074VAS84P,0.0,0.0,0.0062,0.0868,0.0868,0.0868
320GLP60AN5TS9K5PU8IGRVPKUZ14P,0.0205,0.0205,0.0205,0.1161,0.1161,0.1161
320GLP60AN6FM9FGZXIOL5AG38941T,0.2927,0.2927,0.2927,0.4748,0.4748,0.4748
323KIQYDLQ7S9UIT4NE6QLFONB14CB,0.0172,0.0202,0.0261,0.0856,0.0856,0.0856
3244QHISJ1ITNE98CFK36E7RG91L0N,0,0,0,0,0,0
3244QHISK2XKVEPCAXDY38M44I9L04,0.0099,0.0131,0.0353,0.0667,0.0667,0.0667
329GGY5YRI5WHTWS4FZ9QWPAMFRT4W,0.0092,0.0238,0.0719,0.0719,0.0719,0.0719
32GVUSPLEYOYH9SP841K39EVOUOK3Z,0.0929,0.1131,0.182,0.182,0.182,0.182
32GVUSPLFZ61Q5EOZV799O813X5K3C,0.0,0.0353,0.0491,0.2879,0.2879,0.2879
32JEHGQ0QIPYH7JPSF8OLMHJ8AAU81,0.0,0.0,0.0248,0.0895,0.1436,0.1436
32JRJ3GOYGFHSVM6IWA88RJNYD8U1D,0.0953,0.1666,0.1716,0.2412,0.2412,0.2412
32SOQFN7RN4Q5SNOXDF8KS0W4TRIPM,0.0126,0.0126,0.0126,0.1361,0.1361,0.1361
32WAV7G60PNC75TK9C1M3A29EH0D36,0.0019,0.0537,0.1094,0.1094,0.1094,0.1094
32WAV7G6ZOBEE25MHO1EVKD7PUBD3N,0.0155,0.0155,0.0155,0.1127,0.1127,0.1127
330XZFCZ7R2IEZH3T3I3O6ANM0DXTM,0.0019,0.0199,0.0423,0.0423,0.0423,0.0423
330XZFCZ7RB627L6HWI9543W690TXG,0.0437,0.1038,0.2037,0.3254,0.3254,0.3254
33EWWXEH81XUPFZ4BLANE2SZQMJ40X,0.0019,0.01,0.073,0.073,0.073,0.073
33FLRCV01N0NF725EJLGLLU8UGYORG,0.0223,0.0385,0.0817,0.0817,0.0817,0.0817
33QM7VBL79CAH7ME53S2DMVHTOZ3QX,0.0577,0.1119,0.1516,0.3376,0.3376,0.3376
33RX46D1RXVH625SCIG7UWSYT80X1J,0.0758,0.0758,0.0758,0.2124,0.2124,0.2124
33XMDKLTFSU7YK1SQJZ2MPHPZ4ZZCZ,0.0157,0.0157,0.0157,0.1666,0.1666,0.1666
344RGS4J7S874QSQIPH3B5TQWFPMPU,0.0489,0.0686,0.1485,0.1485,0.1485,0.1485
34B3PHKY7L0QRWI1JO5S4NCKMT3NE1,0.0,0.0,0.0,0.1578,0.1578,0.1578
