groupID,a.count,a.innerHref(#),bonus,button,characters,div,fileSize,header.h1,header.h2,header.h3,header.h4,header.h5,img.count,img.over100px,img.under100px,input.count,input.required,input.type.button,input.type.checkbox,input.type.color,input.type.date,input.type.datetime,input.type.datetime-local,input.type.email,input.type.file,input.type.hidden,input.type.image,input.type.month,input.type.number,input.type.password,input.type.radio,input.type.range,input.type.reset,input.type.search,input.type.submit,input.type.tel,input.type.text,input.type.text.readonly,input.type.time,input.type.url,input.type.week,length,p,selection,span,textarea.count,textarea.size,video,z_sum_inputs
306OACM7G04QOX49OC3VEMIMU7KA8L,19,0,0,1,3786,114,127510,0,1,0,0,0,25,0,0,302,0,1,7,0,0,0,0,1,0,212,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,nn,5,2,33,3,"['2*20', '2*20']",0,80
