imageID;text densities;Histogram of windows with text densitites b/w 0:0.1:1;threshold;windows greater than threshold;largest connected window (no. of windows);largest connected window in pixels;The average size of connected regions;
3AJ89545NQHYX91N7X3ADUYHKVTBEA.png;0.0543,0.2538,0.2793,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1140,0.0000,0.1081,0.0126,0.1093,0.0000,0.0698,0.0000,0.1297,0.3614,0.0835,0.0000,0.1346,0.0000,0.1464,0.2960,0.1022,0.0000,0.2651,0.0000,0.0000,0.4165,0.0273,0.0000,0.1592,0.0000,0.0280,0.5839,0.0000,0.0000,0.5035,0.0000,0.0000,0.3828,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0223,0.0000,0.0000,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,;11,5,4,2,2,1,0,0,0,0,0,;0.1861;9;2;136400;4.50;
3AJ89545NQRFJUS6JU65GFBBEJ7BEW.png;0.0387,0.2833,0.2087,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3096,0.0000,0.1844,0.0000,0.0323,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;2,2,2,0,0,0,0,0,0,0,0,;0.1762;4;2;136400;2.00;
3AMAQJSW8I20H10ADEKNBNOAVRROI5.png;0.1829,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;0,1,0,0,0,0,0,0,0,0,0,;0.1829;1;1;68200;1.00;
3B9PUZPHFHW5PZT5Q7OV88NG9W6JA5.png;0.0000,0.0523,0.0595,0.0123,0.0439,0.0299,0.0702,0.0748,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1105,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1121,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;7,2,0,0,0,0,0,0,0,0,0,;0.0628;4;2;136400;2.00;
3BGEFHL0JHEL8I3UU0A0G1OJRYOJBS.png;0.1656,0.0468,0.0000,0.0000,0.2191,0.2116,0.1809,0.1987,0.2394,0.1737,0.1426,0.2055,0.1425,0.1755,0.0439,0.0305,0.0000,0.3087,0.0000,0.0379,0.0696,0.3267,0.0000,0.2494,0.0000,0.1641,0.0664,0.4164,0.0000,0.0092,0.0000,0.0803,0.1798,0.0000,0.0000,0.0760,0.0000,0.0000,0.0307,0.0000,0.0000,0.3448,0.0000,0.0595,0.0040,0.0000,0.0000,0.1300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1146,0.0000,0.0000,0.0000,0.0345,0.0000,0.0000,0.0000,0.0234,0.0000,0.0000,0.0000,0.0052,;12,12,5,2,1,0,0,0,0,0,0,;0.1402;18;16;1091200;6.67;
3BHOG8KFNLAK9AB1ZQLEP6Q0T3RR81.png;0.0000,0.3050,0.4898,0.4044,0.3904,0.3905,0.3470,0.3601,0.2415,0.1145,0.3486,0.5252,0.5356,0.3332,0.3486,0.4230,0.4323,0.0000,0.0000,0.0000,0.0406,0.1254,0.0000,0.5650,0.0000,0.4268,0.0000,0.0000,0.0000,0.0033,0.0000,0.4550,0.0000,0.4650,0.0000,0.4545,0.0000,0.0000,0.1595,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1444,0.0000,0.0000,0.3100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;1,4,3,8,7,3,0,0,0,0,0,;0.3385;17;11;750200;6.00;
3BK5FW2G6MZ18ENS8D29GOXE9AHRCA.png;0.0000,0.0776,0.0869,0.0588,0.1470,0.0419,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;4,1,0,0,0,0,0,0,0,0,0,;0.0824;2;1;68200;2.00;
3BRG9Q58M1LAH7AQ01RWX47CRWFYQ2.png;0.0000,0.0000,0.2849,0.0873,0.0000,0.0000,0.2027,0.0107,0.1845,0.2359,0.0223,0.1986,0.0846,0.1204,0.1222,0.0292,0.0000,0.0000,0.0000,0.0000,0.0000,0.0029,0.0000,0.0877,0.0000,0.0191,0.0000,0.0271,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;8,5,2,0,0,0,0,0,0,0,0,;0.1075;7;7;477400;7.00;
3BZN229KV5TWHZF32GLR8LCC1TX6DS.png;0.0000,0.0000,0.1965,0.0000,0.1240,0.0933,0.0613,0.0583,0.0111,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0389,0.0000,0.0000,0.0097,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1127,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0477,;6,3,0,0,0,0,0,0,0,0,0,;0.0686;4;3;204600;2.00;
3C2UN3Y7UJLGZT23JF159R7GHEFMFI.png;0.0000,0.0567,0.1685,0.3898,0.6876,0.2305,0.4869,0.3058,0.3905,0.4351,0.2491,0.6350,0.3067,0.4524,0.4971,0.2682,0.1235,0.0267,0.0000,0.0877,0.0540,0.3202,0.0000,0.0810,0.0000,0.1092,0.0588,0.0649,0.0000,0.0533,0.0000,0.1888,0.0626,0.2673,0.0000,0.0007,0.0000,0.0000,0.0043,0.3096,0.0000,0.0350,0.0000,0.0012,0.1094,0.0000,0.0000,0.2465,0.0000,0.0000,0.4396,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,0.1176,0.0000,0.0000,0.0000,0.0523,0.0000,0.0000,0.0000,0.0669,;14,4,8,3,5,0,2,0,0,0,0,;0.2110;18;13;886600;6.00;
3CF7EZI55RWEYNZ9U956QWWUG93IL2.png;0.0000,0.0000,0.1757,0.2414,0.1848,0.0000,0.0000,0.1563,0.0564,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1224,0.0000,0.2173,0.0000,0.0901,0.0000,0.0533,0.0000,0.0494,0.0009,0.1701,0.0000,0.1126,0.0000,0.0935,0.0021,0.0000,0.0000,0.0100,0.0000,0.0000,0.0049,0.0000,0.0000,0.1228,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;5,7,2,0,0,0,0,0,0,0,0,;0.1036;9;3;204600;4.50;
3CP9VRCFS74RV9VXRUIMMBYWTQDUEZ.png;0.0000,0.0232,0.1921,0.0000,0.3932,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;1,1,0,1,0,0,0,0,0,0,0,;0.2029;1;1;68200;1.00;
3CTCX9NXB5M1LSUM0XPXZV8QE2WLJA.png;0.2892,0.0089,0.3382,0.1463,0.0000,0.0076,0.0032,0.3213,0.1579,0.0000,0.2578,0.0821,0.2555,0.4345,0.5817,0.4087,0.0350,0.0733,0.0000,0.0000,0.0265,0.2024,0.0000,0.0000,0.0000,0.2150,0.7443,0.2483,0.0000,0.3004,0.0000,0.2982,0.0000,0.1075,0.0000,0.0000,0.0000,0.0000,0.2091,0.4341,0.0000,0.1271,0.0000,0.0000,0.1033,0.0000,0.0000,0.1646,0.0000,0.0000,0.0592,0.0985,0.0000,0.0000,0.0000,0.0898,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0918,0.0000,0.0000,0.0000,0.0345,;11,6,7,3,2,1,0,1,0,0,0,;0.2046;15;8;545600;4.00;
3CTCX9NXC67QIV0KKFDEFSMCFTJJLN.png;0.0000,0.0190,0.3639,0.3629,0.3950,0.4476,0.4476,0.3238,0.2065,0.0370,0.2001,0.1691,0.0000,0.0000,0.0000,0.0000,0.0000,0.4000,0.0000,0.0000,0.4045,0.0000,0.0000,0.0000,0.0000,0.0000,0.4000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0141,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0143,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;4,3,0,7,2,0,0,0,0,0,0,;0.2628;9;6;409200;3.00;
3CVHT3IKUYKSX9WRAWTF52715RU0R4.png;0.0000,0.3884,0.0239,0.4123,0.1183,0.0000,0.0735,0.0106,0.0639,0.0203,0.0537,0.0300,0.0000,0.0000,0.0000,0.0000,0.0000,0.4374,0.0000,0.1230,0.0000,0.3857,0.0000,0.2155,0.0000,0.0000,0.0000,0.0000,0.0000,0.2094,0.0000,0.0340,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2116,0.0000,0.0000,0.0343,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;9,3,2,2,2,0,0,0,0,0,0,;0.1581;7;2;136400;3.50;
3CYDGW98NMPSZAAQ0W8MOBJZSSBOM6.png;0.2181,0.0000,0.3503,0.5119,0.2089,0.0000,0.0000,0.2740,0.3583,0.0236,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0355,0.0000,0.3350,0.0000,0.1870,0.0000,0.2613,0.0000,0.2633,0.0000,0.0636,0.0000,0.0000,0.0000,0.3677,0.0792,0.0000,0.0000,0.2518,0.0000,0.0000,0.2978,0.0265,0.0000,0.0318,0.0000,0.0000,0.0000,0.0000,0.0000,0.3739,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;6,2,6,5,0,1,0,0,0,0,0,;0.2260;11;3;204600;3.67;
3D00S7P7YG22I1NWJE5APKC40DIEZA.png;0.2094,0.0320,0.2478,0.2147,0.0000,0.0000,0.0000,0.0030,0.0014,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0610,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;2,1,2,0,0,0,0,0,0,0,0,;0.1099;3;2;136400;1.50;
3D3KZYB02J3NX4IAX3WJJNSJTAYV8O.png;0.0000,0.0232,0.3811,0.7218,0.5311,0.0081,0.0000,0.0000,0.0000,0.0000,0.0000,0.4635,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3924,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;1,0,0,2,1,1,0,1,0,0,0,;0.3602;5;2;136400;2.50;
3D3KZYB03KLUXQ4AWC4FKH86OYE8VD.png;0.0000,0.0945,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;1,0,0,0,0,0,0,0,0,0,0,;0.0945;1;1;68200;1.00;
3D3X1L1OBIRB9XRZKHJ79UYYYTK1VU.png;0.0348,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0545,0.0000,0.1397,0.1498,0.0929,0.0000,0.1052,0.0000,0.1074,0.0004,0.0885,0.0000,0.1387,0.0000,0.0746,0.0455,0.1985,0.0000,0.1926,0.0000,0.0000,0.1898,0.0000,0.0000,0.0944,0.0000,0.0000,0.1890,0.0000,0.0000,0.0225,0.0000,0.0000,0.2978,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;10,7,1,0,0,0,0,0,0,0,0,;0.1167;8;4;272800;4.00;
3D3X1L1OBIRB9XRZKHJ79UYYYTK1VU_1.png;0.2673,0.0249,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1695,0.0000,0.1010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;2,1,1,0,0,0,0,0,0,0,0,;0.1407;2;1;68200;2.00;
3D3X1L1OBIRB9XRZKHJ79UYYYTK1VU_2.png;0.0665,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1866,0.0000,0.0651,0.0000,0.0098,0.0000,0.2159,0.0000,0.1151,0.4450,0.0000,0.0000,0.1867,0.0000,0.1245,0.0111,0.0660,0.0000,0.3354,0.0000,0.0000,0.1017,0.0000,0.0000,0.0000,0.0000,0.0000,0.2814,0.0000,0.0000,0.2435,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;5,4,3,1,1,0,0,0,0,0,0,;0.1636;7;3;204600;3.50;
3D7N1211O74L32LV8ZFDVQWGH61MAZ.png;0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0135,0.0522,0.4406,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3349,0.0000,0.2023,0.0000,0.1045,0.0000,0.0769,0.0000,0.2334,0.0000,0.2773,0.0000,0.1074,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;5,1,2,1,1,0,0,0,0,0,0,;0.1843;5;1;68200;5.00;
3D7N1211P8PBU1MJEXLJFBT15KWAMH.png;0.2143,0.1895,0.0096,0.0082,0.0040,0.0040,0.0092,0.0095,0.0095,0.0019,0.0013,0.0056,0.0000,0.0016,0.0051,0.0000,0.0013,0.1237,0.0000,0.0764,0.0000,0.1329,0.0000,0.1203,0.0000,0.0535,0.0640,0.1426,0.0000,0.1131,0.0000,0.0520,0.0000,0.1389,0.0000,0.0681,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0672,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;6,7,1,0,0,0,0,0,0,0,0,;0.0603;12;9;613800;4.33;
3D8B00U52IVJZWECZOBXRVFXL2U83O.png;0.3733,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0601,0.0000,0.1590,0.0283,0.0000,0.0000,0.0000,0.0000,0.0000,0.0331,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;3,1,0,1,0,0,0,0,0,0,0,;0.1308;2;1;68200;2.00;
3D8B00U52IVJZWECZOBXRVFYHAV833.png;0.2719,0.0843,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3379,0.0793,0.0049,0.0419,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1843,0.0000,0.0067,0.0000,0.0244,0.0000,0.0232,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;5,1,1,1,0,0,0,0,0,0,0,;0.1059;3;1;68200;3.00;
3DBJK6OC3AF4JLMP40JUKZIT4XNYF3.png;0.1630,0.1616,0.3490,0.2370,0.0042,0.0000,0.0209,0.0639,0.0688,0.0000,0.2115,0.0990,0.0000,0.0000,0.0000,0.0000,0.0000,0.1409,0.0000,0.0000,0.2099,0.2723,0.0000,0.2048,0.0000,0.0000,0.1674,0.0000,0.0000,0.0878,0.0000,0.1298,0.3143,0.1758,0.0000,0.2513,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2523,0.0755,0.0000,0.0000,0.1099,0.0000,0.0000,0.1450,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;7,9,5,2,0,0,0,0,0,0,0,;0.1632;11;4;272800;3.67;
3DCXWU0MSDB2RCYGDPZ82R371ZGTVX.png;0.0000,0.0000,0.2493,0.0690,0.0989,0.0689,0.0875,0.0162,0.0000,0.2619,0.2647,0.1983,0.0135,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1640,0.0000,0.0070,0.0000,0.1422,0.0000,0.0080,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;6,3,3,0,0,0,0,0,0,0,0,;0.1178;6;3;204600;2.00;
3DECMKXKT815JCLN1RI1KKDJDFAMBB.png;0.1646,0.5157,0.3317,0.1634,0.2982,0.2890,0.3629,0.3914,0.0843,0.1586,0.3484,0.3986,0.2679,0.1938,0.4311,0.3957,0.4361,0.0010,0.0000,0.0408,0.0180,0.2084,0.0000,0.2762,0.0000,0.1392,0.0000,0.1063,0.0000,0.5032,0.0000,0.4804,0.0140,0.4283,0.0000,0.0248,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1640,0.0000,0.0000,0.2851,0.0000,0.0000,0.2282,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0185,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0329,;8,7,6,6,5,1,0,0,0,0,0,;0.2412;17;11;750200;6.00;
3DHOXWJRSC3OAPE5AL86OV64DJCT3O.png;0.1821,0.2266,0.2797,0.2442,0.3216,0.2637,0.1587,0.1128,0.1964,0.1401,0.1156,0.1447,0.1043,0.0161,0.0000,0.0000,0.0000,0.1545,0.0000,0.0247,0.0615,0.0000,0.0000,0.0762,0.0000,0.1348,0.0091,0.0145,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1365,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0168,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;7,10,4,1,0,0,0,0,0,0,0,;0.1363;12;10;682000;6.00;
3DPZKFEUURUGTQUQB4SOUUG5ZFPI4V.png;0.1710,0.0150,0.0781,0.0235,0.0332,0.0206,0.0052,0.0155,0.0265,0.0202,0.0285,0.0144,0.0195,0.0000,0.0000,0.0019,0.0402,0.3429,0.0000,0.5014,0.0912,0.0730,0.0000,0.1975,0.0000,0.0612,0.1075,0.0000,0.0000,0.0000,0.0000,0.0032,0.0012,0.2657,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;16,2,1,1,1,0,0,0,0,0,0,;0.0863;7;3;204600;2.33;
3DPZKFEUVSIPT2ERNEAT4GS1UAKI44.png;0.0000,0.0000,0.5675,0.2422,0.2652,0.5375,0.3733,0.1556,0.1429,0.3196,0.2836,0.0329,0.3063,0.2760,0.0000,0.0000,0.0000,0.0011,0.0000,0.0903,0.0380,0.3650,0.0000,0.0400,0.0000,0.4050,0.0000,0.0503,0.0000,0.0000,0.0000,0.0000,0.1723,0.1336,0.0000,0.0189,0.0000,0.0000,0.4050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0304,0.4050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;7,4,5,6,0,2,0,0,0,0,0,;0.2263;13;9;613800;4.33;
3DXFGU9SKN7P79WJOTN6EK4MLG3EXS.png;0.1567,0.1524,0.1640,0.0150,0.1167,0.0000,0.0677,0.0716,0.0603,0.0000,0.0799,0.0593,0.0000,0.1303,0.0598,0.0000,0.0231,0.0000,0.0000,0.0000,0.0000,0.0036,0.0000,0.0348,0.0000,0.0000,0.0000,0.0025,0.0000,0.0367,0.0000,0.0000,0.0071,0.0000,0.0000,0.0887,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0958,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;12,5,0,0,0,0,0,0,0,0,0,;0.0713;9;7;477400;4.50;
