imageID;text densities;Histogram of windows with text densitites b/w 0:0.1:1;threshold;windows greater than threshold;largest connected window (no. of windows);largest connected window in pixels;The average size of connected regions;
3ID43DSF5JBJ2SZGW2H8HR9RGRT5G5.png;0.0366,0.0521,0.0000,0.0000,0.0000,0.0422,0.0859,0.0402,0.0632,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2950,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0494,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;7,0,1,0,0,0,0,0,0,0,0,;0.0831;2;1;68200;2.00;
3IE95L92ROOBGIB0W5PPNWUUL5E7M3.png;0.2475,0.0000,0.0244,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2430,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;1,0,2,0,0,0,0,0,0,0,0,;0.1716;2;1;68200;2.00;
3IOQH27Z2E4FFLJVR8TNNB4HIMC1IN.png;0.2665,0.3543,0.4355,0.0473,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1938,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0300,0.0000,0.0000,0.2727,0.0000,0.0000,0.3793,0.0000,0.0000,0.3902,0.0000,0.0000,0.3684,0.0000,0.0000,0.1433,0.0119,0.0000,0.0000,0.0000,0.0592,0.0000,0.0000,0.0000,0.0078,0.0000,0.0000,0.0000,0.0298,0.0000,0.0000,0.0000,0.0521,;6,2,2,4,1,0,0,0,0,0,0,;0.1901;8;3;204600;4.00;
3IR329NZ7YGB0BGT612CO4BTUIW2K0.png;0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;0,0,0,0,0,0,0,0,0,0,0,;NaN;0;
3IRUE3ZCDH3J5468JOOGJ1Y2ZWZIC5.png;0.0676,0.3081,0.3537,0.0898,0.1668,0.1926,0.3870,0.3130,0.2246,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3571,0.0000,0.0111,0.1616,0.0089,0.0000,0.0086,0.0000,0.0300,0.0818,0.0309,0.0000,0.0333,0.0000,0.0252,0.0077,0.0307,0.0000,0.0296,0.0000,0.0000,0.1455,0.0460,0.0000,0.3704,0.0000,0.0000,0.4084,0.0000,0.0000,0.2797,0.0000,0.0000,0.2192,0.0731,0.0000,0.0000,0.0000,0.1724,0.0000,0.0000,0.0000,0.2692,0.0000,0.0000,0.0000,0.0726,0.0000,0.0000,0.0000,0.0000,;13,5,5,6,0,0,0,0,0,0,0,;0.1555;15;7;477400;5.00;
3IXQCB6XI8S61DI53P5ICGI2I9BTIR.png;0.1535,0.2788,0.3330,0.0724,0.2449,0.3316,0.2246,0.2494,0.0804,0.2475,0.1327,0.1533,0.0889,0.2186,0.1292,0.0089,0.0135,0.0816,0.0000,0.2020,0.1806,0.1408,0.0000,0.1713,0.0000,0.0606,0.0909,0.2349,0.0000,0.1778,0.0000,0.0147,0.1382,0.0167,0.0000,0.1457,0.0000,0.0000,0.0989,0.0955,0.0000,0.2021,0.0000,0.0979,0.0628,0.0000,0.0000,0.0098,0.0000,0.0000,0.0135,0.0543,0.0000,0.0000,0.0000,0.0955,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;16,12,7,2,0,0,0,0,0,0,0,;0.1371;19;10;682000;4.75;
3J06FGISLU272UJU8S9F5O38AK5K50.png;0.2287,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1107,0.0000,0.1453,0.0256,0.1490,0.0000,0.0483,0.0000,0.2369,0.1090,0.1107,0.0000,0.2838,0.0000,0.1668,0.0686,0.0680,0.0000,0.0404,0.0000,0.0000,0.1383,0.0000,0.0000,0.1090,0.0000,0.0000,0.2573,0.0000,0.0000,0.0515,0.0000,0.0000,0.0593,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;9,6,4,0,0,0,0,0,0,0,0,;0.1267;8;3;204600;4.00;
3J06FGISMVRO4EVZMT2NFJ1KME95KI.png;0.1516,0.2844,0.0936,0.0000,0.0000,0.0000,0.0267,0.1145,0.1367,0.1637,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1478,0.0000,0.2742,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0666,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;3,5,2,0,0,0,0,0,0,0,0,;0.1460;5;2;136400;2.50;
3J567DP9LLBDQUW0322ZJ0FWFWZFPB.png;0.0723,0.2573,0.2257,0.0793,0.0919,0.0000,0.0000,0.0000,0.0000,0.1580,0.1617,0.2515,0.1576,0.1563,0.1572,0.1906,0.0312,0.0000,0.0000,0.1369,0.0000,0.0568,0.0000,0.1247,0.0000,0.0428,0.0000,0.0312,0.0000,0.1214,0.0000,0.0791,0.0518,0.0540,0.0000,0.0549,0.0000,0.0000,0.1215,0.0000,0.0000,0.0697,0.0000,0.0000,0.1364,0.0000,0.0000,0.1391,0.0000,0.0000,0.0107,0.0132,0.0000,0.0000,0.0000,0.0283,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;15,12,3,0,0,0,0,0,0,0,0,;0.1088;15;9;613800;5.00;
3J5HEGTZRLQ9SE8SW9LZS2A15OXGGI.png;0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;0,0,0,0,0,0,0,0,0,0,0,;NaN;0;
3JCELWMC4PY7J05E7LXQXNDWO6Y3V4.png;0.1663,0.1259,0.1917,0.0327,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0600,0.0000,0.1290,0.0383,0.1101,0.0000,0.0678,0.0000,0.1312,0.0000,0.0842,0.0000,0.0677,0.0000,0.0843,0.0931,0.1298,0.0000,0.0178,0.0000,0.0000,0.0824,0.0000,0.0000,0.0550,0.0000,0.0000,0.0511,0.0000,0.0000,0.0373,0.0000,0.0000,0.0624,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;14,7,0,0,0,0,0,0,0,0,0,;0.0866;8;3;204600;2.67;
3JG2O8WUZH7UTHWSYCP6CNBWVH79WZ.png;0.1870,0.0306,0.0121,0.0082,0.0000,0.0126,0.0067,0.0062,0.0032,0.0080,0.0104,0.0000,0.0094,0.0079,0.0000,0.0119,0.0090,0.0000,0.0000,0.0732,0.0000,0.1197,0.0000,0.0000,0.0000,0.1296,0.0000,0.0794,0.0000,0.0000,0.0000,0.0994,0.1169,0.0570,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;9,4,0,0,0,0,0,0,0,0,0,;0.0475;8;2;136400;4.00;
3JGBBKK855Q5HY1J6RVO56S97I9J0I.png;0.0000,0.0000,0.1433,0.3910,0.2196,0.0103,0.0245,0.0342,0.0058,0.0290,0.0342,0.0013,0.0335,0.0348,0.0000,0.0342,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;8,1,1,1,0,0,0,0,0,0,0,;0.0766;3;2;136400;1.50;
3JGLGV9D6KL86TQHYYZCMI0V13JD5Y.png;0.0404,0.0000,0.0544,0.0152,0.0259,0.0000,0.0696,0.0112,0.0000,0.0000,0.0000,0.0000,0.0145,0.0214,0.0000,0.0000,0.0000,0.2204,0.0000,0.0326,0.2650,0.0000,0.0000,0.0000,0.0000,0.0789,0.1037,0.1167,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;11,1,2,0,0,0,0,0,0,0,0,;0.0764;5;5;341000;5.00;
3JT4BYK2Y4IL1Z22PAHP7P5PI0U2WH.png;0.1995,0.0719,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;1,1,1,0,0,0,0,0,0,0,0,;0.1686;2;1;68200;2.00;
3K0G5SYN9K0M6D335K10A1FE8RM8MU.png;0.1947,0.2922,0.1292,0.4857,0.5595,0.7205,0.1946,0.2379,0.2335,0.1548,0.2288,0.2245,0.2106,0.2385,0.2102,0.2451,0.1991,0.1158,0.0000,0.1449,0.1153,0.1533,0.0000,0.0968,0.0000,0.2107,0.0605,0.2354,0.0000,0.1762,0.0000,0.1590,0.0476,0.1532,0.0000,0.0000,0.0000,0.0000,0.1058,0.0557,0.0000,0.0459,0.0000,0.0000,0.0466,0.0000,0.0000,0.0506,0.0000,0.0000,0.0084,0.0031,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;8,12,11,0,1,1,0,1,0,0,0,;0.1873;17;15;1023000;8.50;
3K0G5SYNALYS7SB8UL3I5RQZNM3M85.png;0.1791,0.0425,0.0000,0.0510,0.1703,0.1852,0.2209,0.1831,0.1410,0.2426,0.1839,0.1237,0.2459,0.1567,0.0948,0.0219,0.0000,0.2162,0.0000,0.4178,0.1470,0.3479,0.0000,0.2937,0.0000,0.3009,0.1206,0.2735,0.0000,0.2138,0.0000,0.1280,0.1864,0.0000,0.0000,0.1619,0.0000,0.0000,0.0945,0.0570,0.0000,0.1996,0.0000,0.0324,0.1077,0.0000,0.0000,0.0994,0.0000,0.0000,0.0000,0.0256,0.0000,0.0000,0.0000,0.0771,0.0000,0.0000,0.0000,0.0244,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;12,14,8,1,1,0,0,0,0,0,0,;0.1602;18;17;1159400;7.33;
3K0T7FOBIJOUXM7ZLBPJYBSGQYWM14.png;0.0000,0.0879,0.0887,0.0887,0.0960,0.0597,0.0000,0.0000,0.0624,0.0729,0.0452,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3122,0.0000,0.2863,0.0000,0.1241,0.0000,0.0000,0.0000,0.1105,0.1780,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1121,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;8,4,1,1,0,0,0,0,0,0,0,;0.1232;4;3;204600;2.00;
3K27O5FVBZ6Y1U1OKHZVRLOYVIWW5C.png;0.2349,0.2052,0.0000,0.0000,0.1184,0.0772,0.0000,0.0000,0.0822,0.0766,0.0000,0.0000,0.1209,0.0694,0.0000,0.0000,0.0920,0.0594,0.0000,0.0064,0.0000,0.0000,0.0000,0.0000,0.0000,0.0642,0.0565,0.0061,0.0000,0.0000,0.0000,0.0000,0.0000,0.0698,0.0000,0.0000,0.0000,0.0000,0.0551,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0340,0.0413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;12,3,1,0,0,0,0,0,0,0,0,;0.0817;6;6;409200;6.00;
3K3X4GGOSLN6JKEE0NBXYD5PSA6MC7.png;0.0000,0.3021,0.5585,0.3824,0.0000,0.0000,0.0000,0.0000,0.3442,0.0000,0.2947,0.0368,0.0000,0.3259,0.0000,0.0000,0.0000,0.2914,0.0000,0.0000,0.0000,0.2365,0.0000,0.0296,0.0000,0.0000,0.0000,0.2623,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0208,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;3,0,5,3,0,1,0,0,0,0,0,;0.2571;8;4;272800;2.67;
3K3X4GGOSLN6JKEE0NBXYD5PV12MCO.png;0.0000,0.0232,0.3811,0.7218,0.5311,0.0081,0.0000,0.0000,0.0000,0.0000,0.0000,0.4635,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3924,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;1,0,0,2,1,1,0,1,0,0,0,;0.3602;5;2;136400;2.50;
3K3X4GGOSLN9WHITSDB41LMDI6SMCK.png;0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1085,0.0000,0.4493,0.0000,0.1672,0.0000,0.2843,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1393,0.0000,0.0000,0.2045,0.0000,0.0000,0.1574,0.0000,0.0000,0.2637,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;1,4,2,0,1,0,0,0,0,0,0,;0.2218;3;2;136400;1.50;
3K9T2ON9ZE5ORLPELXZMHUO84LJMTT.png;0.0000,0.0000,0.3385,0.2023,0.0296,0.1059,0.1298,0.2789,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2434,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2459,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;2,2,3,1,0,0,0,0,0,0,0,;0.1968;5;3;204600;2.50;
3KNJI1FZ8L912486RAFQQV3ZEP6NQU.png;0.1629,0.4187,0.1822,0.0000,0.0218,0.3962,0.1598,0.3157,0.3667,0.3488,0.3198,0.2690,0.1817,0.0000,0.0000,0.0277,0.0326,0.5123,0.0000,0.4635,0.2274,0.4674,0.0000,0.3927,0.0000,0.2648,0.0825,0.0000,0.0000,0.0000,0.0000,0.2391,0.0297,0.2158,0.0000,0.0097,0.0000,0.0000,0.0190,0.2253,0.0000,0.0000,0.0000,0.0378,0.0000,0.0000,0.0000,0.2142,0.0000,0.0000,0.2323,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0282,0.0000,0.0000,0.0000,0.0514,;9,4,8,6,3,1,0,0,0,0,0,;0.2161;16;7;477400;4.00;
3L4EWVFWCZFLPLXQZ7MWBK7MU2X9OK.png;0.0000,0.0715,0.3077,0.3100,0.3094,0.0217,0.0000,0.2568,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;2,0,4,0,0,0,0,0,0,0,0,;0.2128;4;3;204600;2.00;
3L8V324VIV0JU2BOPG7PUH68F6NF91.png;0.0389,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;1,0,0,0,0,0,0,0,0,0,0,;0.0389;1;1;68200;1.00;
3L8V324VIVQEQ524CR2N49U2T8GF9N.png;0.0519,0.1697,0.1622,0.0014,0.1364,0.0993,0.0000,0.0000,0.0103,0.1768,0.0496,0.0501,0.1523,0.2455,0.3524,0.0723,0.0669,0.0987,0.0000,0.1298,0.0000,0.2033,0.0000,0.1796,0.0000,0.3134,0.0102,0.1880,0.0000,0.3901,0.0000,0.1098,0.0000,0.0675,0.0000,0.0878,0.0000,0.0000,0.0054,0.0000,0.0000,0.0944,0.0000,0.0000,0.2050,0.0000,0.0000,0.1336,0.0000,0.0000,0.0607,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1232,0.0000,0.0000,0.0000,0.0594,0.0000,0.0000,0.0000,0.0330,;16,12,1,3,0,0,0,0,0,0,0,;0.1262;15;12;818400;5.67;
3LBF4GRVWQC3B97WPKKEJO5WDODDDG.png;0.0396,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1105,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1121,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;1,2,0,0,0,0,0,0,0,0,0,;0.0874;2;1;68200;2.00;
3LBF4GRVWQSB1V8AOKNI47EZJYMDDE.png;0.0422,0.3927,0.0627,0.0542,0.0382,0.0955,0.0408,0.0792,0.0490,0.0392,0.0913,0.0379,0.0376,0.0231,0.0154,0.0846,0.0414,0.4407,0.0000,0.2262,0.1846,0.6298,0.0000,0.2979,0.0000,0.3855,0.2972,0.3761,0.0000,0.2578,0.0000,0.5625,0.4539,0.3485,0.0000,0.1574,0.0000,0.0000,0.1036,0.0133,0.0000,0.3010,0.0000,0.2248,0.1423,0.0000,0.0000,0.3630,0.0000,0.0000,0.1872,0.0000,0.0000,0.0000,0.0000,0.0433,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1540,0.0000,0.0000,0.0000,0.0000,;19,5,6,5,2,1,1,0,0,0,0,;0.1891;15;11;750200;5.00;
3LCM1J6T1CTW3PUN949YD9G6A99CYC.png;0.0942,0.1025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2197,0.0543,0.1204,0.0033,0.0000,0.0000,0.0000,0.0000,0.2188,0.3550,0.0000,0.1029,0.0000,0.1193,0.0000,0.0618,0.0000,0.0000,0.1093,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2089,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;6,3,2,1,0,0,0,0,0,0,0,;0.1362;4;2;136400;2.00;
3LE9INWSFWFC7U06C7E8H83VJHH0ML.png;0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1906,0.3341,0.0066,0.0161,0.0659,0.0059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0818,0.0000,0.0598,0.0405,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;5,1,0,1,0,0,0,0,0,0,0,;0.0890;2;1;68200;2.00;
3LJE53CC7VYWE1O3MIQ180XM33HESQ.png;0.1826,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0540,0.0904,0.0817,0.1038,0.1846,0.0157,0.0000,0.0000,0.0000,0.0000,0.0000,0.0362,0.0000,0.0968,0.0000,0.0860,0.0000,0.0312,0.0000,0.0075,0.0000,0.0007,0.0277,0.0000,0.0000,0.0570,0.0000,0.0000,0.0376,0.0000,0.0000,0.0370,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;13,2,0,0,0,0,0,0,0,0,0,;0.0665;7;4;272800;3.50;
3LLXQSS3GH7EI0TIBFCZBVHJUIM2FF.png;0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1823,0.3886,0.4299,0.4489,0.1756,0.0000,0.0000,0.0000,0.0000,0.0453,0.0000,0.1178,0.0000,0.4157,0.0000,0.7630,0.0000,0.4301,0.0000,0.8250,0.0460,0.3000,0.0000,0.1195,0.0000,0.0000,0.2502,0.0000,0.0000,0.4664,0.0000,0.0000,0.1915,0.0000,0.0000,0.2101,0.0000,0.0000,0.0229,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;3,5,3,1,5,0,0,1,1,0,0,;0.3068;8;3;204600;2.67;
