imageID;text densities;Histogram of windows with text densitites b/w 0:0.1:1;threshold;windows greater than threshold;largest connected window (no. of windows);largest connected window in pixels;The average size of connected regions;
306OACM7G04QOX49OC3VEMIMU7KA8L.png;0.1626,0.0623,0.0204,0.0185,;3,1,0,0,0,0,0,0,0,0,0,;0.0660;1;1;1092800;1.00;
30E2X49V611K26Z0IIHLB47CQY53NF.png;0.1058,0.0562,0.0000,0.0000,;2,0,0,0,0,0,0,0,0,0,0,;0.0810;1;1;1092800;1.00;
30E2X49V611K26Z0IIHLB47CQY63NG.png;0.0682,0.0563,0.0481,0.0305,;4,0,0,0,0,0,0,0,0,0,0,;0.0508;2;2;2185600;2.00;
30GUUI0R316PRKEN69AJEXY15MMBCT.png;0.0653,0.0705,0.0693,0.0650,;4,0,0,0,0,0,0,0,0,0,0,;0.0675;2;2;2185600;2.00;
319N3DB42B6LKGW48RIT1IUY6MJEPG.png;0.0966,0.0300,0.0521,0.0615,;4,0,0,0,0,0,0,0,0,0,0,;0.0600;2;1;1092800;2.00;
31H4HIBP9AWNGDF6JZY7J01Z8LG5HP.png;0.2590,0.1252,0.0710,0.0729,;2,1,1,0,0,0,0,0,0,0,0,;0.1320;1;1;1092800;1.00;
31QBDMKNDPO96CGOU6OI3UH1N96L85.png;0.0000,0.0000,0.0288,0.0290,;2,0,0,0,0,0,0,0,0,0,0,;0.0289;1;1;1092800;1.00;
31QOF9ABLNAV27TO4PXO0GLATWO1L1.png;0.1177,0.1424,0.1697,0.0084,;0,3,0,0,0,0,0,0,0,0,0,;0.1095;3;3;3278400;3.00;
31R9JPCYP6DVE0AQVNO2QFRENFMWRA.png;0.3000,0.0651,0.0128,0.0000,;2,0,1,0,0,0,0,0,0,0,0,;0.1260;1;1;1092800;1.00;
31TTIPZ8XM69HILWQZWMCQMN1KS3GE.png;0.0432,0.0000,0.0000,0.0920,;2,0,0,0,0,0,0,0,0,0,0,;0.0676;1;1;1092800;1.00;
31ZZN31VRB1J1I6XNAS9X9DBA59QRV.png;0.0825,0.0350,0.0227,0.0269,;4,0,0,0,0,0,0,0,0,0,0,;0.0418;1;1;1092800;1.00;
3203J2GC2PK4HSXGZ2GG107218V84Q.png;0.1820,0.0350,0.0338,0.0175,;3,1,0,0,0,0,0,0,0,0,0,;0.0671;1;1;1092800;1.00;
3203J2GC2PK4HSXGZ2GG1073Z7V84O.png;0.1250,0.0000,0.0521,0.0448,;2,1,0,0,0,0,0,0,0,0,0,;0.0740;1;1;1092800;1.00;
3203J2GC2PK4HSXGZ2GG1074VAS84P.png;0.0896,0.0000,0.0000,0.0000,;1,0,0,0,0,0,0,0,0,0,0,;0.0896;1;1;1092800;1.00;
320GLP60AN5TS9K5PU8IGRVPKUZ14P.png;0.0327,0.0745,0.0586,0.1183,;3,1,0,0,0,0,0,0,0,0,0,;0.0710;2;1;1092800;2.00;
320GLP60AN6FM9FGZXIOL5AG38941T.png;0.1286,0.1777,0.0577,0.0378,;2,2,0,0,0,0,0,0,0,0,0,;0.1004;2;2;2185600;2.00;
323KIQYDLQ7S9UIT4NE6QLFONB14CB.png;0.0554,0.0000,0.0441,0.0144,;3,0,0,0,0,0,0,0,0,0,0,;0.0380;2;1;1092800;2.00;
