imageID;text densities;Histogram of windows with text densitites b/w 0:0.1:1;threshold;windows greater than threshold;largest connected window (no. of windows);largest connected window in pixels;The average size of connected regions;
306OACM7G04QOX49OC3VEMIMU7KA8L.png;0.1323,0.1469,0.0260,0.0220,0.0247,;3,2,0,0,0,0,0,0,0,0,0,;0.0704;2;2;1639200;2.00;
30E2X49V611K26Z0IIHLB47CQY53NF.png;0.0596,0.1158,0.0406,0.0000,0.0000,;2,1,0,0,0,0,0,0,0,0,0,;0.0720;1;1;819600;1.00;
30E2X49V611K26Z0IIHLB47CQY63NG.png;0.0496,0.1021,0.0587,0.0198,0.0407,;5,0,0,0,0,0,0,0,0,0,0,;0.0542;2;2;1639200;2.00;
30GUUI0R316PRKEN69AJEXY15MMBCT.png;0.0513,0.1120,0.0441,0.0660,0.0708,;4,1,0,0,0,0,0,0,0,0,0,;0.0689;2;1;819600;2.00;
319N3DB42B6LKGW48RIT1IUY6MJEPG.png;0.1058,0.0630,0.0000,0.0694,0.0601,;4,0,0,0,0,0,0,0,0,0,0,;0.0746;1;1;819600;1.00;
31H4HIBP9AWNGDF6JZY7J01Z8LG5HP.png;0.1742,0.2343,0.1084,0.0901,0.0972,;3,1,1,0,0,0,0,0,0,0,0,;0.1408;2;2;1639200;2.00;
31QBDMKNDPO96CGOU6OI3UH1N96L85.png;0.0000,0.0000,0.0071,0.0313,0.0386,;2,0,0,0,0,0,0,0,0,0,0,;0.0257;2;2;1639200;2.00;
31QOF9ABLNAV27TO4PXO0GLATWO1L1.png;0.1309,0.0990,0.1710,0.1720,0.0112,;2,3,0,0,0,0,0,0,0,0,0,;0.1168;3;2;1639200;1.50;
31R9JPCYP6DVE0AQVNO2QFRENFMWRA.png;0.2887,0.1642,0.0511,0.0000,0.0000,;1,1,1,0,0,0,0,0,0,0,0,;0.1680;1;1;819600;1.00;
31TTIPZ8XM69HILWQZWMCQMN1KS3GE.png;0.0577,0.0000,0.0000,0.0000,0.0554,;2,0,0,0,0,0,0,0,0,0,0,;0.0565;1;1;819600;1.00;
31ZZN31VRB1J1I6XNAS9X9DBA59QRV.png;0.1053,0.0285,0.0287,0.0243,0.0211,;5,0,0,0,0,0,0,0,0,0,0,;0.0416;1;1;819600;1.00;
3203J2GC2PK4HSXGZ2GG107218V84Q.png;0.2053,0.0719,0.0446,0.0126,0.0233,;4,1,0,0,0,0,0,0,0,0,0,;0.0715;2;2;1639200;2.00;
3203J2GC2PK4HSXGZ2GG1073Z7V84O.png;0.1667,0.0000,0.0000,0.0695,0.0363,;2,1,0,0,0,0,0,0,0,0,0,;0.0908;1;1;819600;1.00;
3203J2GC2PK4HSXGZ2GG1074VAS84P.png;0.1194,0.0000,0.0000,0.0000,0.0000,;0,1,0,0,0,0,0,0,0,0,0,;0.1194;1;1;819600;1.00;
320GLP60AN5TS9K5PU8IGRVPKUZ14P.png;0.0117,0.0873,0.0515,0.0705,0.1288,;4,1,0,0,0,0,0,0,0,0,0,;0.0700;3;2;1639200;1.50;
320GLP60AN6FM9FGZXIOL5AG38941T.png;0.0930,0.1947,0.1899,0.0078,0.0496,;2,2,0,0,0,0,0,0,0,0,0,;0.1070;2;2;1639200;2.00;
323KIQYDLQ7S9UIT4NE6QLFONB14CB.png;0.0739,0.0000,0.0008,0.0580,0.0192,;3,0,0,0,0,0,0,0,0,0,0,;0.0380;2;1;819600;2.00;
3244QHISJ1ITNE98CFK36E7RG91L0N.png;0.0603,0.0051,0.0000,0.0402,0.0000,;2,0,0,0,0,0,0,0,0,0,0,;0.0352;2;1;819600;2.00;
3244QHISK2XKVEPCAXDY38M44I9L04.png;0.1104,0.0088,0.0229,0.0074,0.0159,;2,1,0,0,0,0,0,0,0,0,0,;0.0331;1;1;819600;1.00;
329GGY5YRI5WHTWS4FZ9QWPAMFRT4W.png;0.0665,0.0263,0.0344,0.0000,0.0000,;3,0,0,0,0,0,0,0,0,0,0,;0.0424;1;1;819600;1.00;
32GVUSPLEYOYH9SP841K39EVOUOK3Z.png;0.1277,0.0862,0.0347,0.1486,0.1153,;2,3,0,0,0,0,0,0,0,0,0,;0.1025;3;2;1639200;1.50;
32GVUSPLFZ61Q5EOZV799O813X5K3C.png;0.1336,0.0469,0.0223,0.0226,0.0211,;4,1,0,0,0,0,0,0,0,0,0,;0.0493;1;1;819600;1.00;
32JEHGQ0QIPYH7JPSF8OLMHJ8AAU81.png;0.0555,0.0017,0.0096,0.0000,0.0036,;1,0,0,0,0,0,0,0,0,0,0,;0.0176;1;1;819600;1.00;
32JRJ3GOYGFHSVM6IWA88RJNYD8U1D.png;0.2693,0.0960,0.1731,0.1351,0.0945,;2,2,1,0,0,0,0,0,0,0,0,;0.1536;2;1;819600;2.00;
32SOQFN7RN4Q5SNOXDF8KS0W4TRIPM.png;0.2345,0.0086,0.0000,0.0269,0.1217,;1,1,1,0,0,0,0,0,0,0,0,;0.0979;2;1;819600;2.00;
32WAV7G60PNC75TK9C1M3A29EH0D36.png;0.0380,0.0826,0.0096,0.0069,0.0295,;3,0,0,0,0,0,0,0,0,0,0,;0.0333;2;2;1639200;2.00;
32WAV7G6ZOBEE25MHO1EVKD7PUBD3N.png;0.0386,0.0000,0.0000,0.0189,0.0163,;3,0,0,0,0,0,0,0,0,0,0,;0.0246;1;1;819600;1.00;
330XZFCZ7R2IEZH3T3I3O6ANM0DXTM.png;0.0235,0.0281,0.0000,0.0000,0.0000,;2,0,0,0,0,0,0,0,0,0,0,;0.0258;1;1;819600;1.00;
330XZFCZ7RB627L6HWI9543W690TXG.png;0.1750,0.1027,0.1379,0.1497,0.0706,;2,3,0,0,0,0,0,0,0,0,0,;0.1272;3;2;1639200;1.50;
33EWWXEH81XUPFZ4BLANE2SZQMJ40X.png;0.0317,0.0168,0.0179,0.0213,0.0091,;4,0,0,0,0,0,0,0,0,0,0,;0.0194;2;1;819600;2.00;
33FLRCV01N0NF725EJLGLLU8UGYORG.png;0.0353,0.0487,0.0009,0.0000,0.0000,;2,0,0,0,0,0,0,0,0,0,0,;0.0283;2;2;1639200;2.00;
