imageID;text densities;Histogram of windows with text densitites b/w 0:0.1:1;threshold;windows greater than threshold;largest connected window (no. of windows);largest connected window in pixels;The average size of connected regions;
306OACM7G04QOX49OC3VEMIMU7KA8L.png;0.0000,0.1666,0.4076,0.5019,0.2327,0.4475,0.2175,0.0000,0.0000,0.0000,0.0000,0.0000,0.1271,0.1976,0.4145,0.4584,0.4415,0.2890,0.0000,0.0502,0.0000,0.0418,0.1226,0.1143,0.0237,0.0988,0.0804,0.0000,0.0403,0.1209,0.0698,0.0609,0.0609,0.0000,0.0374,0.0270,0.0000,0.0517,0.0450,0.0438,0.0804,0.0870,0.0586,0.0083,0.0061,0.0072,0.0023,0.0046,0.0069,0.0072,0.0030,0.0042,0.0072,0.0727,0.0000,0.1878,0.0931,0.0087,0.0909,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3433,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0246,0.0000,0.0213,0.0000,0.0016,0.0000,0.0279,0.0000,0.0259,0.0000,0.0119,0.0000,0.0189,0.0000,0.0279,0.0000,0.0269,0.0000,0.0119,0.0000,0.0169,0.0000,0.0279,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;31,7,3,2,5,0,0,0,0,0,0,;0.1052;17;6;204900;5.67;
30E2X49V611K26Z0IIHLB47CQY53NF.png;0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5440,0.3853,0.0000,0.5001,0.6573,0.3566,0.5187,0.4239,0.6837,0.0137,0.0000,0.0000,0.0000,0.0000,0.0000,0.1254,0.6940,0.2808,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0511,0.2840,0.1477,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0511,0.0000,0.2840,0.0000,0.1477,0.0000,0.0000,;3,3,3,2,2,2,3,0,0,0,0,;0.3416;9;8;273200;4.50;
30E2X49V611K26Z0IIHLB47CQY63NG.png;0.0000,0.0233,0.3880,0.2095,0.0000,0.0000,0.0000,0.0000,0.0000,0.3104,0.1491,0.0000,0.0000,0.1371,0.2047,0.0035,0.0000,0.0752,0.3133,0.0125,0.0000,0.0000,0.4526,0.4203,0.0000,0.0000,0.0000,0.0000,0.1279,0.2165,0.0000,0.0000,0.0000,0.2847,0.5476,0.0657,0.0234,0.1171,0.0469,0.0000,0.0000,0.0000,0.0808,0.2020,0.0040,0.0000,0.0000,0.0000,0.1704,0.2840,0.0341,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0121,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1704,0.0000,0.2840,0.0000,0.0341,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;10,9,4,3,2,1,0,0,0,0,0,;0.1744;13;2;68300;6.50;
30GUUI0R316PRKEN69AJEXY15MMBCT.png;0.0000,0.0000,0.0000,0.3595,0.2197,0.1752,0.0000,0.0000,0.0000,0.2280,0.0918,0.0549,0.1320,0.2620,0.4633,0.0000,0.1655,0.2650,0.2045,0.4525,0.1280,0.2784,0.2122,0.0158,0.1469,0.0180,0.0394,0.0000,0.0000,0.0000,0.2126,0.0087,0.1578,0.0000,0.0000,0.4474,0.0000,0.0000,0.0000,0.0541,0.2503,0.1030,0.0574,0.2653,0.2963,0.2454,0.0000,0.3133,0.2888,0.1006,0.4248,0.3226,0.0874,0.2069,0.1175,0.0428,0.0000,0.0000,0.0000,0.0000,0.0715,0.1430,0.0849,0.0820,0.0000,0.1491,0.2983,0.0000,0.0000,0.0000,0.1016,0.0280,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0124,0.0000,0.0962,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;19,11,13,3,4,0,0,0,0,0,0,;0.1733;23;9;307350;5.75;
319N3DB42B6LKGW48RIT1IUY6MJEPG.png;0.0000,0.0000,0.0551,0.2251,0.1541,0.0106,0.4358,0.2071,0.4235,0.0904,0.2483,0.0111,0.3402,0.0000,0.0000,0.0000,0.2911,0.1247,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0809,0.0906,0.2688,0.0413,0.1893,0.0000,0.1704,0.0216,0.1945,0.1261,0.2594,0.0092,0.2072,0.0000,0.1078,0.0490,0.1089,0.1135,0.0657,0.2107,0.0151,0.2266,0.0000,0.1308,0.0183,0.0659,0.2016,0.1542,0.0000,0.0000,0.0000,0.0000,0.2469,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0453,0.0000,0.0000,0.0000,0.0457,0.0000,0.0000,0.0000,0.0441,0.0000,0.0000,0.0000,0.0441,0.0000,0.0000,0.0000,0.0441,0.0000,0.0000,0.0000,0.0441,0.0000,0.0000,0.0000,0.0416,0.0000,0.0567,0.0000,0.0534,0.0000,0.0298,0.0000,0.0121,0.0000,0.0457,0.0000,0.0000,0.0000,0.0441,0.0000,0.0000,0.0000,0.0454,0.0000,0.0053,0.0000,0.0404,0.0000,0.0194,0.0000,0.0148,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;32,12,8,1,2,0,0,0,0,0,0,;0.1170;22;7;239050;5.50;
31H4HIBP9AWNGDF6JZY7J01Z8LG5HP.png;0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8006,0.5229,0.8170,0.1961,0.2773,0.8155,0.5798,0.6298,0.2108,0.0307,0.1957,0.8155,0.1468,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5547,0.6106,0.0000,0.5873,0.3192,0.0000,0.0000,0.0259,0.0864,0.0017,0.0986,0.8214,0.2957,0.0000,0.0000,0.0000,0.0000,0.0708,0.0432,0.0000,0.5257,0.6735,0.0000,0.0000,0.0000,0.0000,0.0311,0.0829,0.0000,0.1478,0.8214,0.2464,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1931,0.2272,0.0000,0.0000,0.0000,0.0000,0.0000,0.0172,0.0000,0.1435,0.0000,0.0517,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0918,0.0000,0.1177,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0258,0.0000,0.1435,0.0000,0.0430,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1931,0.0000,0.2272,0.0000,0.0000,;13,9,6,1,0,5,3,1,5,0,0,;0.3081;15;4;136600;3.75;
31QBDMKNDPO96CGOU6OI3UH1N96L85.png;0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0421,0.0495,0.2328,0.0279,0.2433,0.1684,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1908,0.1947,0.0467,0.4041,0.0909,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1278,0.0000,0.0284,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;6,4,2,1,0,0,0,0,0,0,0,;0.1421;6;3;102450;6.00;
31QOF9ABLNAV27TO4PXO0GLATWO1L1.png;0.0000,0.0000,0.0000,0.0000,0.2594,0.3996,0.3281,0.3336,0.4364,0.2362,0.5384,0.1194,0.4515,0.0754,0.0956,0.0021,0.0000,0.0637,0.0000,0.1113,0.4117,0.0000,0.6805,0.0000,0.6486,0.3918,0.1038,0.1754,0.0561,0.0000,0.0000,0.5783,0.3700,0.1366,0.6039,0.0625,0.6326,0.0252,0.0977,0.0011,0.0851,0.1743,0.8053,0.8053,0.1099,0.2736,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1062,0.0701,0.0664,0.0000,0.0000,0.1534,0.1363,0.0000,0.0000,0.2336,0.0000,0.0114,0.0000,0.0000,0.0000,0.0253,0.0000,0.2108,0.0000,0.2108,0.0000,0.2108,0.0000,0.2108,0.0000,0.0042,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0804,0.0000,0.1894,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0834,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1534,0.0000,0.1363,;17,10,8,5,3,3,3,2,0,0,0,;0.2402;18;7;239050;6.00;
31R9JPCYP6DVE0AQVNO2QFRENFMWRA.png;0.0000,0.0263,0.0484,0.0000,0.6061,0.5407,0.4992,0.0000,0.4767,0.1324,0.1393,0.4015,0.3791,0.2454,0.2484,0.3940,0.0576,0.1230,0.2308,0.6879,0.0105,0.0000,0.0000,0.0000,0.2603,0.0973,0.0777,0.1873,0.0000,0.0000,0.1417,0.0518,0.0000,0.0000,0.3807,0.0305,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;8,5,4,4,2,2,1,0,0,0,0,;0.2490;10;7;239050;5.00;
31TTIPZ8XM69HILWQZWMCQMN1KS3GE.png;0.0000,0.0978,0.1827,0.0000,0.0696,0.0354,0.1180,0.1708,0.0211,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0437,0.1215,0.0000,0.0169,0.1771,0.0469,0.2838,0.4133,0.6104,0.0088,0.2014,0.4765,0.6037,0.4157,0.2767,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0440,0.0000,0.1367,0.0000,0.0000,0.0000,0.0220,0.0000,0.2312,0.0000,0.0493,0.0000,0.1558,0.0000,0.1743,0.0000,0.1205,0.0000,0.0000,0.0000,0.0860,0.0000,0.2502,0.0000,0.0258,0.0000,0.0167,0.0000,0.0088,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;13,10,4,0,3,1,1,0,0,0,0,;0.1680;14;9;307350;7.00;
