imageID;text densities;Histogram of windows with text densitites b/w 0:0.1:1;threshold;windows greater than threshold;largest connected window (no. of windows);largest connected window in pixels;The average size of connected regions;
306OACM7G04QOX49OC3VEMIMU7KA8L.png;0.1909,0.1310,0.0582,0.0310,0.0000,0.0070,0.0000,0.0293,0.0165,0.0000,0.0000,0.0140,0.0000,0.0000,0.0000,0.0000,;5,2,0,0,0,0,0,0,0,0,0,;0.0597;2;2;545600;2.00;
30E2X49V611K26Z0IIHLB47CQY53NF.png;0.2008,0.0886,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;1,1,0,0,0,0,0,0,0,0,0,;0.1447;1;1;272800;1.00;
30E2X49V611K26Z0IIHLB47CQY63NG.png;0.0741,0.0223,0.0238,0.0000,0.0000,0.1477,0.0000,0.0608,0.0210,0.0000,0.0000,0.0615,0.0000,0.0000,0.0000,0.0000,;6,1,0,0,0,0,0,0,0,0,0,;0.0587;4;2;545600;4.00;
30GUUI0R316PRKEN69AJEXY15MMBCT.png;0.1167,0.1056,0.1191,0.1034,0.0000,0.1550,0.0000,0.1434,0.0036,0.0000,0.0000,0.0137,0.0000,0.0000,0.0000,0.0000,;3,4,0,0,0,0,0,0,0,0,0,;0.0951;6;6;1636800;6.00;
319N3DB42B6LKGW48RIT1IUY6MJEPG.png;0.0372,0.0075,0.0456,0.0543,0.0000,0.1350,0.0000,0.1372,0.0279,0.0000,0.0000,0.0549,0.0000,0.0000,0.0000,0.0000,;5,2,0,0,0,0,0,0,0,0,0,;0.0625;2;1;272800;2.00;
31H4HIBP9AWNGDF6JZY7J01Z8LG5HP.png;0.2486,0.1773,0.1136,0.1066,0.0000,0.1325,0.0000,0.1437,0.0385,0.0000,0.0000,0.0417,0.0000,0.0000,0.0000,0.0000,;3,4,1,0,0,0,0,0,0,0,0,;0.1253;4;3;818400;2.00;
31QBDMKNDPO96CGOU6OI3UH1N96L85.png;0.0000,0.0000,0.0894,0.1064,0.0000,0.0062,0.0000,0.0097,0.0196,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;3,0,0,0,0,0,0,0,0,0,0,;0.0463;2;2;545600;2.00;
31QOF9ABLNAV27TO4PXO0GLATWO1L1.png;0.1800,0.2027,0.2340,0.0000,0.0000,0.2886,0.0000,0.0000,0.1547,0.0000,0.0000,0.0169,0.0000,0.0000,0.0000,0.0169,;2,3,2,0,0,0,0,0,0,0,0,;0.1563;4;4;1091200;4.00;
31R9JPCYP6DVE0AQVNO2QFRENFMWRA.png;0.1608,0.1455,0.0515,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;1,2,0,0,0,0,0,0,0,0,0,;0.1193;2;2;545600;2.00;
31TTIPZ8XM69HILWQZWMCQMN1KS3GE.png;0.0000,0.0000,0.0000,0.0563,0.0000,0.0000,0.0000,0.1838,0.0000,0.0000,0.0000,0.1284,0.0000,0.0000,0.0000,0.0000,;1,2,0,0,0,0,0,0,0,0,0,;0.1228;2;2;545600;2.00;
