imageID;text densities;Histogram of windows with text densitites b/w 0:0.1:1;threshold;windows greater than threshold;largest connected window (no. of windows);largest connected window in pixels;The average size of connected regions;
306OACM7G04QOX49OC3VEMIMU7KA8L.png;0.0000,0.0833,0.4012,0.4211,0.2116,0.3608,0.1091,0.0000,0.0000,0.0000,0.0000,0.0000,0.0635,0.0988,0.3994,0.4533,0.4389,0.1445,0.0000,0.0251,0.0000,0.0209,0.0613,0.0571,0.0119,0.0494,0.0402,0.0014,0.0205,0.0604,0.0349,0.0305,0.0305,0.0000,0.0187,0.0135,0.0000,0.0258,0.0225,0.0219,0.0402,0.0558,0.0399,0.0050,0.0170,0.0166,0.0071,0.0117,0.0174,0.0171,0.0075,0.0106,0.0176,0.0364,0.0000,0.0939,0.0466,0.0043,0.0455,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1717,;35,2,1,3,3,0,0,0,0,0,0,;0.0897;12;5;341500;6.00;
30E2X49V611K26Z0IIHLB47CQY53NF.png;0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2720,0.1927,0.0000,0.2501,0.3287,0.1783,0.2593,0.2120,0.3419,0.0068,0.0000,0.0000,0.0000,0.0000,0.0000,0.0627,0.3470,0.1404,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0511,0.2840,0.1477,0.0000,;2,4,5,3,0,0,0,0,0,0,0,;0.2050;8;3;204900;2.67;
30E2X49V611K26Z0IIHLB47CQY63NG.png;0.0000,0.0116,0.1940,0.1048,0.0000,0.0000,0.0000,0.0000,0.0000,0.1889,0.0961,0.0000,0.0000,0.1906,0.2993,0.0057,0.0000,0.0520,0.2167,0.0087,0.0000,0.0000,0.2343,0.2176,0.0000,0.0000,0.0000,0.0000,0.0640,0.1082,0.0000,0.0000,0.0000,0.1686,0.3243,0.0389,0.0117,0.0586,0.0234,0.0000,0.0000,0.0000,0.0404,0.1010,0.0020,0.0000,0.0000,0.0000,0.1704,0.2840,0.0341,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;13,5,5,1,0,0,0,0,0,0,0,;0.1204;11;2;136600;5.50;
30GUUI0R316PRKEN69AJEXY15MMBCT.png;0.0015,0.0498,0.0000,0.1797,0.1098,0.0876,0.0000,0.0000,0.0000,0.1140,0.0459,0.0275,0.0660,0.1310,0.2317,0.0000,0.0828,0.1325,0.1022,0.2806,0.0640,0.1392,0.1061,0.0079,0.0734,0.0090,0.0197,0.0000,0.0000,0.0000,0.1063,0.0043,0.0789,0.0000,0.0000,0.2377,0.0000,0.0000,0.0000,0.0271,0.1251,0.0515,0.0287,0.1327,0.1481,0.1227,0.0000,0.1566,0.1444,0.0565,0.2605,0.1613,0.0437,0.1035,0.0587,0.0214,0.0000,0.0000,0.0000,0.0000,0.0358,0.0715,0.0424,0.0410,0.0000,0.0796,0.1591,0.0000,0.0000,0.0000,0.0508,;28,13,4,0,0,0,0,0,0,0,0,;0.0941;22;3;204900;7.33;
319N3DB42B6LKGW48RIT1IUY6MJEPG.png;0.0000,0.0000,0.0473,0.2002,0.0771,0.0135,0.3301,0.1251,0.2973,0.0497,0.1242,0.0056,0.2760,0.0000,0.0000,0.0000,0.1455,0.0672,0.0348,0.0475,0.0859,0.0985,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0405,0.0453,0.1570,0.0207,0.1175,0.0000,0.1072,0.0108,0.1193,0.0631,0.1517,0.0046,0.1256,0.0000,0.0747,0.0529,0.0812,0.0717,0.0389,0.1282,0.0075,0.1353,0.0000,0.0881,0.0118,0.0531,0.1105,0.0845,0.0000,0.0000,0.0000,0.0000,0.1235,0.0000,;24,13,2,1,0,0,0,0,0,0,0,;0.0942;18;3;204900;9.00;
31H4HIBP9AWNGDF6JZY7J01Z8LG5HP.png;0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7791,0.4520,0.4795,0.1151,0.2651,0.7796,0.5656,0.6032,0.1054,0.0154,0.1254,0.5227,0.0941,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3745,0.4171,0.0000,0.2936,0.1596,0.0000,0.0000,0.0130,0.0432,0.0009,0.0579,0.4824,0.1737,0.0000,0.0000,0.0000,0.0000,0.0354,0.0216,0.0000,0.3088,0.3956,0.0000,0.0000,0.0000,0.0000,0.0155,0.0415,0.0000,0.0868,0.4824,0.1447,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1931,0.2272,0.0000,;11,6,4,2,5,3,0,2,0,0,0,;0.2609;15;4;273200;3.75;
31QBDMKNDPO96CGOU6OI3UH1N96L85.png;0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0849,0.0390,0.1164,0.0140,0.1216,0.0842,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0954,0.0974,0.0234,0.2020,0.0455,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;8,3,0,0,0,0,0,0,0,0,0,;0.0840;7;2;136600;3.50;
31QOF9ABLNAV27TO4PXO0GLATWO1L1.png;0.0000,0.0000,0.0000,0.0000,0.1308,0.2015,0.1640,0.1668,0.2309,0.1267,0.4570,0.0930,0.2258,0.0377,0.0478,0.0010,0.0000,0.0979,0.0014,0.0716,0.2752,0.0000,0.4301,0.0000,0.3429,0.2322,0.0519,0.1360,0.0500,0.0000,0.0000,0.5887,0.2162,0.0683,0.3350,0.0312,0.4331,0.0183,0.0489,0.0132,0.1480,0.1926,0.5081,0.5081,0.0571,0.1368,0.0000,0.0000,0.0000,0.0402,0.0947,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0948,0.0351,0.0332,0.0000,0.0000,0.1534,0.1363,;18,11,5,2,5,1,0,0,0,0,0,;0.1696;15;3;204900;5.00;
31R9JPCYP6DVE0AQVNO2QFRENFMWRA.png;0.0000,0.0131,0.0242,0.0000,0.7159,0.6330,0.5424,0.0000,0.6640,0.1006,0.1832,0.5875,0.5929,0.1855,0.1580,0.4000,0.0288,0.0615,0.1249,0.4120,0.0066,0.0000,0.0000,0.0000,0.1302,0.0487,0.0388,0.0936,0.0000,0.0000,0.0708,0.0259,0.0000,0.0000,0.1903,0.0152,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;11,6,0,1,1,3,2,1,0,0,0,;0.2326;8;3;204900;2.67;
31TTIPZ8XM69HILWQZWMCQMN1KS3GE.png;0.0000,0.1056,0.1821,0.0000,0.0628,0.0346,0.1180,0.1676,0.0211,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0439,0.1291,0.0000,0.0194,0.2042,0.0481,0.2198,0.2938,0.3655,0.0044,0.1437,0.3633,0.3147,0.2162,0.1427,0.0000,0.0000,0.0000,;7,7,3,3,0,0,0,0,0,0,0,;0.1524;9;3;204900;4.50;
