imageID;text densities;Histogram of windows with text densitites b/w 0:0.1:1;threshold;windows greater than threshold;largest connected window (no. of windows);largest connected window in pixels;The average size of connected regions;
306OACM7G04QOX49OC3VEMIMU7KA8L.png;0.0545,0.0290,0.0204,0.0000,0.0000,0.0000,0.0000,0.0000,0.2434,0.0273,0.1986,0.0179,0.0882,0.0109,0.1805,0.0105,0.0000,0.1457,0.0000,0.0192,0.0926,0.1211,0.0000,0.0962,0.0000,0.0532,0.0660,0.0000,0.0000,0.0228,0.0000,0.0144,0.0533,0.0000,0.0938,0.0000,0.0000,0.0000,0.0474,0.0193,0.0000,0.0496,0.0000,0.0000,0.0000,0.0000,0.0000,0.0242,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0722,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0952,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;23,4,1,0,0,0,0,0,0,0,0,;0.0703;11;4;160000;3.67;
30E2X49V611K26Z0IIHLB47CQY53NF.png;0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1421,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;0,1,0,0,0,0,0,0,0,0,0,;0.1421;1;1;40000;1.00;
30E2X49V611K26Z0IIHLB47CQY63NG.png;0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3426,0.0000,0.0000,0.0000,0.0000,0.2090,0.0000,0.0000,0.0000,0.0000,0.0817,0.0000,0.0000,0.0000,0.0000,0.0237,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2150,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2150,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1656,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;2,2,2,1,0,0,0,0,0,0,0,;0.1789;4;1;40000;4.00;
30GUUI0R316PRKEN69AJEXY15MMBCT.png;0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3154,0.0000,0.0341,0.0000,0.0000,0.0000,0.1480,0.0000,0.0000,0.4130,0.0000,0.1714,0.3170,0.0000,0.0000,0.1360,0.0925,0.0000,0.0000,0.4012,0.0000,0.3554,0.0000,0.1550,0.0000,0.0000,0.3409,0.1536,0.0000,0.0000,0.0000,0.0347,0.0000,0.2024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;3,7,0,5,1,0,0,0,0,0,0,;0.2114;6;3;120000;2.00;
319N3DB42B6LKGW48RIT1IUY6MJEPG.png;0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0270,0.0000,0.0000,0.0830,0.0000,0.1179,0.0621,0.0000,0.0000,0.0671,0.1265,0.0000,0.3340,0.2825,0.0000,0.2933,0.0000,0.3068,0.0000,0.0000,0.2040,0.1002,0.0000,0.0000,0.0000,0.2054,0.0000,0.0159,0.0000,0.0000,0.0301,0.0000,0.0000,0.1263,0.0000,0.0086,0.0000,0.0000,0.0000,0.1185,0.0000,0.0437,0.0000,0.0000,0.0000,0.0334,0.0000,0.0000,0.1372,0.0094,0.0000,0.0000,0.0000,0.0000,0.0000,0.0658,0.0000,0.1196,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0348,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;12,8,3,1,0,0,0,0,0,0,0,;0.1140;12;4;160000;4.00;
31H4HIBP9AWNGDF6JZY7J01Z8LG5HP.png;0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1924,0.2417,0.1225,0.1598,0.0135,0.1773,0.1850,0.1443,0.0000,0.0800,0.0000,0.1850,0.1025,0.4150,0.0000,0.1850,0.1850,0.0117,0.0710,0.1025,0.0000,0.0800,0.0000,0.1850,0.0000,0.0000,0.1025,0.0800,0.0000,0.0000,0.0000,0.1850,0.0000,0.1025,0.0000,0.0000,0.0000,0.0000,0.0000,0.1850,0.1025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1850,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1499,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;11,14,1,0,1,0,0,0,0,0,0,;0.1456;14;6;240000;4.67;
31QBDMKNDPO96CGOU6OI3UH1N96L85.png;0.0000,0.0000,0.0000,0.0000,0.1872,0.0486,0.1970,0.0612,0.0000,0.2389,0.0000,0.0675,0.0000,0.1721,0.0400,0.1225,0.0000,0.0277,0.0000,0.0000,0.0000,0.0000,0.0000,0.1225,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1164,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0275,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;6,6,1,0,0,0,0,0,0,0,0,;0.1099;7;2;80000;3.50;
31QOF9ABLNAV27TO4PXO0GLATWO1L1.png;0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2349,0.3202,0.0000,0.2613,0.0000,0.0000,0.3148,0.0000,0.0000,0.3900,0.0000,0.3542,0.0000,0.0536,0.0000,0.0000,0.2683,0.0000,0.1540,0.0000,0.0000,0.2725,0.0000,0.0000,0.0000,0.0000,0.0000,0.3021,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0981,0.0934,0.0000,0.0000,0.0000,0.0000,0.0125,0.0000,0.0000,0.0000,0.1357,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0881,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0799,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0623,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;8,2,5,4,0,0,0,0,0,0,0,;0.1845;9;2;80000;4.50;
31R9JPCYP6DVE0AQVNO2QFRENFMWRA.png;0.2414,0.0000,0.0561,0.2879,0.1202,0.0000,0.0000,0.0000,0.1211,0.1350,0.2925,0.0000,0.2925,0.0000,0.0959,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4028,0.0000,0.0000,0.0000,0.4093,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;2,3,4,2,0,0,0,0,0,0,0,;0.2231;6;2;80000;3.00;
31TTIPZ8XM69HILWQZWMCQMN1KS3GE.png;0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2466,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3350,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3298,0.0000,0.0706,0.0000,0.0000,0.0000,0.0000,0.0000,0.2924,0.0850,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3665,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0537,0.3489,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2088,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0899,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;4,1,2,4,0,0,0,0,0,0,0,;0.2206;6;1;40000;6.00;
