imageID;text densities;Histogram of windows with text densitites b/w 0:0.1:1;threshold;windows greater than threshold;largest connected window (no. of windows);largest connected window in pixels;The average size of connected regions;
3GZMSD8U5X9MRGKQIZ546O8UKC795T.png;0.2771,0.1999,0.0000,0.0000,0.0663,0.2076,0.0864,0.0000,0.0000,0.0000,0.0000,0.0730,0.3124,0.2601,0.5302,0.1941,0.3487,0.0516,0.0000,0.0000,0.0000,0.0331,0.0000,0.0505,0.0000,0.0000,0.0000,0.0000,0.0000,0.0429,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;7,3,2,2,0,1,0,0,0,0,0,;0.1823;8;3;273000;4.00;
3GZMSD8U6Y8M82W4VRHXFG1G1IS95R.png;0.0000,0.0000,0.1253,0.5279,0.2051,0.0000,0.3118,0.1102,0.3017,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0427,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;1,3,1,1,0,1,0,0,0,0,0,;0.2321;3;2;182000;1.50;
3H41Q6XMRNJ731MM548PSMBGOYMG2I.png;0.0000,0.3894,0.2826,0.3112,0.1286,0.1801,0.0827,0.0803,0.1113,0.0630,0.1150,0.0335,0.0922,0.1122,0.0697,0.0908,0.0326,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;8,5,1,2,0,0,0,0,0,0,0,;0.1360;4;4;364000;4.00;
3H41Q6XMRNUCK2PCFPR6Y35LJFT2GW.png;0.0000,0.0000,0.0000,0.0000,0.0000,0.2827,0.0000,0.0000,0.0000,0.0000,0.0899,0.0000,0.0000,0.0000,0.0000,0.0000,0.0831,0.0000,0.0000,0.0000,0.0000,0.0763,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0080,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;3,0,1,0,0,0,0,0,0,0,0,;0.1080;1;1;91000;1.00;
3H5CSD5832HNKRNN8SDJ6TWED17E80.png;0.0856,0.0167,0.2522,0.0839,0.2572,0.2750,0.0688,0.1485,0.0000,0.1797,0.2639,0.2339,0.3076,0.0234,0.0763,0.0000,0.0000,0.0026,0.0000,0.3897,0.0253,0.3903,0.0000,0.5008,0.0000,0.0847,0.0000,0.0250,0.0000,0.0111,0.0000,0.0000,0.1470,0.0000,0.0000,0.2086,0.0000,0.0000,0.1382,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;10,5,6,2,1,0,0,0,0,0,0,;0.1679;11;4;364000;3.67;
3H5CSD5832HNKRNN8SDJ6TWL583E8G.png;0.0832,0.0000,0.2600,0.0286,0.0000,0.0000,0.0672,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0070,0.0486,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0518,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0169,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0273,;7,0,1,0,0,0,0,0,0,0,0,;0.0656;3;1;91000;3.00;
3HBZ8AD97D3GZ7VEBIN9M1728BDNN9.png;0.1912,0.0330,0.1208,0.0000,0.0000,0.0000,0.0000,0.0000,0.1269,0.0048,0.0000,0.0000,0.0000,0.0000,0.0000,0.0646,0.0000,0.3750,0.0000,0.2008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1294,0.0000,0.0000,0.2199,0.0000,0.3496,0.0000,0.0605,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0665,0.0000,0.0000,0.0000,;4,5,1,2,0,0,0,0,0,0,0,;0.1495;5;2;182000;2.50;
3HBZ8AD97D3GZ7VEBIN9M18U9EHNN5.png;0.1012,0.0429,0.1150,0.1104,0.1017,0.1101,0.1243,0.1256,0.0425,0.1266,0.0757,0.0800,0.1136,0.0532,0.1251,0.0935,0.0400,0.0333,0.0000,0.0630,0.0000,0.0398,0.0000,0.0349,0.0000,0.0512,0.0070,0.0366,0.0000,0.0815,0.0000,0.0513,0.0082,0.0333,0.0000,0.0070,0.0000,0.0000,0.0000,0.0000,0.0000,0.0076,0.0000,0.0000,0.0076,0.0000,0.0000,0.0000,0.0000,0.0000,0.0128,;19,8,0,0,0,0,0,0,0,0,0,;0.0643;14;13;1183000;7.00;
3HL3WX653BXN6QCFW6M6ATC7KPGPQT.png;0.2653,0.5314,0.4799,0.0104,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2116,0.1274,0.0841,0.0513,0.0961,0.1115,0.0534,0.0000,0.0000,0.0354,0.0000,0.0000,0.1359,0.0000,0.0761,0.0000,0.0833,0.0000,0.0182,0.0000,0.1061,0.0000,0.1096,0.0000,0.1371,0.0000,0.0000,0.0650,0.0000,0.0000,0.0781,0.0000,0.0000,0.0221,0.0000,0.0000,0.1024,0.0000,0.0000,0.0060,;15,4,2,0,1,1,0,0,0,0,0,;0.1249;7;3;273000;3.50;
3HQI26VRPRS5H4RSBPY2KOCMRQ13R0.png;0.1635,0.0269,0.0377,0.0195,0.0133,0.0866,0.0561,0.0909,0.0516,0.0982,0.0991,0.0604,0.0591,0.1196,0.0000,0.0000,0.0000,0.0000,0.0000,0.0347,0.0000,0.0000,0.0000,0.0170,0.0000,0.0167,0.0000,0.1533,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;15,3,0,0,0,0,0,0,0,0,0,;0.0669;7;5;455000;3.50;
3HVLA9UQN4GKVQOHDHMDH1A7KETU66.png;0.2650,0.0645,0.1655,0.3185,0.1175,0.2553,0.1446,0.2391,0.1984,0.0802,0.0628,0.0907,0.0783,0.1196,0.1760,0.0960,0.0000,0.0795,0.0000,0.0022,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0215,0.0000,0.1941,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0603,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;9,7,3,1,0,0,0,0,0,0,0,;0.1347;9;7;637000;4.50;
3HYDIS22CWMMEZBE3G64NG7ZMZON5V.png;0.5949,0.2561,0.4733,0.3565,0.0112,0.3064,0.0000,0.0000,0.0000,0.0000,0.0663,0.0000,0.0000,0.0000,0.0000,0.0682,0.0000,0.0000,0.0000,0.0000,0.0000,0.0478,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;4,0,2,1,1,1,0,0,0,0,0,;0.2423;5;5;455000;5.00;
3HYDIS22DXJRRCQBI3AE9ELUHK15NC.png;0.2661,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0442,0.1836,0.0058,0.0000,0.0000,0.0000,0.0058,0.0000,0.0209,0.0000,0.0000,0.0000,0.0000,0.1654,0.0000,0.0000,0.0523,0.0000,0.0000,0.1208,0.0000,0.0000,0.1883,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;3,4,1,0,0,0,0,0,0,0,0,;0.1053;5;2;182000;2.50;
3I21NMEA63DY0BA82BXKKSLPMBYSHT.png;0.3341,0.3329,0.2826,0.0000,0.3501,0.1674,0.2909,0.1398,0.1745,0.1043,0.1711,0.2717,0.0460,0.0341,0.0281,0.1590,0.0558,0.0000,0.0000,0.0000,0.0000,0.0189,0.0000,0.0387,0.0000,0.0259,0.0000,0.0000,0.0000,0.0000,0.0000,0.0241,0.0000,0.0000,0.0000,0.0150,0.0000,0.0000,0.0783,0.0000,0.0000,0.0823,0.0000,0.0000,0.0727,0.0000,0.0000,0.0290,0.0000,0.0000,0.0000,;14,5,3,3,0,0,0,0,0,0,0,;0.1331;11;10;910000;5.50;
3I21NMEA63DY0BA82BXKKSLPMBYSHT_1.png;0.2625,0.3185,0.3587,0.3513,0.4164,0.0000,0.0000,0.2351,0.5518,0.2535,0.1497,0.6034,0.2931,0.2864,0.0482,0.3004,0.0047,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3754,0.0000,0.0268,0.0000,0.1016,0.0000,0.0000,0.0000,0.0264,0.0000,0.0166,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0485,0.0000,0.0000,0.1144,0.0000,0.0000,0.0362,0.0000,0.0000,0.0215,;8,2,6,4,1,2,0,0,0,0,0,;0.2167;13;12;1092000;6.50;
3I21NMEA63DY0BA82BXKKSLPMBYSHT_2.png;0.2933,0.2980,0.4539,0.1014,0.0000,0.3743,0.2523,0.1663,0.4636,0.1018,0.1469,0.1294,0.0815,0.2836,0.2759,0.0760,0.1950,0.1693,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0419,0.0000,0.0050,0.0000,0.0682,0.0000,0.0303,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0023,0.0000,0.0000,0.0854,0.0000,0.0000,0.0402,;9,5,5,1,2,0,0,0,0,0,0,;0.1723;9;6;546000;3.33;
3I3RVCR3FK2XEB4GMX9G7IJ2RLH6XI.png;0.1270,0.0960,0.1168,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0639,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0223,0.0000,0.0984,0.0000,0.0433,0.0000,0.0221,0.0000,0.0448,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0052,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;7,2,0,0,0,0,0,0,0,0,0,;0.0582;5;3;273000;2.50;
3I5ZXD44IULX7AZS354F5V5W46GJCA.png;0.0832,0.0000,0.2565,0.0229,0.0000,0.0000,0.0000,0.0000,0.0000,0.0256,0.0000,0.0355,0.0000,0.0214,0.0000,0.0000,0.0070,0.0000,0.0000,0.0419,0.0000,0.0000,0.0000,0.0666,0.0000,0.1672,0.0000,0.0080,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0352,0.0000,0.0000,0.0000,0.0000,0.0000,0.0407,0.0000,0.0000,0.0000,;9,1,1,0,0,0,0,0,0,0,0,;0.0624;4;2;182000;2.00;
3I5ZXD44JV69M8DWVE4I5ER80XVCJX.png;0.2142,0.0460,0.0597,0.0311,0.0403,0.0454,0.0500,0.0410,0.0408,0.0510,0.0376,0.0483,0.0420,0.0498,0.0398,0.0457,0.0358,0.0698,0.0000,0.0599,0.0019,0.0187,0.0000,0.0668,0.0000,0.0600,0.0019,0.0494,0.0000,0.0187,0.0000,0.0681,0.0000,0.0486,0.0000,0.0023,0.0000,0.0000,0.0019,0.0000,0.0000,0.0019,0.0000,0.0000,0.0000,0.0000,0.0000,0.0019,0.0000,0.0000,0.0034,;25,0,1,0,0,0,0,0,0,0,0,;0.0422;16;12;1092000;8.00;
3I5ZXD44JV69M8DWVE4I5ER80XVCJX_1.png;0.1638,0.2888,0.1724,0.0000,0.0000,0.0442,0.0420,0.0603,0.0377,0.0454,0.0333,0.0157,0.0398,0.0741,0.0000,0.0618,0.0604,0.0361,0.0000,0.0517,0.0000,0.0521,0.0000,0.0256,0.0000,0.0758,0.0000,0.1636,0.0000,0.0000,0.0000,0.0543,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0066,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;17,3,1,0,0,0,0,0,0,0,0,;0.0730;6;2;182000;2.00;
3I5ZXD44JV69M8DWVE4I5ER80XVCJX_2.png;0.2274,0.1380,0.0384,0.0428,0.0544,0.0290,0.0450,0.0341,0.0468,0.0354,0.0635,0.0345,0.0587,0.0340,0.0434,0.0536,0.0305,0.0000,0.0000,0.0928,0.0037,0.0215,0.0000,0.0855,0.0000,0.0299,0.0000,0.0882,0.0000,0.0301,0.0000,0.0859,0.0000,0.0282,0.0000,0.0034,0.0000,0.0000,0.0000,0.0000,0.0000,0.0037,0.0000,0.0000,0.0000,0.0000,0.0000,0.0034,0.0000,0.0000,0.0000,;23,1,1,0,0,0,0,0,0,0,0,;0.0512;10;5;455000;3.33;
3I5ZXD44JVHG9J4AOHWFS96B5XBJCP.png;0.0000,0.1975,0.1196,0.0853,0.0000,0.0798,0.0000,0.0000,0.0803,0.0803,0.0798,0.0000,0.0908,0.0282,0.0725,0.0612,0.0172,0.1131,0.0000,0.0711,0.0000,0.0582,0.0000,0.0000,0.0000,0.1025,0.0000,0.0000,0.0000,0.0000,0.0000,0.1122,0.0000,0.0315,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;14,4,0,0,0,0,0,0,0,0,0,;0.0823;7;3;273000;3.50;
3ID43DSF5JBJ2SZGW2H8HR9RGRT5G5.png;0.0876,0.0417,0.0000,0.0000,0.0000,0.0406,0.0984,0.0680,0.1212,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1472,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0370,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;6,2,0,0,0,0,0,0,0,0,0,;0.0802;4;1;91000;4.00;
3IE95L92ROOBGIB0W5PPNWUUL5E7M3.png;0.2664,0.0000,0.0703,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;1,0,1,0,0,0,0,0,0,0,0,;0.1684;1;1;91000;1.00;
3IOQH27Z2E4FFLJVR8TNNB4HIMC1IN.png;0.2686,0.3582,0.4442,0.0492,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0830,0.0000,0.0185,0.0000,0.0000,0.0000,0.0051,0.0000,0.0909,0.0622,0.1385,0.0000,0.1237,0.0000,0.1237,0.0000,0.0416,0.0000,0.0215,0.0000,0.0000,0.1224,0.0000,0.0000,0.1902,0.0000,0.0000,0.1745,0.0000,0.0000,0.1747,0.0000,0.0000,0.1048,;8,7,1,1,1,0,0,0,0,0,0,;0.1366;7;3;273000;3.50;
3IR329NZ7YGB0BGT612CO4BTUIW2K0.png;0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;0,0,0,0,0,0,0,0,0,0,0,;NaN;0;
3IRUE3ZCDH3J5468JOOGJ1Y2ZWZIC5.png;0.0592,0.3705,0.4184,0.0902,0.1566,0.1998,0.4062,0.3009,0.2758,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2215,0.0000,0.0099,0.0239,0.0124,0.0000,0.0138,0.0000,0.1117,0.0000,0.1995,0.0000,0.2275,0.0000,0.1897,0.0000,0.1536,0.0000,0.0265,0.0000,0.0000,0.0745,0.0000,0.0000,0.2305,0.0000,0.0000,0.3053,0.0000,0.0000,0.0932,0.0000,0.0000,0.0336,;9,6,6,2,1,0,0,0,0,0,0,;0.1682;12;6;546000;3.00;
3IXQCB6XI8S61DI53P5ICGI2I9BTIR.png;0.1301,0.3449,0.4128,0.0804,0.2787,0.3831,0.2247,0.2105,0.0628,0.2116,0.1262,0.1315,0.0704,0.1900,0.1410,0.0066,0.0102,0.0690,0.0000,0.1796,0.1383,0.1298,0.0000,0.1472,0.0000,0.0544,0.0809,0.2051,0.0000,0.1362,0.0000,0.0184,0.1260,0.0227,0.0000,0.1191,0.0000,0.0000,0.1021,0.0000,0.0000,0.1679,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;10,14,4,2,1,0,0,0,0,0,0,;0.1472;11;8;728000;5.50;
3J06FGISLU272UJU8S9F5O38AK5K50.png;0.1714,0.0219,0.0415,0.0433,0.0013,0.0110,0.0000,0.0124,0.0000,0.0042,0.0041,0.0000,0.0081,0.0000,0.0081,0.0042,0.0000,0.1647,0.0000,0.2054,0.0000,0.1590,0.0000,0.0665,0.0000,0.2721,0.0000,0.1647,0.0000,0.3974,0.0000,0.1594,0.0000,0.0954,0.0000,0.0000,0.0000,0.0000,0.0009,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;7,6,1,1,0,0,0,0,0,0,0,;0.0917;9;8;728000;4.50;
3J06FGISMVRO4EVZMT2NFJ1KME95KI.png;0.1729,0.3280,0.1141,0.0000,0.0000,0.0000,0.0200,0.0858,0.1551,0.1916,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0582,0.0000,0.1366,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0499,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;4,5,0,1,0,0,0,0,0,0,0,;0.1312;5;2;182000;2.50;
3J567DP9LLBDQUW0322ZJ0FWFWZFPB.png;0.0864,0.2787,0.2610,0.0860,0.1073,0.0000,0.0000,0.0000,0.0000,0.1779,0.1627,0.2550,0.1500,0.1405,0.1754,0.1616,0.0396,0.0000,0.0000,0.0431,0.0000,0.0022,0.0000,0.0280,0.0000,0.0027,0.0000,0.0014,0.0000,0.0362,0.0000,0.0536,0.0377,0.0323,0.0000,0.0400,0.0000,0.0000,0.0985,0.0000,0.0000,0.0721,0.0000,0.0000,0.0994,0.0000,0.0000,0.0912,0.0000,0.0000,0.0000,;15,6,3,0,0,0,0,0,0,0,0,;0.1008;10;7;637000;5.00;
3J5HEGTZRLQ9SE8SW9LZS2A15OXGGI.png;0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;0,0,0,0,0,0,0,0,0,0,0,;NaN;0;
3JCELWMC4PY7J05E7LXQXNDWO6Y3V4.png;0.1704,0.1213,0.1950,0.0561,0.0097,0.0191,0.0233,0.0118,0.0111,0.0229,0.0175,0.0115,0.0167,0.0175,0.0115,0.0167,0.0239,0.0339,0.0000,0.1478,0.0000,0.1348,0.0000,0.0526,0.0000,0.1434,0.0000,0.0868,0.0000,0.0747,0.0000,0.0744,0.0000,0.1201,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0029,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;18,7,0,0,0,0,0,0,0,0,0,;0.0603;10;7;637000;5.00;
3JG2O8WUZH7UTHWSYCP6CNBWVH79WZ.png;0.1662,0.0380,0.0839,0.0515,0.0000,0.0791,0.0806,0.0738,0.0024,0.0354,0.0428,0.0000,0.0721,0.0626,0.0000,0.0574,0.0439,0.0000,0.0000,0.0255,0.0000,0.1143,0.0000,0.0000,0.0000,0.0321,0.0000,0.0028,0.0000,0.0000,0.0000,0.0260,0.0281,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;16,2,0,0,0,0,0,0,0,0,0,;0.0535;9;5;455000;3.33;
3JGBBKK855Q5HY1J6RVO56S97I9J0I.png;0.0000,0.0059,0.1902,0.4822,0.2661,0.0077,0.0184,0.0256,0.0044,0.0218,0.0256,0.0010,0.0251,0.0261,0.0000,0.0256,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;7,1,1,0,1,0,0,0,0,0,0,;0.0804;3;3;273000;3.00;
3JGLGV9D6KL86TQHYYZCMI0V13JD5Y.png;0.0792,0.0000,0.0615,0.0365,0.0620,0.0000,0.1665,0.0564,0.0714,0.0000,0.0000,0.0000,0.0397,0.0587,0.0000,0.0000,0.0000,0.1715,0.0000,0.0245,0.0670,0.0000,0.0000,0.0000,0.0000,0.0303,0.0000,0.0448,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;12,2,0,0,0,0,0,0,0,0,0,;0.0693;4;1;91000;4.00;
3JT4BYK2Y4IL1Z22PAHP7P5PI0U2WH.png;0.2259,0.0815,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;1,0,1,0,0,0,0,0,0,0,0,;0.1537;1;1;91000;1.00;
3K0G5SYN9K0M6D335K10A1FE8RM8MU.png;0.1593,0.2754,0.1136,0.5109,0.5571,0.6909,0.1916,0.2499,0.2250,0.1607,0.2261,0.2210,0.2209,0.2471,0.2142,0.2467,0.2091,0.0662,0.0000,0.0950,0.0640,0.0913,0.0000,0.0198,0.0000,0.1576,0.0508,0.1425,0.0000,0.1085,0.0000,0.0932,0.0046,0.0612,0.0000,0.0000,0.0000,0.0000,0.0188,0.0000,0.0000,0.0000,0.0000,0.0000,0.0018,0.0000,0.0000,0.0009,0.0000,0.0000,0.0000,;10,7,9,0,0,2,1,0,0,0,0,;0.1780;14;14;1274000;14.00;
3K0G5SYNALYS7SB8UL3I5RQZNM3M85.png;0.2157,0.0697,0.0000,0.0649,0.1988,0.2315,0.2655,0.2401,0.1640,0.3197,0.2570,0.1743,0.2866,0.2064,0.1178,0.0452,0.0000,0.1897,0.0000,0.3196,0.0654,0.2410,0.0000,0.2270,0.0000,0.1772,0.0044,0.2137,0.0000,0.1800,0.0000,0.1335,0.0646,0.0000,0.0000,0.0702,0.0000,0.0000,0.0361,0.0000,0.0000,0.1096,0.0000,0.0000,0.0325,0.0000,0.0000,0.0081,0.0000,0.0000,0.0000,;9,9,9,2,0,0,0,0,0,0,0,;0.1590;18;18;1638000;18.00;
3K0T7FOBIJOUXM7ZLBPJYBSGQYWM14.png;0.0000,0.2012,0.1257,0.2043,0.1978,0.1374,0.0000,0.0000,0.1382,0.1536,0.0915,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2753,0.0000,0.1156,0.0000,0.0354,0.0000,0.0000,0.0000,0.1668,0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;2,9,1,0,0,0,0,0,0,0,0,;0.1418;6;3;273000;3.00;
3K27O5FVBZ6Y1U1OKHZVRLOYVIWW5C.png;0.2908,0.2394,0.0000,0.0000,0.1224,0.0632,0.0000,0.0000,0.0779,0.0622,0.0000,0.0000,0.1081,0.0566,0.0000,0.0000,0.0893,0.0566,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0584,0.0458,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0575,0.0000,0.0000,0.0000,0.0000,0.0445,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;11,1,2,0,0,0,0,0,0,0,0,;0.0980;4;3;273000;2.00;
3K3X4GGOSLN6JKEE0NBXYD5PSA6MC7.png;0.0000,0.2947,0.5814,0.3681,0.0000,0.0000,0.0000,0.0000,0.3519,0.0000,0.3010,0.0376,0.0000,0.3332,0.0000,0.0000,0.0000,0.1245,0.0000,0.0000,0.0000,0.0971,0.0000,0.0121,0.0000,0.0000,0.0000,0.1077,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0160,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;5,1,2,3,0,1,0,0,0,0,0,;0.2188;6;3;273000;6.00;
