GroupId,Sentences,Subclauses,Words,AvgWordLength,numUniqueStems,avgUniqueStems
3B9PUZPHFHW5PZT5Q7OV88NG9W6JA5,10,3,109,4.167664670658683,4,0.03669724770642202
3BGEFHL0JHEL8I3UU0A0G1OJRYOJBS,92,36,1925,3.6723646723646723,5,0.0025974025974025974
3BHOG8KFNLAK9AB1ZQLEP6Q0T3RR81,285,137,3797,3.824793388429752,43,0.011324730050039505
3BK5FW2G6MZ18ENS8D29GOXE9AHRCA,8,2,33,3.6402877697841727,30,0.9090909090909091
3BRG9Q58M1LAH7AQ01RWX47CRWFYQ2,14,2,108,3.671641791044776,10,0.09259259259259259
3BZN229KV5TWHZF32GLR8LCC1TX6DS,21,13,211,2.9434306569343067,9,0.04265402843601896
3C2UN3Y7UJLGZT23JF159R7GHEFMFI,312,100,4637,2.335179441736819,251,0.05412982531809359
3CF7EZI55RWEYNZ9U956QWWUG93IL2,11,6,120,4.5,7,0.058333333333333334
3CP9VRCFS74RV9VXRUIMMBYWTQDUEZ,7,1,34,4.6068376068376065,15,0.4411764705882353
3CTCX9NXB5M1LSUM0XPXZV8QE2WLJA,111,37,2620,3.0662747194013895,38,0.01450381679389313
3CTCX9NXC67QIV0KKFDEFSMCFTJJLN,24,20,225,4.036065573770492,5,0.022222222222222223
3CVHT3IKUYKSX9WRAWTF52715RU0R4,15,4,138,3.888888888888889,1,0.007246376811594203
3CYDGW98NMPSZAAQ0W8MOBJZSSBOM6,33,5,375,4.2890442890442895,7,0.018666666666666668
3D00S7P7YG22I1NWJE5APKC40DIEZA,4,0,49,4.10377358490566,3,0.061224489795918366
3D3KZYB02J3NX4IAX3WJJNSJTAYV8O,58,29,542,4.221835075493612,2,0.0036900369003690036
3D3KZYB03KLUXQ4AWC4FKH86OYE8VD,6,5,64,3.272727272727273,0,0.0
3D3X1L1OBIRB9XRZKHJ79UYYYTK1VU,108,44,913,3.808709175738725,60,0.06571741511500548
3D7N1211O74L32LV8ZFDVQWGH61MAZ,65,12,1113,2.753441802252816,0,0.0
3D7N1211P8PBU1MJEXLJFBT15KWAMH,28,5,257,5.170702179176756,0,0.0
3D8B00U52IVJZWECZOBXRVFXL2U83O,38,20,721,3.3434782608695652,0,0.0
3D8B00U52IVJZWECZOBXRVFYHAV833,100,77,1231,3.1126506024096385,0,0.0
3DBJK6OC3AF4JLMP40JUKZIT4XNYF3,77,57,951,3.943172179813401,0,0.0
3DCXWU0MSDB2RCYGDPZ82R371ZGTVX,9,3,68,3.9877300613496933,6,0.08823529411764706
3DECMKXKT815JCLN1RI1KKDJDFAMBB,81,54,1233,4.1700743494423795,24,0.019464720194647202
3DHOXWJRSC3OAPE5AL86OV64DJCT3O,42,37,410,4.011494252873563,0,0.0
3DPZKFEUURUGTQUQB4SOUUG5ZFPI4V,49,13,327,4.339130434782609,23,0.07033639143730887
3DPZKFEUVSIPT2ERNEAT4GS1UAKI44,21,5,180,3.7581227436823106,4,0.022222222222222223
3DXFGU9SKN7P79WJOTN6EK4MLG3EXS,57,23,496,3.9759358288770055,23,0.046370967741935484
3DXFGU9SKNVTS8DGXQ8KL6UJIRCXE8,12,9,95,4.251207729468599,67,0.7052631578947368
3DXFGU9SLODY46WA7XIQCVBUTMKEXQ,29,20,281,4.309973045822103,7,0.02491103202846975
3E9JM64F23SDM8DQUQW3OKIR1A0NP8,13,4,157,5.573049645390071,288,1.8343949044585988
3EGCY5R6XYZQLTGPWNN8D6V7K3JYA2,146,73,1576,3.355225988700565,94,0.05964467005076142
3EJ1F91ANSU6O8N3S3NGZ4GVCA2IZW,9,13,128,3.8391959798994977,0,0.0
3EOZAW7619J5YKCNUIDNV84T8098HV,66,29,516,3.9788732394366195,11,0.02131782945736434
3EOZAW762AHX3MFSNYKKE4EQ4INH8Q,22,26,250,2.2242114236999146,52,0.208
3ERG9KP7KAETHL286FNRQ00RYLWCHM,9,4,103,3.3626943005181347,0,0.0
3EULM6QNGEDGI0DDZ62WA3R8YV4JXB,15,2,130,4.308571428571429,1,0.007692307692307693
3EX6YJ62T6GKTDIQJCCYD4JMD62ZJG,78,57,963,3.9443521594684388,4,0.004153686396677051
3EXC7SWSR38EV80UNYXZTOBA3ESHT8,20,3,135,4.305555555555555,3,0.022222222222222223
3F0Z1FPMUNUP6TOTMH2XGS6T5GJLYU,8,3,61,3.2814814814814817,0,0.0
3F0Z1FPMUNWB7D1EFV5M6IVBAHELYR,13,6,106,4.100478468899522,8,0.07547169811320754
3F12ASV6AWHSTTB7IFZKMVGLLVZM46,645,360,3771,3.9229385307346325,40,0.010607265977194379
3F2SNR5B8MKSI92Q9DG0FV11BKO0HL,35,17,272,4.705696202531645,23,0.08455882352941177
3FKD865UZQBJZ4661LLBINGEMFPMUJ,14,18,263,4.416107382550336,69,0.2623574144486692
3FKD865UZQBJZ4661LLBINGENHPMUO,14,14,226,4.472,0,0.0
3FKD865UZQG0HB1FDHAJVT0FL3FMUG,14,2,121,4.384615384615385,3,0.024793388429752067
3FOA7RUSUPLLDDXZNITMB1EHL6FPGL,64,24,625,3.93006993006993,7,0.0112
3FQJF6D1R1SUSJ130G368H5I02G92S,124,101,2492,3.2705,0,0.0
3FQJF6D1S2STVEIP11IICRPWDI892M,8,3,75,2.6376146788990824,8,0.10666666666666667
3G2I6FODBC43UCDM72LBPP8Z9I0L60,16,5,136,5.59432387312187,29,0.21323529411764705
3GAR7VLBJNDRH4HH5ZWWCFRBGXZ4Y9,92,30,1123,3.294915254237288,16,0.014247551202137132
3GAR7VLBJNEKQVA3XEJQ66MZFEXY4T,46,14,380,3.8468354430379748,6,0.015789473684210527
3GBCJUK5C2GRHG97MHYVG9NBQMOPK9,11,3,87,3.9572192513368982,19,0.21839080459770116
3GBCJUK5C2NMDEDWS686X6QI2G8KP3,17,2,72,3.5652173913043477,10,0.1388888888888889
3GC8IVJ10EOCB71QWZ4YFX98VOS9NN,20,11,152,4.5212121212121215,9,0.05921052631578947
3GRRK9BQWRDBESRD36S5634M392PD9,137,65,989,3.2448979591836733,0,0.0
3GRRK9BQWRPD54OGKFA4YQ8537VPDJ,11,6,146,3.3346153846153848,6,0.0410958904109589
3GZMSD8U5X9MRGKQIZ546O8UKB695Q,196,101,4256,3.3197460741730707,0,0.0
3GZMSD8U5X9MRGKQIZ546O8UKC795T,130,43,2376,3.1353907416625186,0,0.0
3GZMSD8U6Y8M82W4VRHXFG1G1IS95R,3,1,34,3.436619718309859,1,0.029411764705882353
3H41Q6XMRNJ731MM548PSMBGOYMG2I,16,10,135,3.952127659574468,2,0.014814814814814815
3H41Q6XMRNUCK2PCFPR6Y35LJFT2GW,13,1,519,1.9301310043668123,16,0.030828516377649325
3H5CSD5832HNKRNN8SDJ6TWED17E80,3,5,62,3.3577981651376145,6,0.0967741935483871
3H5CSD5832HNKRNN8SDJ6TWL583E8G,5,2,83,3.138888888888889,0,0.0
3HBZ8AD97D3GZ7VEBIN9M1728BDNN9,32,2,251,3.7875457875457874,0,0.0
3HBZ8AD97D3GZ7VEBIN9M18U9EHNN5,38,20,669,4.196236559139785,72,0.10762331838565023
3HL3WX653BXN6QCFW6M6ATC7KPGPQT,33,30,415,3.9798792756539236,12,0.02891566265060241
3HQI26VRPRS5H4RSBPY2KOCMRQ13R0,18,2,167,4.307392996108949,3,0.017964071856287425
3HVLA9UQN4GKVQOHDHMDH1A7KETU66,69,31,614,4.155433287482806,63,0.10260586319218241
3HYDIS22CWMMEZBE3G64NG7ZMZON5V,11,3,81,3.7300613496932513,6,0.07407407407407407
3HYDIS22DXJRRCQBI3AE9ELUHK15NC,15,6,220,4.252396166134186,0,0.0
3I21NMEA63DY0BA82BXKKSLPMBYSHT,43,15,373,2.5455445544554456,18,0.04825737265415549
3I3RVCR3FK2XEB4GMX9G7IJ2RLH6XI,193,61,7139,2.7248908296943233,124,0.01736937946491105
3I5ZXD44IULX7AZS354F5V5W46GJCA,4,0,71,3.134020618556701,1,0.014084507042253521
3I5ZXD44JV69M8DWVE4I5ER80XVCJX,56,6,477,4.805,0,0.0
3I5ZXD44JVHG9J4AOHWFS96B5XBJCP,17,2,163,3.8623481781376516,5,0.03067484662576687
3ID43DSF5JBJ2SZGW2H8HR9RGRT5G5,17,7,277,4.2105263157894735,2,0.007220216606498195
3IE95L92ROOBGIB0W5PPNWUUL5E7M3,15,2,142,4.348484848484849,2,0.014084507042253521
3IOQH27Z2E4FFLJVR8TNNB4HIMC1IN,13,8,112,4.5465587044534415,7,0.0625
3IR329NZ7YGB0BGT612CO4BTUIW2K0,47,44,518,1.8490105057415098,113,0.21814671814671815
3IRUE3ZCDH3J5468JOOGJ1Y2ZWZIC5,29,17,182,4.2571942446043165,26,0.14285714285714285
3IXQCB6XI8S61DI53P5ICGI2I9BTIR,40,14,459,4.008177570093458,19,0.04139433551198257
3J06FGISLU272UJU8S9F5O38AK5K50,11,13,256,3.428235294117647,3,0.01171875
3J06FGISMVRO4EVZMT2NFJ1KME95KI,17,8,287,4.162601626016261,2,0.006968641114982578
3J567DP9LLBDQUW0322ZJ0FWFWZFPB,25,12,240,4.168908819133034,6,0.025
3J5HEGTZRLQ9SE8SW9LZS2A15OXGGI,16,4,160,2.956043956043956,1,0.00625
3JCELWMC4PY7J05E7LXQXNDWO6Y3V4,80,9,549,3.4925224327018944,37,0.06739526411657559
3JG2O8WUZH7UTHWSYCP6CNBWVH79WZ,29,7,277,3.966580976863753,10,0.036101083032490974
3JGBBKK855Q5HY1J6RVO56S97I9J0I,9,13,128,3.8391959798994977,0,0.0
3JGLGV9D6KL86TQHYYZCMI0V13JD5Y,8,3,61,3.2814814814814817,0,0.0
3JT4BYK2Y4IL1Z22PAHP7P5PI0U2WH,2,0,28,3.604651162790698,1,0.03571428571428571
3K0G5SYN9K0M6D335K10A1FE8RM8MU,93,80,1331,2.814368249183622,48,0.03606311044327573
3K0G5SYNALYS7SB8UL3I5RQZNM3M85,128,59,2237,3.799305957200694,26,0.0116227089852481
3K0T7FOBIJOUXM7ZLBPJYBSGQYWM14,25,6,218,3.9178082191780823,2,0.009174311926605505
3K27O5FVBZ6Y1U1OKHZVRLOYVIWW5C,40,7,311,3.3328173374613,16,0.05144694533762058
3K3X4GGOSLN6JKEE0NBXYD5PSA6MC7,58,36,545,4.383966244725738,7,0.012844036697247707
3K3X4GGOSLN6JKEE0NBXYD5PV12MCO,57,31,496,4.307221542227662,2,0.004032258064516129
3K3X4GGOSLN9WHITSDB41LMDI6SMCK,1,0,6,2.260869565217391,0,0.0
3K9T2ON9ZE5ORLPELXZMHUO84LJMTT,7,2,57,4.035714285714286,1,0.017543859649122806
3KNJI1FZ8L912486RAFQQV3ZEP6NQU,83,56,2265,4.162195121951219,45,0.019867549668874173
3L4EWVFWCZFLPLXQZ7MWBK7MU2X9OK,22,7,160,4.584541062801932,2,0.0125
3L8V324VIV0JU2BOPG7PUH68F6NF91,22,4,146,4.436213991769547,3,0.02054794520547945
3L8V324VIVQEQ524CR2N49U2T8GF9N,46,30,517,3.096237970253718,33,0.06382978723404255
3LBF4GRVWQC3B97WPKKEJO5WDODDDG,22,6,159,4.245847176079734,9,0.05660377358490566
3LBF4GRVWQSB1V8AOKNI47EZJYMDDE,107,58,1174,4.095067905646891,83,0.0706984667802385
3LCM1J6T1CTW3PUN949YD9G6A99CYC,6,1,37,2.8849557522123894,0,0.0
3LE9INWSFWFC7U06C7E8H83VJHH0ML,2,2,16,3.236842105263158,8,0.5
3LJE53CC7VYWE1O3MIQ180XM33HESQ,22,10,233,4.079889807162535,10,0.04291845493562232
3LLXQSS3GH7EI0TIBFCZBVHJUIM2FF,75,59,983,3.884426229508197,1,0.001017293997965412
3LLXQSS3GH7EI0TIBFCZBVHJURL2FW,75,59,983,3.89253486464315,0,0.0
3LV0310AAZ0POAIRABRDV0CJ4TWKD9,12,7,113,3.904040404040404,3,0.02654867256637168
3LV0310AAZ5BVL06B1AU1YGZUNKDKM,338,43,2780,3.438758389261745,74,0.026618705035971222
3LV0310AAZ7UO39UCWLZNYY1B3BDKS,9,4,103,3.3626943005181347,0,0.0
3LV0310AB0FIJI1LDLADGNAZ3BMKDF,18,12,233,4.248466257668712,3,0.012875536480686695
3LV0310AB0LE2KPSDVZ5QZ931M3DKU,18,8,223,4.442857142857143,0,0.0
3M35MA94IX9MX6PXAQCG5JTOJ1HNO3,39,19,667,4.895424836601308,68,0.10194902548725637
3M6KHLIXGO95W4HFFOS373KMUDHIRT,7,1,94,4.0,34,0.3617021276595745
3ME56J5KH09H8MTADW07EI1HZMYC6P,25,2,203,4.347517730496454,2,0.009852216748768473
3ME56J5KH0A6OHM7NB7LNJZ2KW86CO,19,14,227,4.51864406779661,2,0.00881057268722467
3MGKBFT74NRL5KAEINTLHYIV1ONSJ5,3,2,31,3.3421052631578947,0,0.0
3MHMBB6SGFYXPF5WOO57T0Y1YOLKW9,23,9,167,4.366935483870968,4,0.023952095808383235
3MK14RC5NS9WDGLCZVLGWCZQJ24T6G,219,37,1339,4.835894283958205,0,0.0
3MK14RC5NS9WDGLCZVLGWCZQJ2BT6N,77,8,2311,2.760869565217391,0,0.0
3MKP0VNPL180YVBEBVOO0GDECBIJRU,4,4,43,3.7017543859649122,6,0.13953488372093023
3MNPSGWWOQV9GBTQIUTZ7HIZXBCPUY,24,6,174,4.220338983050848,22,0.12643678160919541
3MNYFQMXON9G1T2C2HOQSK4JSIPY01,9,3,82,3.4135338345864663,2,0.024390243902439025
3MQJWSYXNGSYPF0J90X7JRB4GS9O5U,102,67,995,3.26578073089701,2,0.0020100502512562816
3MQJWSYXOHGDXJ3GAF96UH2KF625OC,4,1,37,2.1404958677685952,0,0.0
3MXFP9RGE565H89AY0KXMF94YTQB2U,8,5,74,3.7698412698412698,2,0.02702702702702703
3MXFP9RGE565SQ20JA2GC60T4U4B22,113,26,2574,1.8796898449224613,0,0.0
3N9FD9XF48K5Z4R4YKZ4XC3B2YYEVL,16,9,164,4.444444444444445,3,0.018292682926829267
3NAD71TD8V1W7T0ET8V40F6WWDIL2U,19,27,169,4.517460317460317,0,0.0
3NCF7G1XJIORLK6VK0UD85LOJVCNAC,64,12,1105,2.7452711223203026,0,0.0
3NCF7G1XKJPJCCJPOHEQSUA1GNWANP,55,28,454,2.4397306397306395,0,0.0
3NE6EBGK47BU93BYGGU8IB2LO7NE35,39,8,300,3.4662251655629137,5,0.016666666666666666
3NJ4SYXGOJ3OVMOHUVEMN5U7Y2PBNN,55,28,454,2.4397306397306395,0,0.0
3NJ4SYXGOJ3OVMOHUVEMN5U7YYPBNF,55,34,457,2.4979423868312756,1,0.002188183807439825
3NJ4SYXGOJNVJBRMT3TGCL1CL9UBNQ,16,6,177,3.745644599303136,5,0.02824858757062147
3NVVDJT9G6OIY2RUWWJCMM9P5JCPXO,38,16,337,4.531481481481482,31,0.09198813056379822
3NXBKB5598TPF5MRSRS8QPZELKSL9C,174,119,1670,4.56158940397351,23,0.013772455089820359
3O5YJYPUSW7TWBM6KNWM44WLFH8KON,14,14,226,4.472,0,0.0
3O73QR1UY8O4VXGQ4UMU1W2GKFC94M,116,70,2079,3.2823660714285716,0,0.0
3O73QR1UY8O4VXGQ4UMU1W2GKGC94O,118,55,2705,3.163350785340314,0,0.0
3OBCKNXF1ZHFXL8XUNXW3AYWZX5J3K,19,27,169,4.517460317460317,0,0.0
3OJGK8O6MRNHZCTYHMEFS503K2OL5K,22,7,227,4.509316770186335,12,0.05286343612334802
3OQEO5BIM1SME8SFQJ108NKG2ZKU9F,58,37,642,4.228828828828829,39,0.06074766355140187
3OQEO5BIN29PS6BYUHRH0ABF87P9UL,26,23,289,4.3944020356234095,6,0.020761245674740483
3OR6S1RAC52TCC0V5OHKA3WQNHZAGY,16,12,148,3.914383561643836,8,0.05405405405405406
3P15LLOAR9NU663LLUNNP8EDOYG9ZV,27,18,283,4.069651741293533,36,0.127208480565371
3P6UG6V268Y9VTMB4YR44MFGIGC4NX,15,6,220,4.252396166134186,0,0.0
3PBMWYW3D44FHQ3H0CBK078FM1J2XZ,57,11,450,3.9662288930581613,9,0.02
3PBMWYW3D4VOVNNOVMGLZF23LEGX22,22,12,234,4.014799154334038,27,0.11538461538461539
3PBTVBPQ8T2RUQ4LSR4U2IGAMAGLG7,111,26,2495,2.8769057029926595,15,0.006012024048096192
3PBTVBPQ9UHWF8TU0BNM18QB456LGV,33,19,410,4.323076923076923,25,0.06097560975609756
3PBTVBPQ9UJW25OVYU5DFTVY5MMGLK,117,61,730,2.645603181617322,18,0.024657534246575342
3PHLPV04IQDPW55WV8WBZJA231AP7O,21,9,285,4.202185792349726,6,0.021052631578947368
3PLXPMD6WGC7AIQBYMRH2GBAFTWKBJ,127,63,2378,3.5018537243006405,83,0.03490328006728343
3PN7FLVWM45PCCC3MA18W1ODE9IYSJ,56,32,509,4.8464285714285715,81,0.15913555992141454
